"","none","cremvac","liomvac","othervac","liomcremvac","liomvacother","othercremvac","all"
"1",0.983753606230669,0.978357231772454,1.00062232787669,0.986938416245588,1.00884774615638,1.01020290858867,0.986402723554173,1.00585717314881
"2",0.992667740890058,0.986859285682713,0.995080054717524,0.991299088696398,1.01271383522634,1.01389446590891,0.991499845013041,1.00982486477229
"3",0.994975093660056,0.996034258176656,1.00950162617993,1.00965311157709,1.01009624586805,1.01147389465656,0.986448449409352,1.00980013587266
"4",0.989338800859514,0.984423646003341,0.992721508025811,0.989834391850245,1.00444952653223,1.00300431185683,0.992319924880995,1.00124993148815
"5",0.991543895151705,0.992134396538525,1.00387491221009,0.999534766209453,1.00579918446284,1.00652466154526,0.981081867548174,1.00595160965483
"6",0.987297227485139,0.982609343966752,0.98320301606831,0.979432765534795,0.983685285097126,0.982903149283937,0.982620697018955,0.983954966240057
"7",0.991872747089539,1.00141301296726,0.996498016227444,0.993327762216882,1.01304233512469,1.01390118061842,0.994027069821839,1.0125680546484
"8",0.989612800402772,1.0009589137744,0.991985980487732,0.996310015026998,0.992657805386103,0.992939361096927,0.971140932493608,0.992686425065041
"9",0.988456296984241,0.986571877077358,0.9981285365704,0.993811298604073,0.999986401941857,0.997844410305522,0.987339965023524,0.997391223323773
"10",0.989548733975998,0.99309930418877,1.00128907291743,0.988983565337361,1.00973822706589,1.00642609122428,0.995774594739173,1.00837102934919
"11",0.990972965941206,0.994738352869041,1.0049496802923,0.993664149816175,1.00939667995036,1.00910811306694,0.995252973587013,1.00759781208677
"12",0.99329094402024,0.999594635204535,0.991223025695438,1.00233099994302,0.989613186625128,0.988418430899476,0.977917906443829,0.988709138309448
"13",0.988949089165571,0.984131967090035,0.996492401351197,0.993180848769947,0.999326239405017,0.998080372415864,0.994477768733942,0.998376850628664
"14",0.986848006534662,0.98165837648036,0.984895755232913,0.982123959123098,0.986855288237467,0.986035993312806,0.986495979241522,0.987014582554553
"15",0.993689059059582,0.990120839716223,0.994915771438155,0.988100976392038,1.02115302245214,1.02111708955581,0.994279405916364,1.01937226951451
"16",0.986385313401383,0.990849674847404,0.989550110949953,0.98624174385979,0.989698424235606,0.990416845966873,0.982800549631608,0.990542776778617
"17",0.990998572460446,0.99201247223312,0.997389966432097,0.989765084606304,0.999700117917125,0.998997127101059,0.99022941346248,0.99929940236292
"18",0.990000503212725,0.988612487077153,0.998221187547594,0.989902371156462,1.00337300018363,1.0036992004559,0.999234606235785,1.00377942901926
"19",0.990165540896092,0.983376114281119,0.984408224374636,0.991344310960217,0.984867461667174,0.985436000232288,0.988745547584908,0.985731487037014
"20",0.981834995665844,0.975167481761057,1.00042137421489,0.977632840154228,1.00629085900223,1.00645336942681,0.980382853298752,1.00527025317722
"21",0.991451064654802,0.991374332964749,0.987148398000298,0.991047608266791,0.990617986444816,0.991283863142601,0.993502723015303,0.991372831028562
"22",0.991395635173058,1.00065103073117,0.993976261540688,0.998008870161773,0.993512149328423,0.991433283050706,0.978379602868703,0.993228634128724
"23",0.990207726288591,0.996722925388712,1.00605240507052,0.997859296906748,1.00930990812401,1.00925361661014,0.99441670015321,1.00856706588829
"24",0.965359914161082,0.973710217861246,0.976073356962773,0.985625379516541,0.980683603858783,0.979904115716697,0.981239198188916,0.983398946940701
"25",0.990829067688135,0.995808276300752,0.991690526512108,0.991436811752467,0.991510536424667,0.991086579810919,0.990893969761982,0.991168650557994
"26",0.996850698533492,0.997354590080971,1.00792806113889,0.983745316788237,1.01323327994708,1.0146288878886,1.01384320514534,1.00908120470095
"27",0.991259244314345,0.986940344604433,0.998520679546102,0.984646179176603,1.00774244290934,1.01191803522653,1.00932862162651,1.01107846166387
"28",0.992674827496405,0.98780010460422,0.990350454739734,0.989590268596846,0.994831727298744,0.995540893198026,0.993836163454728,0.995847057531821
"29",0.989624694323292,0.992631474816401,0.997355162595615,0.98647360149516,0.992080446932035,0.986466958313435,0.985113333496194,0.990770866723447
"30",0.993501307133255,0.992386314455786,1.00092482333352,1.00157655093473,1.00651471022288,1.0062845727612,0.986655242693501,1.00511441360164
"31",0.981333641987591,0.981078126220476,0.995721971455653,0.988090906192066,1.00576619502004,1.00724064730179,0.988741339650681,1.00370947305134
"32",0.987820124233251,0.982815336077928,0.992146167375757,0.988282471398632,0.992432765359095,0.992035414654438,0.99266673440589,0.992458629533407
"33",0.993746245783159,0.988410926918487,1.00472310565744,0.986413873730553,1.00751094466628,1.00771046697447,0.997822067240269,1.0051723964872
"34",0.986474962136067,0.993875966097934,0.985038539611225,0.992810885618062,0.987780714964409,0.986409529647961,1.00105213723105,0.987889106324461
"35",0.979635394423681,0.972519323892782,0.994748171523282,0.98435487999042,0.999632736302054,1.00105295634452,0.994534394999727,1.00014860838459
"36",0.980678659149731,0.972106656200481,0.993985150027268,0.98841717668863,0.997082362584857,1.00063624652625,0.986939907794381,0.99781183612521
"37",0.989286143980736,0.9878545721534,1.00625425725638,0.984709513009584,1.01563208784144,1.00992038661907,0.992279859388742,1.01064981434189
"38",0.994622193294686,1.00266401545653,1.00812737120078,1.00746655192574,1.0069440474598,1.00670450155502,0.978769676189779,1.00654715338558
"39",0.995434043290472,0.991283395140361,0.991264813281208,1.00837178352883,0.992345153280523,0.990438776850911,0.983406803388068,0.992084350498277
"40",0.987587656427072,0.983532370559791,0.997501323590069,0.980405737606152,1.00394169490041,0.999363578633879,0.989612111175424,1.00094792798835
"41",0.99157847010655,0.987637646353112,0.992812613936673,0.987419990019032,0.994031899926315,0.993596868707271,0.990682910238725,0.993792875560602
"42",0.992957341660714,0.987070276411266,0.993082723231014,0.988416022637104,0.993862614329006,0.99374536351985,0.987363255320223,0.991025581243007
"43",0.966237549004177,0.971953021833872,0.995319360554285,0.978499849146467,1.01118338865905,1.01243621863975,0.979838135028305,1.01109159100637
"44",0.990009967882103,0.985862415882057,0.993400544471864,0.99398999251766,1.02089653940766,1.02060907835205,0.990090669579601,1.0192553663078
