"","beta0","beta1"
"241",-1.38023399732583,0.00746170977835592
"242",-1.42170535582509,0.00722640438790378
"243",-1.34871743127148,0.00725536878340385
"244",-1.38172581963392,0.00841831194292867
"245",-1.3567767208939,0.00723305376216908
"246",-1.39042143159357,0.00696713787084752
"247",-1.3688803389415,0.00651257344356834
"248",-1.38442118915532,0.00581433903200658
"249",-1.35281748523046,0.00735307732088586
"250",-1.40715725617597,0.00819724379993435
"251",-1.41217347371515,0.00654156349179564
"252",-1.35409994894061,0.00698820680611873
"253",-1.34878052405775,0.00761399396490316
"254",-1.39925321169018,0.00690284249200355
"255",-1.39594864740209,0.00650439056875161
"256",-1.36623751020101,0.00494404103890443
"257",-1.38173126098883,0.00719072942146913
"258",-1.38253891133956,0.00866070537413216
"259",-1.35502656155894,0.00676588882115522
"260",-1.38975906827364,0.0073411311794102
"261",-1.36394255025658,0.00659088371428051
"262",-1.38544742893619,0.00624732160190566
"263",-1.35271271204941,0.00715829242434668
"264",-1.37390318200028,0.00732327863706054
"265",-1.38196441478202,0.00664749570739132
"266",-1.34665815354093,0.00676438125957029
"267",-1.37704372444981,0.00769295524210915
"268",-1.3888198959239,0.00561617960542182
"269",-1.38113161362745,0.00558648820828078
"270",-1.39163785449035,0.00806144085249881
"271",-1.37830747998965,0.00808579424588605
"272",-1.38558406615533,0.0101487167029668
"273",-1.38980775232452,0.00825674561769319
"274",-1.38134081748765,0.00889007341728128
"275",-1.35815918341667,0.00726921863279261
"276",-1.38026505143335,0.00782148129682896
"277",-1.37644118522449,0.00665277791775521
"278",-1.39163785449035,0.00806144085249881
"279",-1.41317406108304,0.00750386414545557
"280",-1.39993096130289,0.00743447560943078
"281",-1.38481885017783,0.00553678689159527
"282",-1.38277397393462,0.00727663769710584
"283",-1.38058272787171,0.00809171238610882
"284",-1.38182653894647,0.00780606658002324
"285",-1.39052283244555,0.00740465204282363
"286",-1.3782905929011,0.0053864206061924
"287",-1.37935048111696,0.00674796576172701
"288",-1.44034052396751,0.00845951579423896
"289",-1.35861076445035,0.00665454875895646
"290",-1.37844797938324,0.00618364149745592
"291",-1.3770846261641,0.00682263048183763
"292",-1.37928894028454,0.00771442180803733
"293",-1.35612336404292,0.00747237731960302
"294",-1.37681558344152,0.00704598653184361
"295",-1.39087748126784,0.00613447416343187
"296",-1.37997010845558,0.00675282041774685
"297",-1.34482151560731,0.00735250779316499
"298",-1.37764662819432,0.00805424309716032
"299",-1.39389965439352,0.00751493752802107
"300",-1.37482469587812,0.00740955105521504
"301",-1.35852984241909,0.00807661242689529
"302",-1.38619727664591,0.00881767680211913
"303",-1.37998189350377,0.008065329366476
"304",-1.38956503719145,0.00778154041095156
"305",-1.36872251706829,0.00778614139781916
"306",-1.41317406108304,0.00750386414545557
"307",-1.38186067886184,0.00612629374680579
"308",-1.37625363779235,0.00593712702174078
"309",-1.36551096386141,0.00750833127782695
"310",-1.38149233318485,0.00605038522520588
"311",-1.3530876515556,0.00686368970373081
"312",-1.39084216227392,0.00748417256272745
"313",-1.36525460404694,0.00707659076775406
"314",-1.38130570919182,0.00595134958715442
"315",-1.37583517671154,0.00691916418593428
"316",-1.38164370065977,0.00654377397788214
"317",-1.37745746637697,0.00725308673334146
"318",-1.38484754262162,0.00762848623353513
"319",-1.41584662354506,0.00627714769542036
"320",-1.3746573808953,0.00647627517759233
"321",-1.36812864518645,0.00903237613729985
"322",-1.3814069515495,0.00662961257020109
"323",-1.39035702038816,0.00736070326395306
"324",-1.40838283735735,0.00760260160463011
"325",-1.39754430219552,0.00691516624397985
"326",-1.37263400284838,0.00605474728196703
"327",-1.3468489063027,0.00734835494899667
"328",-1.36281674292185,0.00595386063958622
"329",-1.37261284382729,0.00753141500131643
"330",-1.35522071380795,0.00690395210751535
"331",-1.36092055615881,0.00806539315959505
"332",-1.3775406524176,0.00755570732568282
"333",-1.35762690088708,0.00747627107976207
"334",-1.37832483822016,0.00795727772058588
"335",-1.43895351653584,0.00718789696251532
"336",-1.3969506326297,0.00672099305265264
"337",-1.37375397666589,0.00663792598597987
"338",-1.3705201241117,0.00611134571730424
"339",-1.35947354955451,0.00750017595898734
"340",-1.36044995749795,0.00914756349033534
"341",-1.3782987243341,0.0074856543582698
"342",-1.3460885511693,0.00540389779759997
"343",-1.3558575533303,0.00464493461571194
"344",-1.37836853257503,0.00715211431218094
"345",-1.41821526971446,0.00598256706203251
"346",-1.38017546702418,0.00695618223835903
"347",-1.3820921883839,0.00400822736133194
"348",-1.38162511129579,0.00868880993995956
"349",-1.39594864740209,0.00650439056875161
"350",-1.38812435427602,0.00758923485585595
"351",-1.37834089355521,0.00531500505701494
"352",-1.35332893745458,0.00586207483663981
"353",-1.38896781848555,0.00645076381397579
"354",-1.36080171245984,0.00782168279094257
"355",-1.37965720539228,0.00622089914905492
"356",-1.38142936205965,0.00893970381381117
"357",-1.38961784051242,0.00630814265112109
"358",-1.36124426223593,0.00811433996171359
"359",-1.35611009198388,0.0075801339526974
"360",-1.35873383137606,0.00736778946777867
"361",-1.37595921199609,0.00554448713354726
"362",-1.43957987505244,0.00682691061780591
"363",-1.38031468939677,0.00724135419870488
"364",-1.37403778125216,0.00643161122834187
"365",-1.38232411696616,0.00631441158543541
"366",-1.37657166456939,0.00632807983566353
"367",-1.38743301190391,0.00671557159067109
"368",-1.36548095817785,0.00592921787071676
"369",-1.36460480372953,0.00686572500284083
"370",-1.40623949156196,0.00695974851953405
"371",-1.38156076505448,0.00829801331976015
"372",-1.38234746274124,0.00742699175747739
"373",-1.37673447206256,0.00761414403970243
"374",-1.37577168330783,0.00764977045508287
"375",-1.37551962878584,0.0071157102773195
"376",-1.3444742100306,0.00869218107243299
"377",-1.36124426223593,0.00811433996171359
"378",-1.39092265685193,0.00669878212581037
"379",-1.38652391136638,0.00843381235119656
"380",-1.39711015259601,0.00759434885200056
"381",-1.36095937974912,0.00740950032778294
"382",-1.37273881662059,0.00692471380921986
"383",-1.40021833410568,0.00781175773237455
"384",-1.38109572570181,0.00802389005993089
"385",-1.34628150688107,0.00805845397643706
"386",-1.40860063091297,0.00765895393915163
"387",-1.38493805844092,0.0075728691362447
"388",-1.37713833401599,0.00880556420283761
"389",-1.36124426223593,0.00811433996171359
"390",-1.38761710580601,0.00719339052447959
"391",-1.35968192855142,0.00678074523596406
"392",-1.38142003343858,0.00737833713671306
"393",-1.36057457398756,0.00716728840822229
"394",-1.41405357245213,0.00723500792788618
"395",-1.36443584176763,0.00892453414239223
"396",-1.36482811969926,0.00662484529767569
"397",-1.36490519873412,0.00644050189809345
"398",-1.35299991933442,0.00728628280592187
"399",-1.40052023690428,0.00697535200892198
"400",-1.3601375341599,0.00748233384789161
"401",-1.41602047080333,0.00706308964815072
"402",-1.36105164293835,0.00569449137611347
"403",-1.35294822188307,0.00675937238273011
"404",-1.36483623304198,0.00670517196686948
"405",-1.34660312548863,0.00834985307856023
"406",-1.35089529452228,0.00680149989810843
"407",-1.40566949846667,0.00882659249919924
"408",-1.35395916628771,0.00555482019444789
"409",-1.39085989258655,0.00656661605760959
"410",-1.38807933685443,0.00621693939270302
"411",-1.44145693745584,0.00728634345510097
"412",-1.37863688248902,0.00702989675288165
"413",-1.38279174288613,0.00827536905811791
"414",-1.43957987505244,0.00682691061780591
"415",-1.36441560315471,0.00715213986966133
"416",-1.35782418701725,0.00814047693029767
"417",-1.42170535582509,0.00722640438790378
"418",-1.38999678597228,0.00641689370849995
"419",-1.41862251750815,0.006330112240218
"420",-1.3760017783056,0.00766757630981544
"421",-1.35460245963346,0.00934494045977162
"422",-1.38171141206357,0.0070033544219619
"423",-1.38161105160817,0.00792756984036357
"424",-1.38639321471137,0.00851779265171615
"425",-1.38198447214975,0.00766133614711446
"426",-1.37742754477263,0.00632640403302068
"427",-1.3770385135478,0.00717047872855186
"428",-1.37885825382342,0.00732593168160965
"429",-1.36215040818847,0.00668830043341228
"430",-1.35953856253702,0.00733629400342095
"431",-1.37657166456939,0.00632807983566353
"432",-1.3818831282861,0.00646483112067411
"433",-1.35489348397711,0.00756924469065336
"434",-1.38431261381293,0.00840205357403682
"435",-1.39489966432529,0.00766484290166622
"436",-1.39935854385947,0.00874087302474591
"437",-1.3990341991129,0.00667243778870628
"438",-1.36319968691537,0.00657665609168194
"439",-1.37326063766414,0.0079960291671013
"440",-1.34849524237551,0.00643806773196923
"441",-1.37581929914414,0.00826574441364313
"442",-1.36003737987154,0.00499672862419446
"443",-1.38695194011131,0.00748138975561285
"444",-1.38076175696911,0.00762751866773506
"445",-1.40564261288742,0.00663219567514095
"446",-1.36389224650465,0.00639533840595142
"447",-1.38502412668431,0.00736948122248825
"448",-1.37474311509382,0.00833161461665942
"449",-1.38194933766686,0.00878064131495061
"450",-1.39268787322813,0.00806221708105584
"451",-1.39175503433809,0.00562544932023608
"452",-1.41939314579661,0.00705011523664179
"453",-1.38088095806451,0.0074909858477772
"454",-1.41278105728484,0.00639012994923966
"455",-1.38068313499868,0.00655227012039057
"456",-1.37884424716322,0.00611363166572733
"457",-1.34792406532299,0.00734240458077886
"458",-1.35953711771184,0.00823589739571648
"459",-1.37455209929627,0.0080884204955849
"460",-1.3513683457058,0.007570041037968
"461",-1.38756394766549,0.00705716110569349
"462",-1.36367637973183,0.00651365153688381
"463",-1.38993108201347,0.00746220733239989
"464",-1.38137751688173,0.00589801742829671
"465",-1.38126526652037,0.00669121357085538
"466",-1.39320386441184,0.00732496885156928
"467",-1.36058519679578,0.00648690954323607
"468",-1.38664067821295,0.00792205724644217
"469",-1.36870404684812,0.00637447846925265
"470",-1.41158348202514,0.00760370008666819
"471",-1.38885660675022,0.00658532586842343
"472",-1.37699495089657,0.00799049919292525
"473",-1.34810999679558,0.00822125110486969
"474",-1.35700820545702,0.00656048120186393
"475",-1.38961784051242,0.00630814265112109
"476",-1.38965347228833,0.00740059535632384
"477",-1.37910356428499,0.00694310292180184
"478",-1.39169709244157,0.00610404250501284
"479",-1.38807933685443,0.00621693939270302
"480",-1.3657886980432,0.00586945264259879
"481",-1.38335152832416,0.00779033782656073
"482",-1.35687875495472,0.00738483170880913
"483",-1.36081194584307,0.0070685044568846
"484",-1.35995255849775,0.0068083814219224
"485",-1.38979442247522,0.00741563634008977
"486",-1.37696405118134,0.00574944992356266
"487",-1.36397301377696,0.0077194796701943
"488",-1.37745746637697,0.00725308673334146
"489",-1.37353688047817,0.00811168892023652
"490",-1.43789879886138,0.00879751161422466
"491",-1.36636021361204,0.00785219811724059
"492",-1.39607014155921,0.00753460310446095
"493",-1.34708346049708,0.00821203382443034
"494",-1.41796838146014,0.00736783660731442
"495",-1.39759097802104,0.00782525933633534
"496",-1.39250478428122,0.00722968854220935
"497",-1.3814495634979,0.00723772051414878
"498",-1.37629973252943,0.00739838780410882
"499",-1.38019600613735,0.00886632170183105
"500",-1.38498229827523,0.00740005197063338
"501",-1.16432166353947,0.00661633497243787
"502",-1.17175056222104,0.00611628888079414
"503",-1.25165682181994,0.00651181618838096
"504",-1.23142845278406,0.00658484736022817
"505",-1.23174016391954,0.006848775926414
"506",-1.1955922988682,0.00725264383873535
"507",-1.17305863919394,0.00517433775436103
"508",-1.298335936273,0.00651814870407619
"509",-1.16225060637589,0.00723804749029495
"510",-1.19156503741953,0.00727638252653583
"511",-1.14683964472385,0.00568424748702107
"512",-1.0897999325081,0.00638243710048206
"513",-1.13714904812286,0.00776406917701362
"514",-1.04613042763984,0.0057960498207967
"515",-1.16799371971105,0.00669356891638982
"516",-1.22983546007567,0.00591324504441782
"517",-1.14630154137559,0.0059180251319617
"518",-1.1456073858208,0.00565207776990182
"519",-1.17677780660053,0.0065053812045881
"520",-1.28036530635812,0.00560337814420852
"521",-1.14965555727452,0.00569376764619197
"522",-1.18551679254418,0.00728793252079593
"523",-1.13690660801223,0.0068859063304523
"524",-1.1562781289779,0.00574269647223042
"525",-1.11548657456528,0.00497208712800081
"526",-1.21844042296497,0.00505610504262945
"527",-1.20435882117712,0.00639738114299959
"528",-1.16325957271199,0.00474764634231813
"529",-1.16317476451651,0.00635136824649051
"530",-1.13489034542088,0.0062682711175083
"531",-1.19409585714081,0.00544056757574296
"532",-1.08680015606376,0.00613438397679838
"533",-1.19415326923967,0.00680519290001371
"534",-1.23667437938966,0.00723000031468683
"535",-1.18584637361329,0.0049426993316984
"536",-1.20819075490182,0.00713078455948819
"537",-1.22537315761994,0.00702229093654735
"538",-1.29037179062574,0.00670063378705884
"539",-1.14901438253553,0.00583589975537968
"540",-1.1614212005443,0.00696427188912973
"541",-1.16011254361083,0.00593886369145127
"542",-1.14560281937512,0.00576226669937706
"543",-1.13093225106019,0.00648686670577866
"544",-1.24211854464781,0.00674999702808026
"545",-1.23476678758052,0.00622245628309257
"546",-1.14954937843168,0.00636363859588484
"547",-1.08851326810454,0.00597544932998578
"548",-1.19216021171521,0.00667180484254537
"549",-1.17253551168768,0.00688500620966281
"550",-1.12566211473481,0.00467491051155417
"551",-1.06360702750342,0.0070946123411076
"552",-1.29457239819868,0.00829936181058273
"553",-1.20799794708478,0.00716642843867114
"554",-1.23446109648834,0.00576747313251655
"555",-1.17066790963965,0.00640174685614486
"556",-1.12007205711153,0.0071181520756131
"557",-1.19421537631763,0.0054696804666999
"558",-1.2106197337011,0.00684240251089206
"559",-1.18375058989073,0.00660937926776883
"560",-1.13166166512492,0.00584980007445342
"561",-1.16896071221502,0.00541446201106842
"562",-1.14162371210612,0.00723490546313499
"563",-1.13915864772091,0.0047827182298615
"564",-1.19483010096491,0.00529210666379384
"565",-1.22699737495897,0.00701642447327143
"566",-1.22450678268701,0.00672088472870458
"567",-1.15158896370844,0.00775507324084867
"568",-1.19213929803599,0.00655049792225893
"569",-1.12571334508802,0.00591852741919498
"570",-1.17751986446322,0.00698780102984227
"571",-1.28669115443711,0.00497139616220342
"572",-1.20906274756222,0.0068905616319926
"573",-1.09069094297435,0.00621281137442091
"574",-1.26658712340242,0.0082857848703049
"575",-1.2279321944073,0.00646656854556038
"576",-1.18451996514062,0.00525002209196426
"577",-1.20967780860687,0.00617515901883225
"578",-1.11817115624418,0.00447003763243455
"579",-1.2089129018111,0.00650492013478715
"580",-1.2070119720077,0.0060744876685681
"581",-1.08218573287108,0.00630848618626645
"582",-1.21481554281586,0.00528258882624228
"583",-1.18568873580123,0.0075125328074803
"584",-1.16031207773016,0.00512216447164295
"585",-1.16346962314725,0.00572642723752131
"586",-1.05069611145127,0.00572215882055835
"587",-1.14829784208799,0.00625642517496196
"588",-1.13521553926966,0.00647784549059014
"589",-1.2002514440884,0.00786673911160625
"590",-1.12110784315843,0.00547245929464929
"591",-1.17893740441744,0.00649908664790173
"592",-1.21928967312273,0.00723077038044554
"593",-1.23844348677372,0.00552786437010505
"594",-1.11140709604671,0.00686139560111592
"595",-1.17594022665508,0.00582927648687528
"596",-1.21205033130729,0.0068521994598008
"597",-1.07102614037467,0.00648552717208849
"598",-1.07447513084018,0.00708007999490898
"599",-1.18947821951128,0.00567496009932035
"600",-1.17750471780539,0.00648550177635497
"601",-1.15850150866337,0.00711168587138802
"602",-1.14541270169754,0.00622144364841523
"603",-1.04979199885085,0.00557465520053309
"604",-1.16350318164468,0.00534729510312596
"605",-1.21022393050821,0.00621917038217003
"606",-1.18696201942902,0.00649761628461626
"607",-1.20280598937777,0.00488588414977549
"608",-1.17583577589895,0.00513695792653381
"609",-1.31607354884788,0.0062162406792319
"610",-1.15772241868353,0.00631040907621023
"611",-1.17374374268276,0.00623189346443988
"612",-1.17137884305578,0.0059783660462766
"613",-1.20236901561263,0.00776172531398901
"614",-1.08889959276525,0.00603510900650265
"615",-1.08079513184376,0.00724855528274729
"616",-1.23716110208654,0.0055926042559724
"617",-1.13811579159968,0.00514554016622757
"618",-1.11034937704358,0.00529410567760861
"619",-1.15731202738797,0.0068680640668725
"620",-1.16394107599407,0.00560573967908867
"621",-1.08129642942294,0.00282275285660795
"622",-1.21632655925261,0.00671230071314518
"623",-1.20906274756222,0.0068905616319926
"624",-1.14195466750669,0.00594447989877984
"625",-1.18354381022523,0.00600709803378245
"626",-1.1792625691792,0.0068419666058273
"627",-1.19027012985067,0.00547575993682279
"628",-1.15519205571462,0.00624327416066728
"629",-1.08855579336998,0.00521007123872605
"630",-1.0748154675337,0.00633614745756502
"631",-1.08889959276525,0.00603510900650265
"632",-1.09265509597456,0.00624824251992631
"633",-1.15175539603504,0.00573907041765357
"634",-1.16914712455038,0.00657369910673655
"635",-1.14395262627268,0.00520765621219366
"636",-1.20486621733264,0.00588023480765179
"637",-1.21394437651943,0.00769733872173152
"638",-1.19004946650574,0.00586393478406035
"639",-1.23438740378921,0.00638018014910135
"640",-1.23296495697884,0.00701203700058861
"641",-1.07073285890721,0.00467138633002575
"642",-1.17723469875092,0.00563082804828805
"643",-1.20719623446307,0.00594640769796027
"644",-1.1513264025567,0.0067143944050824
"645",-1.07247628409432,0.00648778519098975
"646",-1.17090053793384,0.0062481147310639
"647",-1.17613780153483,0.00481268528437944
"648",-1.15207264089759,0.00694829190563024
"649",-1.07111362800906,0.00584854459634595
"650",-1.31788037683199,0.00623040247759096
"651",-1.1456073858208,0.00565207776990182
"652",-1.20484135400914,0.00557276498681717
"653",-1.16367542018495,0.00713152436223211
"654",-1.22562776235558,0.00521672105998045
"655",-1.1456073858208,0.00565207776990182
"656",-1.20784355266456,0.00718722651992424
"657",-1.1456073858208,0.00565207776990182
"658",-1.26541664808197,0.00502258153602524
"659",-1.21979238580656,0.00632272043562969
"660",-1.05163086567878,0.005990441819346
"661",-1.04972328337535,0.00640738917090801
"662",-1.15175539603504,0.00573907041765357
"663",-1.16230800042808,0.00671467390465345
"664",-1.16288760081103,0.00740077579541331
"665",-1.14911114580004,0.00579133353722274
