"","beta0.1","beta0.2","beta1.1","beta1.2","sigma"
"201",-27.7487036009732,-4.80660746123467,-48.1821007236797,16.0733318372391,9.23426148656932e+307
"202",-71.4358187649361,52.7149042715394,-19.8464742123257,73.3588230911446,4.51875924472898e+307
"203",-17.5384893100293,15.7511204343161,-12.8083210246096,2.20198784722936,9.95650853026918e+307
"204",-25.4882578552238,6.81691727622684,-40.6549720204793,135.058776479545,4.71361494283532e+307
"205",-83.0311878308453,-13.7246249145284,-73.6569648917769,30.616062030612,1.07133611947476e+306
"206",-84.0294149028105,-49.324818175776,-144.657173741198,167.769580091955,4.43923103144115e+307
"207",-108.16385360915,12.7791365771209,-161.82739601992,36.215252442651,1.4352300893584e+307
"208",-132.618476072281,-43.2211210321565,-60.2971262212736,287.475379181628,1.85606638087607e+307
"209",-107.91645703741,85.9198441938037,-175.485933193155,43.9482103694053,4.22290463589606e+307
"210",-49.75611577448,-76.9418395055128,-229.579054574979,159.607331649906,1.33516851237208e+307
"211",-74.0936857236139,-20.1236748512535,-93.0243874313815,34.0992450055085,5.53275880043264e+305
"212",-53.5527953737459,79.842262235283,-58.2500903066908,233.38248152339,8.78792452674656e+307
"213",1.43186178230382,68.200973028279,-35.4428341223314,75.2563114527875,1.35173258232108e+308
"214",-35.5676855334212,66.4670861768815,-30.3438852781015,71.1054058623049,1.23329420781277e+308
