"","beta0.1","beta0.2","beta0.3","beta0.4","beta0.5","beta0.6","beta0.7"
"26",-4.28352804540664,0.174976692641991,137.653655350797,-149.183905453373,-13.4003642232056,32.4445457219088,71.3673628002054
"27",-100.054092080565,-242.297487370875,37.9523646176164,-5.67949518768657,-78.6322976144769,-15.0119893187901,98.6844037859463
"28",-80.7344041941762,-211.474712421617,38.3573513290035,-48.9121329478788,-14.3579419050486,-19.4890125333044,89.2888421045466
"29",-121.814974212456,-22.7051114302436,107.846866088474,21.9645123737177,-49.1565820695119,111.555549274251,153.697449595232
"30",65.9395308964219,146.279943357526,57.0311571329477,26.935166258373,88.4051077453945,-119.711848874161,-82.7174168007809
"31",-20.2011818836193,-211.721860841558,-56.8583178214611,168.351174819955,132.168132430949,-15.9197229917799,10.3346393939376
"32",-152.660451810821,-95.0510535801031,-22.6756716298854,-53.9310644568509,141.140871714362,93.5794744801141,8.86539250298876
"33",25.765445208732,113.193086809143,67.7294619672972,35.1795546569542,101.310034141911,-139.021416706431,8.6774663462646
"34",-42.8473837593775,-21.1944707187503,113.064747792842,-152.412362916637,43.659261378153,14.8198982219996,76.7340837053308
"35",-35.5441761891275,98.2119751535407,-177.719171653988,-55.891905262022,35.8805238157809,87.5591372118709,-221.426245070547
"36",-70.2724000182035,-245.908876386079,17.7129663034183,-56.1662828294892,-25.4774012617348,-40.6344591355491,79.5715098104603
"37",-3.27527120976439,3.28336481609192,104.809540069668,6.941423946933,21.1204220372013,-31.7414174354564,-46.0658790732018
"38",-97.5161795963856,-96.7920427713976,111.258978509672,39.2784765631937,-96.4267713398088,123.5222927674,96.757815527431
"39",45.7467737506206,-165.778642678679,148.862393291655,-135.834650466042,-28.862950573908,-17.6866030283031,-39.042361980712
"40",26.4501068586658,-93.7300957570236,92.190980259303,80.858185670907,19.3973663026538,62.496980303333,76.2632043865999
"41",-14.106216194351,-98.6686132774347,-188.520703965101,-43.1666011292138,122.146579897851,-5.17483603521055,32.0487950846085
"42",-55.2367650872402,51.2559766813309,156.275478539446,112.881413658766,109.386232731342,58.5546092979137,-11.7289229909033
"43",-96.5671014448363,-252.569264429837,42.9028664302585,-3.69363548003206,-80.6722646859406,-25.6900761160035,115.848717651989
"44",-137.816922689764,96.3872308931796,-68.9823315595168,8.89061788822391,-29.201358570362,-33.1681553002931,-56.0016612581166
"45",-158.391633197757,54.8579364249159,179.781232042054,108.849408205029,-69.5277049460537,96.3946110585563,121.698050072018
"46",190.718941126944,5.57794055037463,155.842096534119,128.967055748959,22.8078313299088,123.755861618761,64.5007630782285
"47",-55.2166795269339,33.6675018001239,-69.9856562309778,2.57032971986367,53.143791836231,-43.6637670207796,-58.8287671678651
"48",-12.7998786504225,-48.8411912286276,-5.04511563206284,16.3223761740469,56.8740559620198,-226.621479365227,1.74166512189359
"49",-107.105238123734,-175.821685485804,88.8305946083714,-19.4227274781795,-91.9538186440883,-160.3166621296,42.0530622949869
"50",9.78709703780252,106.486660900002,-106.384605617885,-92.7920721807978,133.624046199043,88.0186651556242,3.51989767737717
"51",-86.1241782336784,-188.61446087792,97.166897330045,-19.9848136285367,-88.428278717465,-140.911329660095,6.20925902620923
"52",-10.1550537712918,-28.0358756119361,-62.0514412217503,14.2578619382358,108.590393260826,93.9764828610582,2.07129967920526
"53",-30.8577337207527,16.9791336776891,-18.8067436214169,88.1322417472409,99.0964423707342,-16.9949861023793,83.6125966209813
"54",-116.174156700505,-281.384638287333,61.6461121344596,-47.3022165786246,-140.651548454469,-74.9429045156972,56.4216283612401
"55",-54.6376642345449,-45.4041303346843,12.8347843214423,56.1029179668314,101.428269439435,10.582367431691,116.268353843793
"56",-40.5792953354153,-106.362860023225,118.829433568129,-144.026976025026,7.58615851724423,-42.3524241431831,-13.308806197988
"57",-94.4142562063049,7.10489626987127,-8.36968595277716,117.920081725123,-99.1483837390572,-5.95920736915676,-84.0035370012944
"58",-11.869915827651,-30.1353614758482,33.7343638159782,29.2868377949675,110.197814513233,119.577658949436,24.6793358930472
"59",-35.6102127143097,31.8915213310147,153.22492548309,-62.7433070812402,-2.73336707473763,230.486374195768,-149.202154493206
"60",-68.0986404412412,-243.799294945141,45.6471284414573,-29.0169568291211,6.05221798175938,-138.563268044676,14.0839547781991
"61",-57.1539957010365,37.8693144624326,-58.6303947581315,-85.4893441024377,190.273038560081,-24.5789569171419,-64.9284580817789
"62",88.6689252104443,-38.7813028653139,-157.114138809996,-104.897621612738,-11.1164206941473,-210.16854169794,13.6046280381237
"63",-14.0682088430151,-61.3984664013273,-21.5758177272901,-8.90146074366576,130.601489376589,-3.85298469729734,-76.4748656483564
"64",-77.8251528626466,-143.39604150148,-49.2548722970401,78.4036855864531,23.8679305523668,-85.0739285315211,-155.204634607976
"65",-125.54811831011,-66.749174811889,-8.91094804429001,41.4342743085067,107.801685168363,93.5097442355745,96.9703076603599
"66",125.916040702628,-97.5251099943107,-43.4150539886815,13.7277713792646,54.3688264317615,8.88283948814324,117.752850519109
"67",-49.2936210726699,-155.006347432059,5.70201006435543,30.2571850737642,-201.195150292228,-3.99097219035843,80.6480029028186
"68",153.708368617695,-31.8271810506893,64.9990810090452,-133.757079137145,12.2236959039958,-27.8338824396814,-93.8696684641011
"69",-28.066860577584,82.2598601469713,-91.1540943134978,21.0383207509227,-158.841852798511,61.2941369883688,43.6801267325334
"70",-59.1730362710529,53.199975615752,-15.132106176696,-73.1444479698386,187.628933793117,-31.9262073860503,-79.649340432116
"71",8.33646177811778,3.20611662463123,-42.1092980943981,125.614414925643,-104.815517365629,156.575996678333,-58.8708786423898
"72",-52.3697768388827,-187.616774534053,3.79488656345901,30.7878031910314,73.9742002806087,-17.0884666372396,79.7513462203553
"73",117.67360220704,-114.525378652121,-31.7107667515831,-15.6218027292307,-51.210513214797,9.46585920084156,38.0363723241042
"74",64.872252736681,-99.1986534775714,-13.8610824399751,69.9887476652761,44.7387445451736,156.376126752262,128.69022676747
"75",-122.981453562689,152.148519085339,-80.5668372489246,18.230850720508,28.6532552222345,-15.5264335203359,-41.8680879139283
"76",15.2221939135809,-72.4520400054654,55.9182621628785,37.989311099175,56.680222916417,30.8282662057191,18.57077356645
"77",10.9598458708721,-188.850751230952,-53.0559616320689,25.9155873134815,1.21703627016237,77.1471072639113,142.0893239348
"78",-56.3879455456702,22.7240705919603,143.820075467828,-32.2948582746651,13.4074831236447,224.991739000661,-200.192346814091
"79",55.5233408965719,141.824665699038,-176.181093445519,-4.50929597171172,-98.3997972296729,51.3620070781755,59.6630171686056
"80",-57.1757938867433,50.1335152309967,169.733630046853,117.173099275144,119.798988891256,56.2826874449625,-9.04701182510968
"81",-90.8985302721347,11.7287313864739,-41.4924626199477,108.931538282602,85.2457686780316,94.7659821465669,-64.4498124206525
"82",-57.284997125315,-147.363304463049,18.3487389551465,30.4612473402117,-216.446346292737,-4.17016704496695,37.9446637773598
"83",-80.2370620702542,-216.670762183381,35.9276326375326,-56.362174705198,-3.66024854811734,-31.3695317340976,161.381931313749
"84",-59.5947732525768,-101.720671692111,-80.4052916085002,57.7443640928491,142.550522758966,91.8466220969148,142.88715694749
"85",21.6824844269531,231.161965054119,129.202159236825,14.6558395574947,167.870838205933,-2.89623239916633,-213.911965244016
"86",-88.3853418407096,-98.0344493970446,88.3003469085822,23.280891356569,56.4955749407322,-31.7375994226113,-162.911651204515
"87",-14.004465335349,120.260873704052,8.98619659064747,-184.916087194365,86.8906237497153,-1.73625883992008,55.9082760773443
"88",-122.108057130923,58.9344772835727,125.079965402402,197.25834181567,-20.7627063535884,-87.7220886551061,-51.5018271975238
"89",15.5358074217833,-13.7910948321299,48.8904455829901,77.9358426184069,-4.65414080990499,-19.771900924172,-7.65638219869324
"90",-79.876506502446,-221.661958624059,15.11344582992,-48.7754176658145,-18.6516295424156,-27.6505553210659,84.6075687103731
"91",-96.5671014448363,-252.569264429837,42.9028664302585,-3.69363548003206,-80.6722646859406,-25.6900761160035,115.848717651989
"92",55.1458834561513,-51.5605899888077,-143.879336277446,59.4770585456383,-40.0711062423594,111.043839382985,-13.2424509632483
"93",-91.1808808319297,-141.163300379277,-102.04951261191,59.6621306573582,12.0436829790832,142.22668908154,-46.6561803797946
"94",76.6584127989494,-147.725860620017,171.731260811996,-97.5810065373528,-27.4996119316516,35.2004902610864,-66.7544525241413
"95",-49.0884831036313,22.0124678567055,83.9875136081557,-46.0595124854287,69.6137493059967,-15.6417582427788,171.197094822672
"96",7.01648800311995,-127.759642027927,-62.6620989263574,-11.755452399479,-23.4099241582175,-64.3763005505397,-79.351726254903
"97",-15.2710604213249,13.0489805431052,-37.110607773328,57.1446081904438,91.9632533063617,43.6680910697926,114.564710439269
"98",61.7264602627919,-17.6909792242936,-239.505077168175,-160.826845332016,137.096232433404,0.542128467920641,-21.8361723798877
"99",-11.6105932582709,-14.694030731057,16.8779162802504,30.4787528795315,101.558758110281,108.125437351285,17.534465807011
"100",33.9773975401675,72.9386453296885,47.6658259074743,54.1870321382316,46.9804623933331,-84.4306652002596,-22.778182050494
"101",121.688335967978,-33.5181800522643,-82.0024127233013,-13.0506665907069,-80.6323504854829,-74.8855184210066,63.8299194834559
"102",-45.1733599739151,99.6725177598356,133.633617277893,-91.8518735289914,-135.383996648275,23.4275147438983,80.7778489741183
"103",231.602252533103,212.430328122812,-256.509698461329,-50.0264188959884,124.477058699558,-258.863757979174,206.93184568422
"104",-75.5407231526648,125.090728086278,42.9566895994604,119.989362524823,-88.1365936635912,-3.7406501058173,-92.9012816431586
"105",93.1189614727055,9.93048095443191,-78.5530825908068,-158.504262384926,-71.7993081168696,0.649956715616198,140.790356140075
"106",-80.2370620702542,-216.670762183381,35.9276326375326,-56.362174705198,-3.66024854811734,-31.3695317340976,161.381931313749
"107",58.9433285410428,147.703895420718,43.3228469071917,42.4373161755577,20.205190056873,-43.3104579190698,50.6950524078239
"108",-144.755522194158,7.44680325025671,-41.4070178694007,-9.48086208234719,-65.7351113614851,17.0937794431539,135.40434805739
"109",-65.3252602373661,-117.911851796922,-5.53381857252033,73.0529997206576,104.879204807977,-1.82484772336967,123.218294685412
"110",105.759875046802,-62.8063279696289,30.3030428174553,-113.411521707925,126.105711762287,71.3890740150341,10.87215507896
"111",20.6220488953977,-32.1441881852867,-52.8275152672811,56.9847516515921,73.8517258618132,-140.779866603392,44.8919615677739
"112",-102.286846816919,15.1177172595629,25.5698147896115,153.020950644792,-109.283140340643,-39.1333448058777,-43.2706350735163
"113",-165.683421653677,-220.418825952904,71.8832041950101,-117.706740728423,155.063849728113,-102.638227428449,82.5964017481253
"114",-109.023514381156,-159.63755976388,174.418331452434,-180.018014328732,63.5625339959032,-126.764260410726,17.5851253057613
"115",-8.41399203626533,-18.6852031293089,83.0591625778617,-35.9965430338037,-98.7161361400266,-17.7408961851787,-128.39325462008
"116",-14.5961175367606,73.004269928552,92.0752032390141,-37.8361352826754,-71.3149042242903,228.312927743087,-119.31927053671
"117",-70.1995353144555,-5.15702375951594,145.790849786191,-92.0619554960222,-96.3576623927742,143.569407028198,115.606948516758
"118",-27.614105993557,-20.3708123956613,-110.638482615716,62.897778728072,-130.445768101772,141.388061602896,15.5801839049061
"119",-63.1207960280399,-137.133052052961,-130.068033688476,39.5939279399637,-57.8089003737744,1.04263536942216,3.57930197607473
"120",139.898565109809,31.2505619057967,-88.9326801586443,-35.0842677255935,132.941345435029,-44.1563684161419,-46.8378528722899
"121",-137.609573259388,-88.1102810801919,-15.9349258963555,-33.2494579831214,76.2616109329825,69.2790576437574,-86.9433341783576
"122",67.5756007595876,-6.87943479528269,109.642853147506,-75.1848898979789,65.4565279653051,-55.3525072260985,31.6561080210149
"123",-42.6041227126233,160.363832270055,64.2483540732496,-58.6509667067424,55.6803982847815,60.6220212358189,23.4381231612975
"124",70.2042067525616,-116.01457457674,177.118770513077,-90.5492459376033,50.3440899474186,-8.11251484102889,-168.998940538844
"125",-96.3779341844996,-237.509718626341,28.51100199892,-8.90801689375552,-72.5237672830811,-32.5909390892902,113.948190657308
"126",-11.869915827651,-30.1353614758482,33.7343638159782,29.2868377949675,110.197814513233,119.577658949436,24.6793358930472
"127",47.6481668463921,41.4211758702629,87.666404091041,20.5628492498221,-73.9653435669551,-29.7997234843733,-127.266931832807
"128",93.4476055031805,-9.37473635492882,-102.88078533525,19.8912043292405,137.517876141866,-43.2913740937333,192.017826043092
"129",241.135906332448,92.011280804012,53.306297804765,-101.535436499249,-52.1298783853879,131.800699643845,13.7412007141839
"130",59.4845568696965,12.6013737730053,42.7991911143564,44.5250134682248,-100.096282506295,53.7722862377812,4.93219282836197
"131",-57.3753604417445,-41.2515327739914,7.19174874507974,130.847927830505,122.944504905768,110.81343795278,-96.8028126725293
"132",196.605394156872,202.781256756768,74.2208668562367,-97.9442969487656,77.7822550919225,125.611846624449,71.2378336520718
"133",-27.7315170541949,-173.082507502004,-17.8043177121659,139.149324227872,27.7326656825745,-2.52033853714405,25.9372453660339
"134",100.940734131295,37.6748764357879,98.6354270916441,180.007977976239,-10.3701551534582,30.0474151822685,-27.8186740322817
"135",86.1118273193314,12.8699896333721,-45.8285790767423,13.2556250087134,-63.1282702922347,-56.4008359220192,7.92125413589677
"136",125.669501192016,-182.544131125413,-112.251248030496,-80.9885079307165,26.0035301539346,56.3109083184071,107.253417343724
"137",81.8637018781308,7.79179913649237,27.3572403280254,165.697796809853,113.280355903796,-53.7355187319276,39.3246171857474
"138",58.5592905760888,0.893736447879003,53.2861760375154,56.8743520862745,27.7845824418361,31.4302378090783,56.2042686913325
"139",-116.174156700505,-281.384638287333,61.6461121344596,-47.3022165786246,-140.651548454469,-74.9429045156972,56.4216283612401
"140",-17.4594093788455,-159.991353719776,-11.8161962266357,-166.251963108008,200.065111824563,-126.775175789374,46.5261135586278
"141",118.589655458452,70.9022889841785,119.409333599609,192.348083257237,77.1644209939581,21.2890530840369,37.2845647442381
"142",-45.1644665075396,77.3520456403766,72.0488172975112,-166.493818675736,41.9305665534455,-107.5612891863,-7.21521499899479
"143",-36.0390099633371,-87.7160978114768,-22.3944938020424,53.4457877003878,28.4580992237181,-71.5853874409787,46.4979387299111
"144",-80.7344041941762,-211.474712421617,38.3573513290035,-48.9121329478788,-14.3579419050486,-19.4890125333044,89.2888421045466
"145",-76.9462704222193,126.823159483944,2.61768385213218,24.6102728095662,-91.6209153542414,283.673554356993,21.5045432759941
"146",-80.1360577657852,-266.449409485059,-59.2267112387102,38.4418004766388,145.075114523066,-87.0838609411389,62.7896011611667
"147",-81.4864250492514,-125.447778826138,-26.372783588034,-46.9769076956306,-36.9886354847122,12.8443694592683,-8.49651396943132
"148",-62.4106563287112,65.7710607455187,357.418698644754,121.714663981266,165.536040538446,28.2405613408143,-27.3233281689943
"149",10.5981788314517,-127.373285861454,-96.7767967995564,-35.8516108920967,-136.29749913863,5.38817227138667,5.35895593102442
"150",-28.1623654419932,63.755940095628,-85.1371712437328,-52.847109429286,129.890390192396,39.8154769179649,-104.605503723852
"151",-89.2697060995654,-73.3668447477192,-26.0255810313375,-20.8973001102508,-143.593420638969,85.2089971978571,107.100194477986
"152",198.228073785907,136.968085129857,13.2315682928921,-11.8991966393808,-62.8232160035881,36.3728946500386,-63.3787013715554
"153",-141.456919297822,-88.0728921942128,167.404094176766,118.656602208711,-34.3294523599737,-70.3963736607326,216.869082966559
"154",-83.396275414635,-53.0355211991735,88.6821491995527,3.06185166073005,-74.5372089938167,99.7512406232781,76.6650271128447
"155",-88.1945028085712,-244.848042835822,27.6363456993274,-10.0166304413246,-73.6643847332332,-32.6984660039317,101.511651773343
"156",77.9835714971973,119.749005189448,-39.1845274003021,-83.6370260232504,-236.105085816418,95.6258995501751,-18.3690393125759
"157",-38.5122175873269,-21.9436110475645,73.4632415823763,106.980172276401,-75.3297470872507,-27.2385782408933,-87.6777272062714
"158",-18.5054761633302,8.51045049718435,-8.99438738029009,102.504549618074,84.1797060623239,29.4749036926248,130.526415796229
"159",218.418380399711,138.537521197163,-38.8103529865913,-108.257976309512,94.9170337553366,63.9369718652534,-59.3200214357373
"160",72.1919927476576,-14.7431695588595,39.1439058256855,-206.460646460382,-106.485638581745,18.2711617159511,31.6318063069855
"161",49.3897629271933,-156.124297469187,14.6296384911854,52.2526010654605,150.171853698944,-6.5542323181832,49.0759873010033
"162",-168.144095716647,-67.6458811409998,-6.49998915985072,-71.2828021936238,150.740800446489,3.26045901132476,65.0544352457412
"163",-53.8705162446918,-185.038843508058,102.027875226207,45.7465735870895,43.5198026650621,-18.088534892575,87.6573975237099
"164",-227.238549149976,161.063943894889,86.9655877156139,-33.3752090953231,-11.9745851880386,-45.738496831347,114.226143085136
"165",230.861481121996,159.225651109211,48.9884076485935,-49.1289664631126,-35.869706011678,-207.558196609971,81.0045629921189
"166",-70.3482029775747,-2.166038178625,136.092303636201,-12.6670072283225,13.3132320689901,217.570807716812,-159.888426286967
"167",8.47036969235757,-56.555439575343,96.959898472093,62.9721557298909,116.431882720343,9.34558122341817,113.070926353746
"168",3.22473840063508,-51.6650108428441,9.33919851097083,32.045515516,129.889801918278,87.0723238868927,-5.31632287607548
"169",-107.036114784032,-237.248743984845,66.6239658543877,-1.45289441495611,-21.5082324839632,-49.8052409495388,111.408163447733
"170",176.521565279893,97.5112420529661,45.489580504691,-57.770413687495,-59.5678323677424,37.5617559337022,-100.441514280965
"171",43.1414280107146,-35.4865627693527,11.8825018148214,63.4278898440141,102.063103482349,-38.6568349172179,13.3478069161459
"172",-36.3087340196538,-199.409519409054,-41.2495167640384,-26.5791459375675,-32.7491519358295,-151.037631826298,-121.408773670825
"173",26.3919769128763,-146.145582789394,-75.8560169906725,36.5117073384873,125.759019887065,11.2831658813776,36.1784799775305
"174",-17.5241608250383,39.0320145948849,-41.2977927314692,-4.91304626352969,-165.924510489303,82.6972562036702,38.0682497511764
"175",-63.5093886027853,23.5132770853255,-13.1480083726229,-73.2686806597808,193.671369296655,-33.8094448459488,-82.5685172194192
"176",-17.2847399348084,-110.963160562937,-202.323661553507,-24.0800327698068,120.051416682495,-5.56098396318572,4.82854918482843
"177",-119.352583688062,-153.678245451856,-57.1047143863084,-53.7129040669911,134.863761907443,-98.0231171915647,19.6407165916314
"178",-20.3237264620015,72.7671819996255,-49.6871060920182,-13.9176025325559,153.881091978818,101.433327733601,170.420726531618
"179",2.10795092921049,1.86849830245065,77.20830081115,52.9265708540015,97.7373828523321,37.3580649804213,-43.3800648662413
"180",-40.2786112230126,-249.847300675774,-45.7796236906299,-20.9771150810148,-40.6584845248007,-185.241228960293,-104.271490087002
"181",-52.6792228164106,24.1981420206507,-33.8679002120248,-83.3035386770975,203.394612620233,-32.5883408123988,-56.2920903235027
"182",-68.2042817614502,-209.356635880409,159.929046019702,-171.397215084317,-69.785562968183,-3.15068910518398,78.2405037636738
"183",-8.44628168516472,-62.9545173936169,-160.517001617541,76.9120225905285,19.0406440718888,-46.2253657344118,-29.8587446180601
"184",-161.114481617778,-98.6788892489379,-13.038263452259,-77.9313274233859,141.180077032724,-13.3820592535999,68.2704244400883
"185",-96.0738190898846,-250.124446666495,43.2090903495186,-1.95471274414924,-86.75310356656,-17.0046186401013,120.187154943092
"186",-50.4118418980271,-175.401219139075,123.768825493497,84.1537177877946,67.3122954896132,-51.3185194937507,57.9129641310215
"187",271.296033376396,114.434166051911,-220.734286144455,-195.411329015479,-39.8356695788447,-118.857775403012,201.060585355694
"188",63.7807860847069,-182.444635939807,-324.914947612872,109.728942106025,97.4157838568116,36.6993939393372,-75.2291523626217
"189",92.1473480177979,-29.9930824581607,178.295533702692,-48.1461035973733,17.7461474785605,53.2170269444235,86.1098876446038
"190",166.58366821599,81.0832106271817,32.6728441965082,-51.5998612673693,-34.4813622350089,45.1690819519898,-100.051107702798
"191",94.8164630414024,-16.5576551875628,-168.412823131468,-100.433682455213,-41.643268351555,-109.555336168936,-72.3058400638505
"192",-64.4693811351162,-95.9514231553338,-77.6111606269191,55.4710618729631,134.881756068904,87.8048542111504,151.342292539808
"193",95.8220140441839,-142.169865812661,135.202806946142,-75.1074035354006,1.85265896345141,-7.08008906742005,-78.686465658361
"194",-109.082483102842,35.8809142446122,-19.3352370309517,-2.24586381165608,65.2936936967474,-39.8413451410779,121.769823139463
"195",-36.8926649097851,-133.669853988448,-30.5083638756667,36.4520296353151,60.6548968880895,-17.4946513092136,89.5990588117971
"196",-116.676885015363,-138.308717201985,-54.1550352665422,-96.1575466182097,67.800281936242,-79.7452700986646,-48.5585366002587
"197",-109.85265692874,-47.7612127029694,91.4907256735298,-32.5144427319227,109.965543363647,-22.6259139671006,122.587400861606
"198",-167.068652815474,-1.47855276228572,-26.832376366419,-14.0728888709366,-109.404757258834,48.5648736442425,-92.6041613714034
"199",12.8230905369021,5.06267859841972,56.0944447802694,22.7420599000069,-6.27925632847697,-25.5061759839364,126.763783902747
"200",79.9774168057912,102.022578985585,-15.4525901863823,-88.3518829108767,-209.19219942791,122.709930054689,-40.9343143166626
"201",-2.64589248727869,-183.145522553358,158.163811918638,-96.2841536294202,-101.521508137493,80.3303993245997,43.5708664256896
"202",-106.231302476838,-75.9078350102971,57.9954670596692,66.4266489895174,-98.7480781604473,138.910845306102,159.738410059907
"203",20.7233163115138,-110.524097962555,-54.6088711988598,4.8490119122141,178.849618469293,40.4227739214037,-96.8928413563872
"204",244.595205264817,204.499973426722,-238.412725257722,-67.8621390722315,131.742339689415,-267.628552496366,179.653701161853
"205",-135.649351750409,101.053925463903,-61.9569403098249,-7.41577679943069,36.8563979335969,-27.5617323192634,-89.600351780236
"206",72.2097313308691,14.4346498468043,-256.255815364405,-166.349885174414,122.921204686695,-45.2661233444689,19.3104034681293
"207",-30.4195710984048,-27.9894713780235,-8.90350501632036,90.395494525513,57.592652648434,45.1064011299616,144.89651244999
"208",193.648301119588,-18.6322742758753,5.51180271587696,-71.0977537256908,-70.2537156928317,116.828451463916,19.9338700918437
"209",-138.916275946873,-34.9082984066892,-136.953499665553,90.4817926640629,20.3137838797717,28.4649048048944,-11.146090949259
"210",-96.993669947568,-245.818319157596,-46.272412899633,46.9782330146164,148.314284196356,-30.1529853256806,102.960467864047
"211",-52.554213053041,-227.338980044133,106.782961608538,-169.541233722163,-34.0614466118262,-13.5489125029086,92.0818328550195
"212",-102.17414237918,-10.3289588475882,-63.6802296596995,10.0034411731862,88.2897781526915,-33.6436639553963,-147.586497029038
"213",98.9229080362243,12.4554997240837,-59.0506275863325,-26.2883848149638,-4.55589128835708,-45.1909640417124,-99.574743446604
"214",-40.3150522075956,-70.772074830436,134.471747373889,-151.158871616362,77.6844156677049,-12.6556290792709,110.598293862909
"215",-79.1293702802765,-86.8435786811627,86.4951911633682,-94.8289529589326,-96.4846474830997,31.694697453052,-154.148724322077
"216",215.887707961003,84.0726617449303,-40.2850354250951,-112.519349957231,24.9343512015486,20.2422295915342,-38.9277088637331
"217",52.5115247598145,40.352031179946,89.5170850845348,32.4835963591984,-59.930077219817,-24.6940018837066,-131.657318253681
"218",-4.13802894034598,8.70324849237916,-46.8623404993472,112.722196643239,125.565982730867,66.3741438134853,93.4755563498666
"219",-120.1720070067,-83.2937775251528,88.3789171364084,149.793671261739,9.55431238796969,97.0613560041171,307.37442307978
"220",48.4825984840817,127.518421634467,137.952562116654,9.22423719139682,46.0806982043334,-129.398498986963,7.10593427396904
"221",-64.8477298985769,-58.1654895951322,30.2894999457508,8.01980584927005,134.583938706008,-77.5963813951594,5.7887765799997
"222",-64.5758011806821,-195.349971930133,-11.0267177945787,93.1589304236234,-77.9184360680838,-166.950586953328,120.283952891917
"223",61.4028153435575,-143.91503858222,-1.25517927275697,-121.983285013832,62.9354619531536,16.0240516828445,-1.30385734590828
"224",-154.662571552266,-144.78064042727,-77.4938548387923,-34.8161989249945,-60.134612233825,-43.9461751791713,37.6399770950316
"225",151.766367318878,-6.6600197540358,-1.75779085401907,-3.31925246302047,114.580929579591,-139.651037762365,-73.6320011954748
"226",-56.0204063112284,-4.72292617723303,121.698424492701,-62.6108932784533,-15.6659668746375,218.362628114844,-133.518095967618
"227",-165.293958645713,-198.822801784616,-85.3107143637584,-19.1383036155366,3.49040601764735,164.202020473201,-13.614171548837
"228",-100.336346422708,-8.33154931756078,92.126850635707,1.28944216613393,-44.0364247195271,110.16830106689,145.669496330025
"229",51.0740196382092,-24.8136584941238,10.6309411989246,59.0044239616172,106.680154617784,-61.1513023616661,11.8683310146225
"230",-22.8561066078376,23.0936180083042,67.0993817391864,-10.2702761549345,43.2052630078393,-148.577275517939,-6.00647739807099
"231",-101.817024542823,-95.3105006009393,-73.0507856184118,43.0976002977004,68.9613921201525,95.2636484763974,48.4552011104088
