"","beta0","beta1"
"1",-1.66326799665014,0.00758077463196316
"2",-1.75354088234397,0.00801922293425411
"3",-1.78850212092838,0.00759605194962829
"4",-1.65928690421698,0.00751212581021524
"5",-1.7714121718609,0.00720500189967678
"6",-1.65636442495533,0.00733550598219926
"7",-1.7046233094487,0.00726036881451461
"8",-1.70912911943393,0.00889017615945222
"9",-1.63804329003045,0.00797843099257048
"10",-1.70335442389858,0.00945804518923517
"11",-1.72140204466118,0.00778357281758248
"12",-1.79214785125851,0.00788994872508636
"13",-1.72391860832013,0.00642665015154348
"14",-1.84761415361491,0.00952895546076304
"15",-1.82336482129947,0.00885372349157143
"16",-1.6696993396001,0.00574680477490784
"17",-1.75436158781593,0.0075518178847216
"18",-1.85559039012162,0.00792237237090253
"19",-1.67162526055695,0.00720957950990291
"20",-1.66945693440441,0.00880424648223985
"21",-1.71849792101823,0.00707679040400154
"22",-1.75331290974437,0.00819078735819522
"23",-1.7887228689619,0.00578745203375236
"24",-1.72196700538158,0.0071948092232536
"25",-1.79932454617839,0.00807415237602357
"26",-1.66939556839259,0.00705818279429266
"27",-1.77780803884491,0.00844111163626757
"28",-1.79374729480813,0.00843061001495942
"29",-1.63052760594391,0.00730530082500146
"30",-1.72622531462329,0.00736478562325693
"31",-1.85231130570684,0.00775043638708619
"32",-1.72163680322842,0.00724939142490177
"33",-1.70165602712554,0.00692525151983089
"34",-1.79197890451174,0.0067503920693035
"35",-1.77822332112854,0.00696917992496002
"36",-1.85766297394851,0.00721196604566863
"37",-1.64955027877039,0.00723782327624508
"38",-1.8445576864885,0.00879020137450998
"39",-1.79279684286258,0.00814022396779251
"40",-1.83871373886372,0.00701580732183891
"41",-1.75076613204807,0.00714633186235566
"42",-1.73835698917566,0.00852284148977916
"43",-1.78731941976621,0.0079801123914561
"44",-1.69786888267004,0.00707251960548039
"45",-1.72116832937752,0.00929885352424681
"46",-1.77055583185063,0.0083963409700072
"47",-1.76681657466132,0.00846814854125111
"48",-1.64151333366957,0.00841609740350168
"49",-1.67620229164105,0.00833890184897185
"50",-1.75509181442138,0.00744020872633553
"51",-1.82656008034641,0.0101721934544787
"52",-1.66360025797883,0.00698014731367481
"53",-1.68034693613908,0.0070292866890921
"54",-1.72065654557796,0.00934925187537544
"55",-1.7627944047049,0.00786469140038668
"56",-1.73446769514572,0.00708755981163153
"57",-1.69718998041344,0.00701162364367938
"58",-1.65173355572202,0.00653812017792807
"59",-1.80750134957702,0.0065091909352305
"60",-1.65580283674526,0.00792149917300968
"61",-1.70287864135741,0.00656391509179487
"62",-1.66548619008011,0.00764800502140936
"63",-1.76713688784027,0.00808544970483956
"64",-1.84561356098388,0.00751912521101934
"65",-1.84246890199191,0.00786307465565564
"66",-1.80483260805867,0.00852632492032412
"67",-1.65287480779182,0.00617767206567251
"68",-1.6988696602676,0.00753742260786403
"69",-1.72204308348203,0.00774993628406073
