"","mu.1","mu.2","mu.3","mu.4","mu.5","mu.6","mu.7","mu.8","mu.9","mu.10","mu.11","mu.12","mu.13","mu.14","mu.15","mu.16","mu.17","mu.18","mu.19","mu.20","mu.21","mu.22","mu.23","mu.24","mu.25","mu.26","mu.27","mu.28","mu.29","mu.30","mu.31","mu.32","mu.33","mu.34","mu.35","mu.36","mu.37","mu.38","mu.39","mu.40","mu.41","mu.42","mu.43","mu.44","mu.45","mu.46","mu.47","mu.48","mu.49","mu.50","mu.51","mu.52","mu.53","mu.54","mu.55","mu.56","mu.57","mu.58","mu.59","mu.60","mu.61","mu.62","mu.63","mu.64","mu.65","mu.66","mu.67","mu.68","mu.69","mu.70","mu.71","mu.72","mu.73","mu.74","mu.75","mu.76","mu.77","mu.78","mu.79","mu.80","mu.81","mu.82","mu.83","mu.84","mu.85","mu.86","mu.87","mu.88","mu.89","mu.90","mu.91","mu.92","mu.93","mu.94","mu.95","mu.96","mu.97","mu.98","mu.99","mu.100","mu.101","mu.102","mu.103","mu.104","mu.105","mu.106","mu.107","mu.108","mu.109","mu.110","mu.111","mu.112","mu.113","mu.114","mu.115","mu.116","mu.117","mu.118","mu.119","mu.120","mu.121","mu.122","mu.123","mu.124","mu.125","mu.126","mu.127","mu.128","mu.129","mu.130","mu.131","mu.132","mu.133","mu.134","mu.135","mu.136","mu.137","mu.138","mu.139","mu.140","mu.141","mu.142"
"216",5.03491581581274,5.03491581581274,5.13572170200416,5.13572170200416,5.03491581581274,5.03491581581274,5.03491581581274,5.13572170200416,5.13572170200416,5.03491581581274,5.03491581581274,5.13572170200416,5.03491581581274,5.13572170200416,5.13572170200416,5.03491581581274,5.13572170200416,5.13572170200416,5.13572170200416,5.13572170200416,5.13572170200416,5.13572170200416,5.03491581581274,5.03491581581274,5.03491581581274,5.03491581581274,5.13572170200416,5.13572170200416,5.03491581581274,5.13572170200416,5.03491581581274,5.03491581581274,5.03491581581274,5.13572170200416,5.13572170200416,5.13572170200416,5.13572170200416,5.13572170200416,5.03491581581274,5.03491581581274,5.03491581581274,5.13572170200416,5.13572170200416,5.13572170200416,5.13572170200416,5.13572170200416,5.13572170200416,5.13572170200416,5.03491581581274,5.03491581581274,5.03491581581274,5.13572170200416,5.03491581581274,5.13572170200416,5.13572170200416,5.13572170200416,5.03491581581274,5.03491581581274,5.03491581581274,5.13572170200416,5.13572170200416,5.13572170200416,5.03491581581274,5.13572170200416,5.13572170200416,5.13572170200416,4.99439768901414,4.99439768901414,4.99439768901414,4.99439768901414,4.99439768901414,4.99439768901414,5.13572170200416,5.13572170200416,5.13572170200416,5.13572170200416,5.13572170200416,5.13572170200416,4.99439768901414,5.13572170200416,5.13572170200416,5.13572170200416,5.13572170200416,4.99439768901414,4.99439768901414,4.99439768901414,4.99439768901414,4.99439768901414,5.13572170200416,5.13572170200416,4.99439768901414,4.99439768901414,4.99439768901414,4.99439768901414,4.99439768901414,4.99439768901414,5.13572170200416,5.13572170200416,5.13572170200416,5.13572170200416,5.13572170200416,4.99439768901414,4.99439768901414,4.99439768901414,4.99439768901414,4.99439768901414,4.99439768901414,4.99439768901414,4.99439768901414,4.99439768901414,4.99439768901414,4.99439768901414,5.13572170200416,5.13572170200416,4.99439768901414,4.99439768901414,5.13572170200416,5.13572170200416,5.13572170200416,5.13572170200416,5.13572170200416,5.13572170200416,4.99439768901414,4.99439768901414,4.99439768901414,4.99439768901414,5.13572170200416,5.13572170200416,4.99439768901414,5.13572170200416,5.13572170200416,4.99439768901414,4.99439768901414,4.99439768901414,5.13572170200416,5.13572170200416,5.13572170200416,5.13572170200416,5.13572170200416,5.13572170200416,4.99439768901414,4.99439768901414
"12494",4.92376348686883,4.92376348686883,4.9829861648492,4.9829861648492,4.92376348686883,4.92376348686883,4.92376348686883,4.9829861648492,4.9829861648492,4.92376348686883,4.92376348686883,4.9829861648492,4.92376348686883,4.9829861648492,4.9829861648492,4.92376348686883,4.9829861648492,4.9829861648492,4.9829861648492,4.9829861648492,4.9829861648492,4.9829861648492,4.92376348686883,4.92376348686883,4.92376348686883,4.92376348686883,4.9829861648492,4.9829861648492,4.92376348686883,4.9829861648492,4.92376348686883,4.92376348686883,4.92376348686883,4.9829861648492,4.9829861648492,4.9829861648492,4.9829861648492,4.9829861648492,4.92376348686883,4.92376348686883,4.92376348686883,4.9829861648492,4.9829861648492,4.9829861648492,4.9829861648492,4.9829861648492,4.9829861648492,4.9829861648492,4.92376348686883,4.92376348686883,4.92376348686883,4.9829861648492,4.92376348686883,4.9829861648492,4.9829861648492,4.9829861648492,4.92376348686883,4.92376348686883,4.92376348686883,4.9829861648492,4.9829861648492,4.9829861648492,4.92376348686883,4.9829861648492,4.9829861648492,4.9829861648492,4.96426261913405,4.96426261913405,4.96426261913405,4.96426261913405,4.96426261913405,4.96426261913405,4.9829861648492,4.9829861648492,4.9829861648492,4.9829861648492,4.9829861648492,4.9829861648492,4.96426261913405,4.9829861648492,4.9829861648492,4.9829861648492,4.9829861648492,4.96426261913405,4.96426261913405,4.96426261913405,4.96426261913405,4.96426261913405,4.9829861648492,4.9829861648492,4.96426261913405,4.96426261913405,4.96426261913405,4.96426261913405,4.96426261913405,4.96426261913405,4.9829861648492,4.9829861648492,4.9829861648492,4.9829861648492,4.9829861648492,4.96426261913405,4.96426261913405,4.96426261913405,4.96426261913405,4.96426261913405,4.96426261913405,4.96426261913405,4.96426261913405,4.96426261913405,4.96426261913405,4.96426261913405,4.9829861648492,4.9829861648492,4.96426261913405,4.96426261913405,4.9829861648492,4.9829861648492,4.9829861648492,4.9829861648492,4.9829861648492,4.9829861648492,4.96426261913405,4.96426261913405,4.96426261913405,4.96426261913405,4.9829861648492,4.9829861648492,4.96426261913405,4.9829861648492,4.9829861648492,4.96426261913405,4.96426261913405,4.96426261913405,4.9829861648492,4.9829861648492,4.9829861648492,4.9829861648492,4.9829861648492,4.9829861648492,4.96426261913405,4.96426261913405
"11747",4.75008821121822,4.75008821121822,5.08203664632045,5.08203664632045,4.75008821121822,4.75008821121822,4.75008821121822,5.08203664632045,5.08203664632045,4.75008821121822,4.75008821121822,5.08203664632045,4.75008821121822,5.08203664632045,5.08203664632045,4.75008821121822,5.08203664632045,5.08203664632045,5.08203664632045,5.08203664632045,5.08203664632045,5.08203664632045,4.75008821121822,4.75008821121822,4.75008821121822,4.75008821121822,5.08203664632045,5.08203664632045,4.75008821121822,5.08203664632045,4.75008821121822,4.75008821121822,4.75008821121822,5.08203664632045,5.08203664632045,5.08203664632045,5.08203664632045,5.08203664632045,4.75008821121822,4.75008821121822,4.75008821121822,5.08203664632045,5.08203664632045,5.08203664632045,5.08203664632045,5.08203664632045,5.08203664632045,5.08203664632045,4.75008821121822,4.75008821121822,4.75008821121822,5.08203664632045,4.75008821121822,5.08203664632045,5.08203664632045,5.08203664632045,4.75008821121822,4.75008821121822,4.75008821121822,5.08203664632045,5.08203664632045,5.08203664632045,4.75008821121822,5.08203664632045,5.08203664632045,5.08203664632045,4.98717940389627,4.98717940389627,4.98717940389627,4.98717940389627,4.98717940389627,4.98717940389627,5.08203664632045,5.08203664632045,5.08203664632045,5.08203664632045,5.08203664632045,5.08203664632045,4.98717940389627,5.08203664632045,5.08203664632045,5.08203664632045,5.08203664632045,4.98717940389627,4.98717940389627,4.98717940389627,4.98717940389627,4.98717940389627,5.08203664632045,5.08203664632045,4.98717940389627,4.98717940389627,4.98717940389627,4.98717940389627,4.98717940389627,4.98717940389627,5.08203664632045,5.08203664632045,5.08203664632045,5.08203664632045,5.08203664632045,4.98717940389627,4.98717940389627,4.98717940389627,4.98717940389627,4.98717940389627,4.98717940389627,4.98717940389627,4.98717940389627,4.98717940389627,4.98717940389627,4.98717940389627,5.08203664632045,5.08203664632045,4.98717940389627,4.98717940389627,5.08203664632045,5.08203664632045,5.08203664632045,5.08203664632045,5.08203664632045,5.08203664632045,4.98717940389627,4.98717940389627,4.98717940389627,4.98717940389627,5.08203664632045,5.08203664632045,4.98717940389627,5.08203664632045,5.08203664632045,4.98717940389627,4.98717940389627,4.98717940389627,5.08203664632045,5.08203664632045,5.08203664632045,5.08203664632045,5.08203664632045,5.08203664632045,4.98717940389627,4.98717940389627
"12642",4.89247978115959,4.89247978115959,5.11649457778812,5.11649457778812,4.89247978115959,4.89247978115959,4.89247978115959,5.11649457778812,5.11649457778812,4.89247978115959,4.89247978115959,5.11649457778812,4.89247978115959,5.11649457778812,5.11649457778812,4.89247978115959,5.11649457778812,5.11649457778812,5.11649457778812,5.11649457778812,5.11649457778812,5.11649457778812,4.89247978115959,4.89247978115959,4.89247978115959,4.89247978115959,5.11649457778812,5.11649457778812,4.89247978115959,5.11649457778812,4.89247978115959,4.89247978115959,4.89247978115959,5.11649457778812,5.11649457778812,5.11649457778812,5.11649457778812,5.11649457778812,4.89247978115959,4.89247978115959,4.89247978115959,5.11649457778812,5.11649457778812,5.11649457778812,5.11649457778812,5.11649457778812,5.11649457778812,5.11649457778812,4.89247978115959,4.89247978115959,4.89247978115959,5.11649457778812,4.89247978115959,5.11649457778812,5.11649457778812,5.11649457778812,4.89247978115959,4.89247978115959,4.89247978115959,5.11649457778812,5.11649457778812,5.11649457778812,4.89247978115959,5.11649457778812,5.11649457778812,5.11649457778812,5.15904211232958,5.15904211232958,5.15904211232958,5.15904211232958,5.15904211232958,5.15904211232958,5.11649457778812,5.11649457778812,5.11649457778812,5.11649457778812,5.11649457778812,5.11649457778812,5.15904211232958,5.11649457778812,5.11649457778812,5.11649457778812,5.11649457778812,5.15904211232958,5.15904211232958,5.15904211232958,5.15904211232958,5.15904211232958,5.11649457778812,5.11649457778812,5.15904211232958,5.15904211232958,5.15904211232958,5.15904211232958,5.15904211232958,5.15904211232958,5.11649457778812,5.11649457778812,5.11649457778812,5.11649457778812,5.11649457778812,5.15904211232958,5.15904211232958,5.15904211232958,5.15904211232958,5.15904211232958,5.15904211232958,5.15904211232958,5.15904211232958,5.15904211232958,5.15904211232958,5.15904211232958,5.11649457778812,5.11649457778812,5.15904211232958,5.15904211232958,5.11649457778812,5.11649457778812,5.11649457778812,5.11649457778812,5.11649457778812,5.11649457778812,5.15904211232958,5.15904211232958,5.15904211232958,5.15904211232958,5.11649457778812,5.11649457778812,5.15904211232958,5.11649457778812,5.11649457778812,5.15904211232958,5.15904211232958,5.15904211232958,5.11649457778812,5.11649457778812,5.11649457778812,5.11649457778812,5.11649457778812,5.11649457778812,5.15904211232958,5.15904211232958
"11881",4.88360337232088,4.88360337232088,4.91008826463214,4.91008826463214,4.88360337232088,4.88360337232088,4.88360337232088,4.91008826463214,4.91008826463214,4.88360337232088,4.88360337232088,4.91008826463214,4.88360337232088,4.91008826463214,4.91008826463214,4.88360337232088,4.91008826463214,4.91008826463214,4.91008826463214,4.91008826463214,4.91008826463214,4.91008826463214,4.88360337232088,4.88360337232088,4.88360337232088,4.88360337232088,4.91008826463214,4.91008826463214,4.88360337232088,4.91008826463214,4.88360337232088,4.88360337232088,4.88360337232088,4.91008826463214,4.91008826463214,4.91008826463214,4.91008826463214,4.91008826463214,4.88360337232088,4.88360337232088,4.88360337232088,4.91008826463214,4.91008826463214,4.91008826463214,4.91008826463214,4.91008826463214,4.91008826463214,4.91008826463214,4.88360337232088,4.88360337232088,4.88360337232088,4.91008826463214,4.88360337232088,4.91008826463214,4.91008826463214,4.91008826463214,4.88360337232088,4.88360337232088,4.88360337232088,4.91008826463214,4.91008826463214,4.91008826463214,4.88360337232088,4.91008826463214,4.91008826463214,4.91008826463214,4.98692896458785,4.98692896458785,4.98692896458785,4.98692896458785,4.98692896458785,4.98692896458785,4.91008826463214,4.91008826463214,4.91008826463214,4.91008826463214,4.91008826463214,4.91008826463214,4.98692896458785,4.91008826463214,4.91008826463214,4.91008826463214,4.91008826463214,4.98692896458785,4.98692896458785,4.98692896458785,4.98692896458785,4.98692896458785,4.91008826463214,4.91008826463214,4.98692896458785,4.98692896458785,4.98692896458785,4.98692896458785,4.98692896458785,4.98692896458785,4.91008826463214,4.91008826463214,4.91008826463214,4.91008826463214,4.91008826463214,4.98692896458785,4.98692896458785,4.98692896458785,4.98692896458785,4.98692896458785,4.98692896458785,4.98692896458785,4.98692896458785,4.98692896458785,4.98692896458785,4.98692896458785,4.91008826463214,4.91008826463214,4.98692896458785,4.98692896458785,4.91008826463214,4.91008826463214,4.91008826463214,4.91008826463214,4.91008826463214,4.91008826463214,4.98692896458785,4.98692896458785,4.98692896458785,4.98692896458785,4.91008826463214,4.91008826463214,4.98692896458785,4.91008826463214,4.91008826463214,4.98692896458785,4.98692896458785,4.98692896458785,4.91008826463214,4.91008826463214,4.91008826463214,4.91008826463214,4.91008826463214,4.91008826463214,4.98692896458785,4.98692896458785
"4780",4.87869429261501,4.87869429261501,5.00706647041142,5.00706647041142,4.87869429261501,4.87869429261501,4.87869429261501,5.00706647041142,5.00706647041142,4.87869429261501,4.87869429261501,5.00706647041142,4.87869429261501,5.00706647041142,5.00706647041142,4.87869429261501,5.00706647041142,5.00706647041142,5.00706647041142,5.00706647041142,5.00706647041142,5.00706647041142,4.87869429261501,4.87869429261501,4.87869429261501,4.87869429261501,5.00706647041142,5.00706647041142,4.87869429261501,5.00706647041142,4.87869429261501,4.87869429261501,4.87869429261501,5.00706647041142,5.00706647041142,5.00706647041142,5.00706647041142,5.00706647041142,4.87869429261501,4.87869429261501,4.87869429261501,5.00706647041142,5.00706647041142,5.00706647041142,5.00706647041142,5.00706647041142,5.00706647041142,5.00706647041142,4.87869429261501,4.87869429261501,4.87869429261501,5.00706647041142,4.87869429261501,5.00706647041142,5.00706647041142,5.00706647041142,4.87869429261501,4.87869429261501,4.87869429261501,5.00706647041142,5.00706647041142,5.00706647041142,4.87869429261501,5.00706647041142,5.00706647041142,5.00706647041142,4.86104424979183,4.86104424979183,4.86104424979183,4.86104424979183,4.86104424979183,4.86104424979183,5.00706647041142,5.00706647041142,5.00706647041142,5.00706647041142,5.00706647041142,5.00706647041142,4.86104424979183,5.00706647041142,5.00706647041142,5.00706647041142,5.00706647041142,4.86104424979183,4.86104424979183,4.86104424979183,4.86104424979183,4.86104424979183,5.00706647041142,5.00706647041142,4.86104424979183,4.86104424979183,4.86104424979183,4.86104424979183,4.86104424979183,4.86104424979183,5.00706647041142,5.00706647041142,5.00706647041142,5.00706647041142,5.00706647041142,4.86104424979183,4.86104424979183,4.86104424979183,4.86104424979183,4.86104424979183,4.86104424979183,4.86104424979183,4.86104424979183,4.86104424979183,4.86104424979183,4.86104424979183,5.00706647041142,5.00706647041142,4.86104424979183,4.86104424979183,5.00706647041142,5.00706647041142,5.00706647041142,5.00706647041142,5.00706647041142,5.00706647041142,4.86104424979183,4.86104424979183,4.86104424979183,4.86104424979183,5.00706647041142,5.00706647041142,4.86104424979183,5.00706647041142,5.00706647041142,4.86104424979183,4.86104424979183,4.86104424979183,5.00706647041142,5.00706647041142,5.00706647041142,5.00706647041142,5.00706647041142,5.00706647041142,4.86104424979183,4.86104424979183
"4539",4.92745759319628,4.92745759319628,4.98397036106215,4.98397036106215,4.92745759319628,4.92745759319628,4.92745759319628,4.98397036106215,4.98397036106215,4.92745759319628,4.92745759319628,4.98397036106215,4.92745759319628,4.98397036106215,4.98397036106215,4.92745759319628,4.98397036106215,4.98397036106215,4.98397036106215,4.98397036106215,4.98397036106215,4.98397036106215,4.92745759319628,4.92745759319628,4.92745759319628,4.92745759319628,4.98397036106215,4.98397036106215,4.92745759319628,4.98397036106215,4.92745759319628,4.92745759319628,4.92745759319628,4.98397036106215,4.98397036106215,4.98397036106215,4.98397036106215,4.98397036106215,4.92745759319628,4.92745759319628,4.92745759319628,4.98397036106215,4.98397036106215,4.98397036106215,4.98397036106215,4.98397036106215,4.98397036106215,4.98397036106215,4.92745759319628,4.92745759319628,4.92745759319628,4.98397036106215,4.92745759319628,4.98397036106215,4.98397036106215,4.98397036106215,4.92745759319628,4.92745759319628,4.92745759319628,4.98397036106215,4.98397036106215,4.98397036106215,4.92745759319628,4.98397036106215,4.98397036106215,4.98397036106215,5.00145062008528,5.00145062008528,5.00145062008528,5.00145062008528,5.00145062008528,5.00145062008528,4.98397036106215,4.98397036106215,4.98397036106215,4.98397036106215,4.98397036106215,4.98397036106215,5.00145062008528,4.98397036106215,4.98397036106215,4.98397036106215,4.98397036106215,5.00145062008528,5.00145062008528,5.00145062008528,5.00145062008528,5.00145062008528,4.98397036106215,4.98397036106215,5.00145062008528,5.00145062008528,5.00145062008528,5.00145062008528,5.00145062008528,5.00145062008528,4.98397036106215,4.98397036106215,4.98397036106215,4.98397036106215,4.98397036106215,5.00145062008528,5.00145062008528,5.00145062008528,5.00145062008528,5.00145062008528,5.00145062008528,5.00145062008528,5.00145062008528,5.00145062008528,5.00145062008528,5.00145062008528,4.98397036106215,4.98397036106215,5.00145062008528,5.00145062008528,4.98397036106215,4.98397036106215,4.98397036106215,4.98397036106215,4.98397036106215,4.98397036106215,5.00145062008528,5.00145062008528,5.00145062008528,5.00145062008528,4.98397036106215,4.98397036106215,5.00145062008528,4.98397036106215,4.98397036106215,5.00145062008528,5.00145062008528,5.00145062008528,4.98397036106215,4.98397036106215,4.98397036106215,4.98397036106215,4.98397036106215,4.98397036106215,5.00145062008528,5.00145062008528
"757",5.02701636442895,5.02701636442895,5.0306679232998,5.0306679232998,5.02701636442895,5.02701636442895,5.02701636442895,5.0306679232998,5.0306679232998,5.02701636442895,5.02701636442895,5.0306679232998,5.02701636442895,5.0306679232998,5.0306679232998,5.02701636442895,5.0306679232998,5.0306679232998,5.0306679232998,5.0306679232998,5.0306679232998,5.0306679232998,5.02701636442895,5.02701636442895,5.02701636442895,5.02701636442895,5.0306679232998,5.0306679232998,5.02701636442895,5.0306679232998,5.02701636442895,5.02701636442895,5.02701636442895,5.0306679232998,5.0306679232998,5.0306679232998,5.0306679232998,5.0306679232998,5.02701636442895,5.02701636442895,5.02701636442895,5.0306679232998,5.0306679232998,5.0306679232998,5.0306679232998,5.0306679232998,5.0306679232998,5.0306679232998,5.02701636442895,5.02701636442895,5.02701636442895,5.0306679232998,5.02701636442895,5.0306679232998,5.0306679232998,5.0306679232998,5.02701636442895,5.02701636442895,5.02701636442895,5.0306679232998,5.0306679232998,5.0306679232998,5.02701636442895,5.0306679232998,5.0306679232998,5.0306679232998,5.04307249301939,5.04307249301939,5.04307249301939,5.04307249301939,5.04307249301939,5.04307249301939,5.0306679232998,5.0306679232998,5.0306679232998,5.0306679232998,5.0306679232998,5.0306679232998,5.04307249301939,5.0306679232998,5.0306679232998,5.0306679232998,5.0306679232998,5.04307249301939,5.04307249301939,5.04307249301939,5.04307249301939,5.04307249301939,5.0306679232998,5.0306679232998,5.04307249301939,5.04307249301939,5.04307249301939,5.04307249301939,5.04307249301939,5.04307249301939,5.0306679232998,5.0306679232998,5.0306679232998,5.0306679232998,5.0306679232998,5.04307249301939,5.04307249301939,5.04307249301939,5.04307249301939,5.04307249301939,5.04307249301939,5.04307249301939,5.04307249301939,5.04307249301939,5.04307249301939,5.04307249301939,5.0306679232998,5.0306679232998,5.04307249301939,5.04307249301939,5.0306679232998,5.0306679232998,5.0306679232998,5.0306679232998,5.0306679232998,5.0306679232998,5.04307249301939,5.04307249301939,5.04307249301939,5.04307249301939,5.0306679232998,5.0306679232998,5.04307249301939,5.0306679232998,5.0306679232998,5.04307249301939,5.04307249301939,5.04307249301939,5.0306679232998,5.0306679232998,5.0306679232998,5.0306679232998,5.0306679232998,5.0306679232998,5.04307249301939,5.04307249301939
"18571",4.98578177845813,4.98578177845813,5.05808530861333,5.05808530861333,4.98578177845813,4.98578177845813,4.98578177845813,5.05808530861333,5.05808530861333,4.98578177845813,4.98578177845813,5.05808530861333,4.98578177845813,5.05808530861333,5.05808530861333,4.98578177845813,5.05808530861333,5.05808530861333,5.05808530861333,5.05808530861333,5.05808530861333,5.05808530861333,4.98578177845813,4.98578177845813,4.98578177845813,4.98578177845813,5.05808530861333,5.05808530861333,4.98578177845813,5.05808530861333,4.98578177845813,4.98578177845813,4.98578177845813,5.05808530861333,5.05808530861333,5.05808530861333,5.05808530861333,5.05808530861333,4.98578177845813,4.98578177845813,4.98578177845813,5.05808530861333,5.05808530861333,5.05808530861333,5.05808530861333,5.05808530861333,5.05808530861333,5.05808530861333,4.98578177845813,4.98578177845813,4.98578177845813,5.05808530861333,4.98578177845813,5.05808530861333,5.05808530861333,5.05808530861333,4.98578177845813,4.98578177845813,4.98578177845813,5.05808530861333,5.05808530861333,5.05808530861333,4.98578177845813,5.05808530861333,5.05808530861333,5.05808530861333,4.93804926103063,4.93804926103063,4.93804926103063,4.93804926103063,4.93804926103063,4.93804926103063,5.05808530861333,5.05808530861333,5.05808530861333,5.05808530861333,5.05808530861333,5.05808530861333,4.93804926103063,5.05808530861333,5.05808530861333,5.05808530861333,5.05808530861333,4.93804926103063,4.93804926103063,4.93804926103063,4.93804926103063,4.93804926103063,5.05808530861333,5.05808530861333,4.93804926103063,4.93804926103063,4.93804926103063,4.93804926103063,4.93804926103063,4.93804926103063,5.05808530861333,5.05808530861333,5.05808530861333,5.05808530861333,5.05808530861333,4.93804926103063,4.93804926103063,4.93804926103063,4.93804926103063,4.93804926103063,4.93804926103063,4.93804926103063,4.93804926103063,4.93804926103063,4.93804926103063,4.93804926103063,5.05808530861333,5.05808530861333,4.93804926103063,4.93804926103063,5.05808530861333,5.05808530861333,5.05808530861333,5.05808530861333,5.05808530861333,5.05808530861333,4.93804926103063,4.93804926103063,4.93804926103063,4.93804926103063,5.05808530861333,5.05808530861333,4.93804926103063,5.05808530861333,5.05808530861333,4.93804926103063,4.93804926103063,4.93804926103063,5.05808530861333,5.05808530861333,5.05808530861333,5.05808530861333,5.05808530861333,5.05808530861333,4.93804926103063,4.93804926103063
"3886",4.78142281725221,4.78142281725221,5.06894271769591,5.06894271769591,4.78142281725221,4.78142281725221,4.78142281725221,5.06894271769591,5.06894271769591,4.78142281725221,4.78142281725221,5.06894271769591,4.78142281725221,5.06894271769591,5.06894271769591,4.78142281725221,5.06894271769591,5.06894271769591,5.06894271769591,5.06894271769591,5.06894271769591,5.06894271769591,4.78142281725221,4.78142281725221,4.78142281725221,4.78142281725221,5.06894271769591,5.06894271769591,4.78142281725221,5.06894271769591,4.78142281725221,4.78142281725221,4.78142281725221,5.06894271769591,5.06894271769591,5.06894271769591,5.06894271769591,5.06894271769591,4.78142281725221,4.78142281725221,4.78142281725221,5.06894271769591,5.06894271769591,5.06894271769591,5.06894271769591,5.06894271769591,5.06894271769591,5.06894271769591,4.78142281725221,4.78142281725221,4.78142281725221,5.06894271769591,4.78142281725221,5.06894271769591,5.06894271769591,5.06894271769591,4.78142281725221,4.78142281725221,4.78142281725221,5.06894271769591,5.06894271769591,5.06894271769591,4.78142281725221,5.06894271769591,5.06894271769591,5.06894271769591,4.97284243116897,4.97284243116897,4.97284243116897,4.97284243116897,4.97284243116897,4.97284243116897,5.06894271769591,5.06894271769591,5.06894271769591,5.06894271769591,5.06894271769591,5.06894271769591,4.97284243116897,5.06894271769591,5.06894271769591,5.06894271769591,5.06894271769591,4.97284243116897,4.97284243116897,4.97284243116897,4.97284243116897,4.97284243116897,5.06894271769591,5.06894271769591,4.97284243116897,4.97284243116897,4.97284243116897,4.97284243116897,4.97284243116897,4.97284243116897,5.06894271769591,5.06894271769591,5.06894271769591,5.06894271769591,5.06894271769591,4.97284243116897,4.97284243116897,4.97284243116897,4.97284243116897,4.97284243116897,4.97284243116897,4.97284243116897,4.97284243116897,4.97284243116897,4.97284243116897,4.97284243116897,5.06894271769591,5.06894271769591,4.97284243116897,4.97284243116897,5.06894271769591,5.06894271769591,5.06894271769591,5.06894271769591,5.06894271769591,5.06894271769591,4.97284243116897,4.97284243116897,4.97284243116897,4.97284243116897,5.06894271769591,5.06894271769591,4.97284243116897,5.06894271769591,5.06894271769591,4.97284243116897,4.97284243116897,4.97284243116897,5.06894271769591,5.06894271769591,5.06894271769591,5.06894271769591,5.06894271769591,5.06894271769591,4.97284243116897,4.97284243116897
"3957",4.90548201857426,4.90548201857426,5.05594343249769,5.05594343249769,4.90548201857426,4.90548201857426,4.90548201857426,5.05594343249769,5.05594343249769,4.90548201857426,4.90548201857426,5.05594343249769,4.90548201857426,5.05594343249769,5.05594343249769,4.90548201857426,5.05594343249769,5.05594343249769,5.05594343249769,5.05594343249769,5.05594343249769,5.05594343249769,4.90548201857426,4.90548201857426,4.90548201857426,4.90548201857426,5.05594343249769,5.05594343249769,4.90548201857426,5.05594343249769,4.90548201857426,4.90548201857426,4.90548201857426,5.05594343249769,5.05594343249769,5.05594343249769,5.05594343249769,5.05594343249769,4.90548201857426,4.90548201857426,4.90548201857426,5.05594343249769,5.05594343249769,5.05594343249769,5.05594343249769,5.05594343249769,5.05594343249769,5.05594343249769,4.90548201857426,4.90548201857426,4.90548201857426,5.05594343249769,4.90548201857426,5.05594343249769,5.05594343249769,5.05594343249769,4.90548201857426,4.90548201857426,4.90548201857426,5.05594343249769,5.05594343249769,5.05594343249769,4.90548201857426,5.05594343249769,5.05594343249769,5.05594343249769,5.02417631430657,5.02417631430657,5.02417631430657,5.02417631430657,5.02417631430657,5.02417631430657,5.05594343249769,5.05594343249769,5.05594343249769,5.05594343249769,5.05594343249769,5.05594343249769,5.02417631430657,5.05594343249769,5.05594343249769,5.05594343249769,5.05594343249769,5.02417631430657,5.02417631430657,5.02417631430657,5.02417631430657,5.02417631430657,5.05594343249769,5.05594343249769,5.02417631430657,5.02417631430657,5.02417631430657,5.02417631430657,5.02417631430657,5.02417631430657,5.05594343249769,5.05594343249769,5.05594343249769,5.05594343249769,5.05594343249769,5.02417631430657,5.02417631430657,5.02417631430657,5.02417631430657,5.02417631430657,5.02417631430657,5.02417631430657,5.02417631430657,5.02417631430657,5.02417631430657,5.02417631430657,5.05594343249769,5.05594343249769,5.02417631430657,5.02417631430657,5.05594343249769,5.05594343249769,5.05594343249769,5.05594343249769,5.05594343249769,5.05594343249769,5.02417631430657,5.02417631430657,5.02417631430657,5.02417631430657,5.05594343249769,5.05594343249769,5.02417631430657,5.05594343249769,5.05594343249769,5.02417631430657,5.02417631430657,5.02417631430657,5.05594343249769,5.05594343249769,5.05594343249769,5.05594343249769,5.05594343249769,5.05594343249769,5.02417631430657,5.02417631430657
