"","beta0","mu.1","mu.2","mu.3","mu.4","mu.5","mu.6","mu.7","mu.8","mu.9","mu.10","mu.11","mu.12","mu.13","mu.14","mu.15","mu.16","mu.17","mu.18","mu.19","mu.20","mu.21","mu.22","mu.23","mu.24","mu.25","mu.26","mu.27","mu.28","mu.29","mu.30","mu.31","mu.32","mu.33","mu.34","mu.35","mu.36","mu.37","mu.38","mu.39","mu.40","mu.41","mu.42","mu.43","mu.44","mu.45","mu.46","mu.47","mu.48","mu.49","mu.50","mu.51","mu.52","mu.53","mu.54","mu.55","mu.56","mu.57","mu.58","mu.59","mu.60","mu.61","mu.62","mu.63","mu.64","mu.65","mu.66","mu.67","sigma"
"3602",-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,-1.36106223491467,1.77171971318018
"8809",-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,-1.56596118152215,1.79004981728063
"5920",-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,-1.70882548031133,1.6541644902152
"15076",-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,-1.50393109194184,1.69182318978467
"6658",-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,-1.58517583898953,1.93642375020206
"14413",-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,-1.31398162190909,1.72770497291408
"20696",-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,-1.60259147857899,1.66877558895236
"23801",-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,-1.60742329288517,1.85412352048862
"12096",-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,-1.54126099803209,1.64175736498626
"4556",-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,-1.54549072996512,1.70512044665516
"15665",-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,-1.40935468244148,1.67640654743632
"1191",-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,-1.59136020941516,1.85958529769187
"9792",-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,-1.88605101135565,1.98980801239191
"18949",-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,-1.84601766470953,1.64244118692546
"20274",-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,-1.44130453911024,1.83184578535467
"2616",-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,-1.69079719168377,1.49559390169019
