"","x"
"793",2.1052742893689
"794",2.28877053317886
"795",2.40911599346248
"796",2.55410825665694
"797",2.30511094857597
"798",2.21259890423423
"799",2.69080495737123
"800",2.23621386939644
"801",2.36462657992543
"802",2.38559103706466
"803",2.11777566225888
"804",2.63920141488286
"805",1.97148606365672
"806",2.30312533669863
"807",2.53362453347643
"808",1.97203364950839
"809",2.39454228780986
"810",2.40051695694441
"811",2.63660767719739
"812",2.36755248192793
"813",1.81291746596487
"814",2.51187132970393
"815",2.37208967683934
"816",2.31458951540562
"817",3.04824371743789
"818",2.30827610655938
"819",2.046885185244
"820",2.60038474971113
"821",2.26011406931046
"822",2.41783115597395
"823",2.78029780414723
"824",2.30657802366062
"825",1.82810283337467
"826",1.94491352520927
"827",2.81386133300812
"828",2.60173375689592
"829",2.17805294292511
"830",2.40291419518958
"831",2.18194699093699
"832",2.22282879676684
"833",1.91717343427612
"834",2.66474278560396
"835",2.51985615309007
"836",2.68739324973361
"837",2.38733820054503
"838",2.64275322981528
"839",2.07824874889502
"840",3.0423905126827
"841",2.5761765663098
"842",2.10422364644358
"843",2.19850986761952
"844",3.01226797670496
"845",2.58329206181937
"846",2.43240430349892
"847",1.97070399722071
"848",2.58800955087439
"849",2.94023169137491
"850",2.29394979374368
"851",2.5682111737963
"852",2.3078074760406
"853",1.83826232532748
"854",2.68876473165355
"855",2.22225290739115
"856",2.12850744034873
"857",2.58028563464345
"858",2.06975257455504
"859",2.2726234671593
"860",2.7276902899592
"861",2.05077092866729
"862",2.16775358364093
"863",2.24854460330934
"864",2.63999136457243
"865",2.5583590910383
"866",2.41699375539604
"867",2.470410735439
"868",2.35665176855434
"869",2.25708735408708
"870",2.61015728699749
"871",2.34813011862886
"872",2.36680134978669
"873",2.13042895872511
"874",2.3379578933408
"875",2.2133171140786
"876",2.02737554184817
"877",2.23967296458246
"878",2.37140665549717
"879",2.36159754501917
"880",2.22262127917748
"881",2.28501708142712
"882",2.5386346478318
"883",1.90734196288119
"884",2.42017763929409
"885",2.80257100821793
"886",2.61937104197027
"887",2.5161987775995
"888",2.16123772475499
"889",2.00995598771155
"890",1.95054358433371
"891",1.90363071886726
"892",2.30440091805275
"893",2.82883594295672
"894",2.54658331314999
"895",2.32699435363767
"896",2.43475614762571
"897",2.26654948088428
"898",2.34856968293273
"899",2.41650301295749
"900",2.36508640558047
"901",2.30657784163817
"902",2.0330792797978
"903",2.54796093965553
"904",2.21806012887995
"905",2.39382509000573
"906",2.04692264794058
"907",1.90932905201641
"908",2.37914655918404
"909",1.46105777501259
"910",2.55073834391662
"911",2.41851748219758
"912",2.03938960420388
"913",2.89438717210131
"914",2.01374078719314
"915",2.40654919176413
"916",2.81382923658468
"917",2.21404757929202
"918",2.37260795355991
"919",2.29452412894022
"920",1.91550298888423
"921",2.33744473198758
"922",2.3610225244676
"923",2.24506832028469
"924",2.59442571923727
"925",2.18354797620902
"926",2.56275222245817
"927",1.94005435750872
"928",2.66053430813545
"929",1.88961781796484
"930",2.4779524061671
"931",3.05549210754401
"932",3.1635256498718
"933",3.07286738767384
"934",2.11644444890467
"935",1.94074633044333
"936",1.99620769970054
"937",2.57725688169199
"938",2.29406607386718
"939",2.30231830828014
"940",2.85951336202422
"941",2.13518325429227
"942",2.41719805004127
"943",2.45132780030477
"944",2.38726225169887
"945",2.1820586533136
"946",2.72401468107892
"947",2.60560120777176
"948",2.31022881751765
"949",2.14068238344997
"950",2.94007869537487
"951",2.1741241924725
"952",2.75600878908467
"953",2.32512900407854
"954",2.29023345926403
"955",2.59300778923386
"956",2.37270476731113
"957",2.01764133601568
"958",2.35251193748912
"959",2.41904267890293
"960",2.27128237472627
"961",2.45506171659322
"962",2.65128261706714
"963",2.45997163914526
"964",2.34742645039683
"965",2.29455622527496
"966",2.41842377326635
"967",2.11982837737569
"968",2.18122380701411
"969",2.73003946166119
"970",2.30301909137121
"971",2.34426529718254
"972",2.10404237320374
"973",2.12171515028231
"974",2.35118260355062
"975",1.95650610004134
"976",2.43479169092647
"977",2.18351907363971
"978",2.41317342194805
"979",2.48770334153556
"980",3.04478419003009
"981",2.88780249234736
"982",2.62461829433944
"983",2.74214577951215
"984",2.11323342870849
"985",2.29372488061178
"986",2.44605745646053
"987",2.56222489590459
"988",1.85996056944917
"989",2.22849482407201
"990",2.63277882408176
"991",2.42486533161319
"992",2.61214915938289
"993",2.46943475790534
"994",2.68735723999679
"995",2.52652216202067
"996",2.24623021273538
"997",2.67390145968192
"998",2.59544061212688
"999",2.56018523997711
"1000",2.66315981252957
