"","w.1","w.2","w.3","w.4","w.5","w.6","w.7","w.8","w.9","w.10","w.11","w.12","w.13","beta0","beta1","u.1","u.2","u.3","u.4","u.5","u.6","u.7","u.8","u.9","u.10","u.11","u.12","u.13","u.14","u.15","u.16","u.17","u.18","u.19","sigma_w","sigma_u"
"23396",1.3283775112905,0.759705897813755,0.559243565490537,-0.81461961735409,0.490657231040495,0.413273687728655,0.226453357042268,0.475996179777345,-0.349794607224673,-0.718176317341559,0.532183672420816,0.638975339421366,-0.188130031559509,-17.4827453987399,1.58635939317777,0.448180902521053,-0.598977104961637,-0.206199389784186,0.387683421929671,-0.328153054936243,-1.01351989322441,0.03305818255483,-0.158709890351639,-0.216200315259061,-0.356223985922619,0.0597550828227989,0.701630947808655,-0.0384756710758974,0.0439404915241873,-0.0299162455233077,0.048775321812816,-0.170917315160955,-0.449900603038108,-0.387436144534819,0.882305700490505,0.533433807684775
"22778",1.12991349239255,1.1413193563883,0.835033865956742,-1.24630610584293,0.200780019308013,0.448829663480307,0.237889728321324,0.291153071384795,-0.579734091036271,-0.970621443622291,0.260687343813185,0.409660689272475,-0.878816436672924,-18.3374355389993,1.6740360301291,-0.0454480060343646,-0.181177603057601,-0.00790837292152783,0.341556026977312,-0.324927205381363,-0.906889184518839,-0.20122442908459,-0.300809209043685,-0.28541562297363,-0.25814706221556,-0.203826078385084,-0.507500025980939,0.0974247477765099,-0.0532621397533724,0.361522840704635,-0.298975324883319,0.20860074092789,-0.38816937667083,-0.08624235052833,0.625372817022077,0.306295088413521
"4858",0.178362205377552,0.311299068093234,0.18127355707465,-1.16694341140306,0.212523702369021,0.127526458228152,0.299961863385691,0.0833519301178697,-0.750919944806205,-1.0270790903273,0.252480595709958,0.491378784411731,-1.15548385981292,-17.6685831581269,1.62194368408678,-0.123724959098751,-0.478294920948581,-0.174389162675276,0.458966957019392,-0.13395997048148,-0.535451743727736,0.0447847443491328,-0.301717135873527,-0.216480699547529,0.033819871230644,-0.507971283280572,-0.580135715084785,0.138814200143947,0.0873359098356106,-0.382854202920327,0.187413667227629,0.700568269989738,-0.267224723185372,-0.183086049786401,0.55841201784621,0.526780141515659
"13294",0.949694725421292,1.15604860884013,0.377338928359337,-1.15436443485797,0.241689121542798,0.164110700092459,0.45497822428207,0.474212525086939,-0.614106019354099,-0.663878380669479,0.292556938218443,0.980737465105358,-1.05901781418667,-18.8430876157187,1.68828263207242,0.276604315571493,-0.344605045889274,0.00329965396007881,0.756594650321132,-0.191779123088052,-0.258556662397469,-0.137623271544433,0.133681331828657,0.102841894466817,0.0146316357264813,0.0458750173774927,-0.0842701020464021,-0.266387296744081,0.0796014999093187,0.369967815276324,-0.124645164587661,0.536110896853125,-0.114904280169324,-0.19273443765997,0.919594907044452,0.403779826091516
"13056",0.691112018115007,0.231784704308557,0.0848565307555068,-1.46627722639345,0.21455116668705,0.185727018351232,0.0184447751844619,0.100898774614502,-1.00729264608834,-1.22869398750866,0.167586295708606,0.354973711196297,-1.71479363853839,-18.0478202240886,1.65321520963591,-0.248802571342605,-0.391883483007448,0.201616237467698,0.717893209022869,-0.148742768219262,-0.491900399763315,-0.206341613307471,-0.145875336143728,0.00286313622117447,0.340982493178175,0.168570220743819,0.151916615702365,0.0977986375500395,0.47728419555501,0.956644975355622,-0.429331106733935,0.358311197196347,0.237548102959213,-0.300945029383493,1.25573002961549,0.348461145955151
"19501",1.57346922336759,1.18624253887898,0.781144007941413,-0.704750703499047,0.787458041729912,0.985089656723033,0.867451664992311,0.723221528796615,-0.200764415294235,-0.493460862509435,0.637549363706665,0.953701234699021,0.387769928201603,-18.2727929907453,1.6200984949703,-0.181639351041301,-0.317085560907911,-0.160885555762816,0.483015706931706,-0.255960992430388,-0.795870804610232,-0.145492734058094,-0.400066207621869,-0.148535572784382,0.839734173515647,0.433988296929358,0.0198180713417416,-0.55501666728628,0.051768148665328,0.301873917530597,-0.338132867080942,0.0644676370054676,-0.351539673600223,-0.186985569383077,0.95385769537492,0.338605503007079
"3838",0.880927931267832,0.171715038985798,-0.11976582406615,-0.810586697827088,0.051809231847346,0.0452329244414271,0.153242759637063,0.094370964445949,-0.731465809555355,-0.885653527913497,0.250320498422083,0.504788150529969,-1.85965963595598,-17.8693236540679,1.64366469351215,-0.969343530875993,-0.419865376988687,0.134135151474097,0.693258867498846,-0.319582892956117,-0.705038010197118,-0.0382708681609115,-0.409116599829162,-0.297632236656547,-0.0885238423187681,-0.204708791388466,0.24762886430384,0.436423422571392,0.0100042965171613,0.0855344529942664,-0.70403738079342,0.317545792231412,-0.403478803323289,-0.184887741648541,0.590185079242033,0.587610909509202
"17209",0.76843441741633,0.407796350706992,0.183243060882841,-1.36665660283038,0.145777990147809,0.28402827811305,0.0129904115205757,0.37485411795321,-0.842773262333818,-0.765971745658761,0.125750431902452,0.602470030510298,-0.239890722792248,-16.5152219502121,1.48199462715377,0.424322391163113,-0.115345211917417,0.268273203391486,0.675640695443935,-0.0270736707466027,-0.503356738293939,0.0797429602753822,0.272494632524632,0.0534143602900905,0.34785200659725,-0.271932658656026,-0.134444962152093,-0.145832338621833,-0.0983208102060344,0.242319898443239,0.0826845522691463,0.576785969401636,0.292765725816766,0.195506930884997,0.553444690117426,0.305185354797507
"25300",0.964741373000429,0.522353400238497,0.800733121246478,-1.1000050600391,0.117868100343144,-0.00723741857744198,0.051717478655906,0.322693568020764,-0.87970517732874,-1.28329724282787,0.0684088771577786,0.369389534805473,-0.544887952573262,-18.0560705881315,1.65443481506059,0.484864031502135,-0.378887829389087,0.0577323392189042,0.638317632871344,-0.182866125299123,-0.70318066954911,0.159243645965375,-0.0412541994943702,-0.0744487553405999,-0.177539620162703,0.0380968857783034,-0.0512114465319868,0.13018337473009,0.158574680868173,0.409993764412671,0.375003751751438,0.0648984155336652,-0.306303681775151,-0.132868141676158,0.874865108064585,0.326501828481205
"8991",1.15963172838648,0.804022519655465,0.624305339628757,-1.01249804976101,0.101696196619206,0.230651853772972,0.0690038415106816,0.0818178687148101,-1.09015037276498,-0.854309117015484,0.0640583235237476,0.428650600026592,-0.445308194676252,-17.5670668651533,1.58409527209251,-0.286075910845798,-0.171229220240287,0.123434259142792,0.838042226187817,0.098655036207702,-0.541907585850082,0.179831052678536,0.196308502227143,0.167174995176933,-0.380824842261346,-0.344469718179098,0.483041321915315,-0.21886466869862,0.365329123143422,0.0069932130877339,0.467827093873573,0.0237761538631769,-0.228560736327055,-0.642296710804222,0.940393112282653,0.310350564298493
"22742",0.515354512638788,0.592868169362817,0.0575756909572649,-1.19830027477727,0.376255754936901,0.268070995093541,0.0917578467829564,0.125039386476609,-0.613366067314607,-1.06996243825713,0.253160864830835,0.448903655655355,-0.564929444748023,-17.622499284213,1.59102827285758,0.108572269942451,-0.140241355237968,0.103827292777711,0.735168152340492,-0.0318338642359514,-0.547169639328623,0.217318854251735,-0.096907015942572,0.0237273389522593,0.774882714421099,0.865283681532255,-0.507623745842342,-0.180373374677708,-0.076809245044251,0.242831668758957,-0.111982212328179,0.913502015835625,-0.156941347248452,0.361008154344415,0.576414636348623,0.400047488202049
"19793",1.40177596933645,0.723170603026068,0.553589183214724,-1.27564941819792,0.475926896087015,-0.0752663044653636,0.26352017340754,0.149275992383875,-0.63810191514975,-0.816574107924985,0.243024717068564,0.297882486396624,-0.409511875798006,-17.8459600929088,1.62704332261997,-0.333051396814633,-0.796671210954773,-0.270168404521837,0.616502190548466,-0.131616028303067,-0.793716292208411,0.12271772970761,-0.0273461364975257,0.129250099008307,-0.64145810668756,-0.0886736880468274,0.2881547873628,0.227030143124244,0.051705793860894,0.922249047857294,1.10867198220188,0.408289479341883,-0.208073245142269,-0.135279577047839,0.936559550576284,0.640462318738467
"6311",0.708299708552921,0.298139679798896,0.301772185762964,-0.967919298899486,0.171775672198366,0.294392444999184,0.0261863713595788,0.290797040113147,-0.491221640731352,-1.07915469241598,0.151127042500861,0.365856236899148,-1.44098016296001,-17.8920327964587,1.6229694935359,-0.218448347608989,-0.404897429455869,0.195627166290786,0.688843001399218,-0.0893253722644742,-0.729090972671783,0.00192613796926629,-0.0259191788688131,0.0694214769897262,0.23627451350593,0.216115986888936,-1.02076618567746,-0.34607850110965,0.358858116352393,0.16332073258536,0.40473796254448,0.33041776651425,0.106731775416713,-0.41525623809889,0.561346761287678,0.426014330439474
"7586",1.11148459976585,0.736415125446226,0.805465261630817,-1.00241028759195,0.203478719624675,0.327995770301879,-0.0915597968715833,0.133016151869785,-0.728721597623215,-0.955106748392651,0.105846687325754,0.486750993316873,-0.943397636257003,-17.5674536668182,1.59198424875199,-0.396176458005421,-0.206528969059314,0.00778582580187654,0.665567877936456,-0.00605171953416573,-0.792229046644618,-0.00236006318646876,0.152060007660927,-0.100738306195617,0.648830146261465,-0.631389791025708,-0.579181861028048,0.0434408160675635,0.150152772374563,0.16222679632469,-1.10896363815489,0.272428214239896,-0.597805462885787,-0.444961977782652,0.548400947602781,0.665613859211897
"18185",0.951093794657171,0.756554350615551,0.0243199307358166,-1.48353926180472,-0.0794558666879284,-0.283567092099022,-0.40828676179644,-0.0567361584824588,-1.09302806120283,-1.21928953873558,-0.197292362680363,0.0205915051355652,-1.39765455262464,-17.359218848231,1.60652029206802,-0.200220437785847,-0.146919494272992,-0.0436204108815052,0.510649342026827,0.0750913099726893,-0.197069001875738,0.100036642538294,-0.0316627663660763,0.200466095208345,0.193185584953471,-0.462691491549099,-0.0338707398274398,-0.266743110392796,0.120741841676943,0.218388019290634,-0.290155435494286,0.0723834761081452,0.0149209998859079,-0.110221950679269,0.763454832089292,0.210718051017339
"1770",0.637941205972586,0.688056937775193,0.190161845709871,-1.4630781387672,0.104907623096246,0.188825071010415,0.314782060443005,0.0551169224598542,-0.687800698544324,-0.883183571986263,0.063182946064285,0.320895089299949,-0.820589010763861,-18.4280469726069,1.70273928426261,0.740387662350191,-0.593516987848098,-0.139482489484961,0.614855156005884,-0.363219857571586,-0.993097333473108,-0.314203860084823,-0.36142476770991,0.0494608915447223,-0.178419535391839,0.234585369175858,0.485095540214406,0.137072403872202,-0.182789823566554,-0.467876972198637,0.39740478246418,0.484975108119569,-0.506887653659881,-0.643167729768496,0.523529783448481,0.528217463704927
"8308",1.02547076261175,0.628523353314624,0.846257549805037,-1.16114974248956,0.289538988544054,0.377976718234631,0.367455511664136,0.329697830158073,-0.563464596390525,-0.578548468039507,0.632737032529476,0.975748350664132,-0.850596257086445,-18.7540500221681,1.68024385049594,-0.164324346606779,-0.20604630974759,0.15036380858335,0.51016664364693,-0.0975319405695461,-0.668740392389068,0.123223708288123,0.0637372357925421,0.227676920568203,-1.00534357364421,0.61978755528522,-0.222638954796846,0.0595049119897042,0.351874283049209,0.161611462295538,0.796533801761188,0.506812924167354,-0.106009158487664,-0.369551930380622,1.00646702551046,0.417090845640923
"1464",0.683664638623735,0.645651916310978,0.604565840833465,-0.976631643988863,-0.062656824289819,0.0906250507896026,-0.0897792639985083,-0.0170243699175342,-0.87814377720592,-1.0234065305772,0.115917144389378,0.323098332836623,-0.421439613334738,-16.6409385261972,1.51795756873295,-0.194363580996292,-0.213011480048363,0.00774797383133504,0.538335632476544,0.0121617729183774,-0.355331197685525,0.212182491725972,0.100962546449841,0.0371706649850404,-0.132682720041854,0.0629955676919805,0.156769687388464,-0.366510680754986,0.0568329045612164,0.160981042884623,-0.287430063679687,0.184192625924038,-0.0503223635190571,-0.123253904819878,0.486080388138935,0.265656321524919
"10510",1.26182075645531,0.704751958747183,0.989931923434656,-1.04340294750895,0.626238621945399,0.596824295262889,0.370430234296781,0.619185686605726,-0.495778829594709,-0.600117789503599,0.571256792303722,0.660039223681388,-1.17531146761748,-17.5729170339938,1.57465851434837,0.614620025210707,-0.319855555225408,-0.111784154346865,0.722575362196346,-0.223418124458674,-0.87090859827755,-0.196486847316662,-0.0610740603354227,0.0173108927265572,0.212227897277079,0.22988327738859,-0.377909841732061,0.185970979397822,1.04933456886636,0.35259777296691,-0.417172837616711,0.3234341575292,-0.411601199439828,-0.1716047562113,0.786413175899571,0.540218415393869
"23025",1.02427652682589,0.636442153082708,0.418106450895676,-1.26655784924654,0.330485534535008,0.437725233983375,0.4134243417162,0.3966863349989,-0.567735582678139,-0.906088538747413,0.37404051254816,0.645974252113502,-0.0406376274545492,-17.887684327392,1.62689740418555,0.247674523037374,-0.597890585586906,-0.261429170058295,0.410021452648796,-0.167394837832663,-0.680180447063446,-0.221973159324094,-0.369497499414117,-0.0718763484324834,-0.796131634587981,0.150529827311237,-0.133460576468775,-0.465405952419852,0.078931859522853,-0.302691692180277,-1.15276670434266,0.522403127607432,-0.711255724450642,-0.276029302985521,0.689326102768594,0.550547027106761
"20374",0.66508445122825,0.395537047636253,0.357508435075658,-1.60626181293238,-0.0240651718697612,0.190954448428481,0.125622923017378,0.135320763378303,-0.985469882840212,-1.11152357333806,0.0256049800384389,0.286800966191852,-0.835666242544119,-17.2523940371738,1.58065900118614,-0.464010587753376,-0.411827171357875,-0.168926617039578,0.757082455439265,-0.110582455470026,-0.848242875129572,-0.218126097094834,-0.295236398749304,0.144533532915815,0.8754138799295,0.378085369824016,0.169149879302173,0.677421959702507,0.323850545423207,0.390842866754168,-0.851466202762834,0.564230487422199,0.272255972772754,-0.0183125706712827,0.673929272239291,0.539694871193724
"23226",0.61639021525795,1.01393580572828,0.557342209426694,-0.908078288891633,0.0764128212630099,0.193381066809602,0.176503175551921,0.448923786455082,-0.64987562137224,-0.956765598476442,0.254375111832699,0.566614742925828,-0.805963576777753,-18.5480098113638,1.6617684590563,0.207459473694502,-0.150859975394873,0.134354913309958,0.946979738670491,0.101132946703459,-0.303186386510756,-0.0069141899756136,-0.0389176034749084,0.219436626256636,-0.403481675405972,-0.215887815795138,-0.516655338296363,0.835960586787668,0.346314459879346,-0.857561707442313,0.553402157254133,0.439693144454287,-0.24809105258145,-0.288117360970934,0.79620183483098,0.536064919433548
"5902",0.650019861472384,0.76158407480594,0.718885187911478,-1.51311257444488,0.211850314208213,-0.18414481982471,-0.0333219304117977,0.107210426095472,-0.982556464847792,-0.965283370251636,0.277379203911133,0.669434780783024,-2.19282247441056,-17.2487327755109,1.5703532012461,0.0517653540858878,-0.200306309631562,0.102433001456064,0.521331195289662,-0.171793987709452,-0.56428249965628,0.0858610609937702,0.148795638996087,-0.0595783636806498,0.140148832741377,0.136079944713593,0.04958075212071,0.169349182281958,-0.0424402276502757,-0.0929057889244299,0.169165427004157,-0.0476195116944066,0.105080607348469,0.293258842875892,1.06785813612837,0.19481244443785
"3845",1.4297576311381,0.470298980538206,0.580001079676139,-0.762246570769588,-0.0774511731248408,-0.0385417772756076,0.101824855549462,-0.14277317491073,-1.0564535215704,-1.25528825063952,0.149465296338613,0.15304526134717,-0.428923900342398,-17.4998320904408,1.59387486716998,0.301692063114453,-0.159475242953214,0.305204452857821,0.738680228320747,-0.00567651881352296,-0.266049760123139,0.0348319321847935,0.113355876059902,-0.0242797299903445,0.472134040125563,-0.107243019805861,-0.102478581868307,-0.0796221165885495,0.273054912910483,0.408059697760806,-0.211379166368936,0.272828677825902,-0.48227035839404,-0.189380744202355,0.85618338441158,0.358397113511602
"2130",0.481325547009656,0.696432499089842,0.493781488301262,-1.53697612416042,-0.343277295712988,-0.0148047196412739,-0.244356925449629,-0.0618356004113956,-0.929181664536272,-1.10307776489222,-0.211023886000219,0.0460192571396876,-0.784036800704075,-18.0329722577089,1.67781888086008,-0.126020739258751,-0.383275416323558,-0.14830819879038,0.52459519938512,-0.272207968663692,-0.690213844620884,0.00198862593215232,-0.345091312885344,-0.258865748461485,-0.212831863431108,0.796312005573175,0.297996420411539,-0.280087354954475,-0.27458325515254,-0.515710629048543,0.667736222163132,0.158706189860382,-0.389474280351962,-0.29211325398555,0.712180493619049,0.435756196648138
"13244",0.261787422119857,0.217855703167821,-0.176566406746913,-1.60935876468716,-0.285257509672489,-0.117148547598873,-0.0162819599649717,-0.0720266273420505,-1.0132075763667,-1.41314934283994,-0.139656270895063,0.204486197596864,-0.398881303747299,-17.000453769575,1.56823200325634,-0.14949240685456,-0.376215919863032,0.0973956894130112,0.836583013738083,0.114095168085977,-0.462011479072039,0.139046283039375,0.133360540118826,0.0562043831701889,-0.399847099399602,-0.693821557949116,0.98342951515085,0.429681638273267,-0.276089343117811,-0.0968291057364539,-0.628563180520128,0.469475448809625,0.554324958824432,0.217973846048781,0.627664873498527,0.527159000436632
"8378",0.497486993110088,0.514582241917515,0.300736836058449,-1.6954600520473,0.434175578499572,0.419202865564661,0.14562916931623,0.222279676932246,-0.942669043850105,-0.877967000017427,0.308576655450088,0.525350991670722,-1.17768294721967,-18.8303907285118,1.71536303851555,0.477396205103966,-0.417208587626044,-0.292606782958786,0.639006208568426,-0.221221980150529,-0.826771079427665,-0.0643659366416636,-0.151814233736105,-0.19653318323835,-0.31224517044123,0.324529528247462,-0.646483722532301,-0.449016550147035,0.530338472983304,-0.13097486499948,-1.12526174518611,0.419505992756692,0.252127442334967,-0.205806168520308,0.777085819635719,0.614910576957001
"2358",1.11487286192754,0.593585003677465,0.803138308842662,-1.29251630046065,0.196042500081734,0.514299752573792,0.458549032597396,0.351088660480209,-0.819578475525782,-0.767873343366658,0.501402871579954,0.680130887339363,0.358836625353862,-17.6825580161056,1.60966753372617,-0.236583480308651,-0.556520833076192,-0.301411644907786,0.359657037294298,-0.311911449085644,-0.652478427275449,-0.207185732023935,-0.353152579043657,-0.161493821430283,0.161009505399669,0.166273848842397,-0.0526445741523312,0.45132360448466,0.104001607371122,-0.274305557101747,-0.165864517242893,0.477332339234378,-0.333190013601653,-0.29859039118068,0.584476757449112,0.336612591836557
"13004",1.37815168523173,1.01104844007827,0.748607452389462,-0.999721858232692,0.223834622324127,0.116472120565671,0.13028949260471,0.206769467756108,-0.679135081034814,-0.96134240591752,0.278699868136942,0.610808632676759,-0.151469874762155,-16.9937831483958,1.54673708301066,0.319655960689052,-0.353220680596091,-0.131224433213672,0.524268473136201,-0.269720394147228,-0.667943563804598,0.00281583129111115,0.0376990023175256,-0.0443585654336634,-0.375079675400481,-0.0997205633611447,0.163104821444881,-0.0402315322183018,0.52390698490788,0.115128096175599,-0.115843089205555,-0.0754031241052607,-0.22756201861368,-0.30669437266511,0.524172563927136,0.447439602222521
"6861",1.39857840251872,1.47328351622714,0.744035400617796,-1.68930531743504,-0.377598993167094,-0.357146274720925,-0.14104577552148,-0.239033704516307,-0.967957454542477,-1.07456601200931,-0.373954163109622,0.102451851250808,-0.741960682258251,-16.824026726387,1.54591900135338,-0.0598947471531909,-0.0987015473119784,0.291630202804067,0.715668440740701,0.142898016962436,-0.230532995363178,0.10135799971894,-0.0320750893380152,0.088742872433666,-0.128737550393254,0.135970914240584,0.318314782442352,0.538878997099264,0.0902685945452381,0.234461253932498,0.637833856477474,0.0740054142714018,-0.144776527402507,-0.465922201715623,1.3808953724966,0.364788952607475
"8069",0.882967673771886,0.886299454485479,0.24970125432573,-1.34341720675804,0.418559146814431,0.163964759845904,0.319098372725533,0.385480828152082,-0.544448844071379,-0.975267727056342,0.288807057915261,0.525091863878613,-1.27212779542688,-17.241876297196,1.55225695537212,1.69504651374507,-0.463181405498695,0.0375915790286012,0.79105254823135,0.162923672458803,-0.492069438728694,0.159061863084053,-0.148533922199849,0.0280391978137591,0.0701466511438189,0.596437694701773,-0.380184582147344,-0.497051789553248,-0.742716413470529,-0.145839930021656,-0.249195729952255,0.814696821746776,0.231169521315445,0.0708963652930705,0.817215294754024,0.537432142843913
"21168",1.1720093758042,0.47629022723615,0.354415628548465,-1.79942357044992,0.0132090353756643,0.293253553809411,0.130990204786142,-0.041830225710256,-0.489827027409774,-1.16994126331338,0.164503647140723,0.472882383106788,-0.366382650589044,-17.6414756312322,1.60958464637577,0.291696864405309,-0.270344275775718,-0.229551867741135,0.47945198476683,-0.0116038957415071,-0.524203733840584,-0.11191657252515,-0.178929289108677,0.089812410013974,0.226344616401034,0.0332691171980696,-0.0472339626662849,-0.463518185489217,0.176060902841569,-0.401640046656501,-0.137639654310804,0.366597661681259,-0.083437828222097,-0.227351761559549,0.59280080641565,0.296051475601394
"1879",0.359087155275184,0.85502937445854,0.0338452675567006,-2.04512600265567,-0.232172718075145,-0.195032817804327,-0.32557139843749,-0.0492676689394046,-1.10984141686317,-1.20334461971989,-0.0815700235068121,-0.066808935737968,-0.675763831707348,-18.077756207205,1.65902134283891,-0.0224133653765184,-0.278448383573402,-0.0657838971503477,0.667174864847681,0.143471331531609,-0.282251802690894,0.181867576917536,0.0147568213612061,0.22751293967061,0.682970961462014,-0.957409051532629,0.116474873013112,0.266140710735303,0.347204908984674,-0.0663367339307263,0.0809213578105104,0.398114788702724,0.00652364950378136,-0.476522324849472,0.637575367936401,0.332314011039882
"19896",1.31888732441606,1.2554354967685,0.673253515887681,-0.375559037841564,0.513095444496037,0.418600640522792,0.709284288691169,0.358479486095088,-0.333567446213599,-0.515510424166923,0.535936329623049,0.790515206111932,-0.77962805159788,-17.2281516104878,1.53010757754679,-0.0281669696596091,-0.118649907594962,-0.0717190700318443,0.469595358069866,-0.0638725004271479,-0.414068463695715,0.156483584640031,-0.0794567881174911,0.249549128377168,-0.353874786532334,0.42639301118588,-0.262879403566976,0.070540260557208,-0.0691704817266645,0.135628053763301,0.0533135654542514,0.160689461819003,0.00361337096942483,0.0260658228821239,1.07236462840933,0.226347998943632
"23962",0.657062040398479,1.0717838832506,0.722826300110822,-1.24361658714516,-0.328833481859607,-0.0148221935659494,0.0152206571730096,-0.222901488858139,-1.04350155707531,-1.16538981458204,-0.00371903029394848,0.267673815812869,-1.02411118102126,-16.8798004221368,1.53028246325775,0.0829490227223937,-0.066139007707675,0.364657239761742,0.736291645468781,0.108055781298183,-0.18381206430862,0.0930344896120463,0.233405600046416,0.198848049989707,0.0279219047967547,0.403998318506391,-0.057702319809227,-0.128431554962693,-0.0228080150122991,-0.210372233683579,0.0100068611615181,0.196170848019051,-0.193389352821132,-0.105455561351016,1.0386751877093,0.233073036962955
"12208",0.999110102652414,0.385098495930003,0.582762884793972,-1.10936536321508,0.235687837952077,0.0718898106727469,0.0858341618676291,0.168583216422931,-0.763561789893346,-0.703139219054237,0.162448302526014,0.533563252791066,-0.836309934481897,-16.9600285935629,1.55712553823598,-0.223690820796948,-0.510550685695171,-0.104077949345271,0.580107166704638,-0.273718100075321,-0.5308029580638,0.0831378658550123,-0.365442260866947,-0.0202103752731652,-0.0818715451101428,0.0773806820073831,0.121478629914679,0.665832974280848,-1.1328264052396,-0.875149236751174,-0.368086263636987,0.298720887328819,-0.225089758782131,-0.544476101635739,0.983044449093529,0.404415929606706
"24037",1.09596393558142,1.071298468199,0.810906054852665,-0.768777683948621,-0.158296954693129,0.347355334003088,0.340853974572945,0.298454453684348,-0.617129755567165,-0.894155013165835,0.154098142983919,0.59661197746764,-1.99858841099837,-17.7865404863203,1.59401031742161,-0.169695442402539,0.0659806294313028,0.110407860660281,0.902574319916699,-0.0276641611048825,-0.460040893708484,0.500868815459539,0.104872459460774,0.272093347525001,0.0919561657887756,-0.0325807820548901,0.0628186182777477,-0.714498891710215,-0.260937533372085,-0.118279768487092,0.204921036419477,0.398772076844137,-0.0610534622459792,-0.224779202759111,0.745390439772181,0.407293385288338
"23093",1.12981584666749,0.375327853557948,0.982995649364883,-0.833432967500818,0.395201636190363,0.331448240390665,0.515130674563166,0.493149247682159,-0.370632876522409,-0.685566042543103,0.64251638514827,0.620073390735809,0.589772418406884,-17.1920399664481,1.56521510908272,0.241247654109682,-0.686799196563575,-0.370145087583171,0.32693467275585,-0.313884880161804,-0.930024604071027,-0.0676454918061142,-0.469938990315507,-0.0669357766153568,0.484418006207588,-0.144868529285509,0.0637559102923842,-0.214294049753489,0.266495938529501,-0.371610901320589,0.639739962033054,-0.0149559656435656,-0.362606687778357,-0.492505137507262,0.629973902831408,0.350536631856137
"1573",0.944679631675697,0.120081647832712,0.668775451701692,-1.46557118730193,-0.198865740813153,0.0816510607503269,-0.0814953981573822,-0.175977563575031,-1.01397937898467,-1.36962507828793,-0.300113435009205,0.0854168665249663,-0.405130752288989,-16.8774724416032,1.56202700676698,0.0949515546391302,-0.279589586603022,0.140467571437241,0.65346343297686,-0.193874571407798,-0.367684755360259,0.105258445105105,-0.359435652969734,0.107531877489789,0.16019621722153,0.200665142977482,-0.111548408277523,0.0443209040053029,0.325283149440201,-0.39657524974982,-0.157587270035708,0.336306434184514,-0.279458746951027,-0.533597997656139,0.922418287530001,0.317640575351209
"1210",1.05807070690862,0.38492016478735,0.641864398029038,-1.42627396621051,0.239346518518496,0.258762373140345,0.29091304099157,0.165420551593694,-0.579980096058914,-0.866463102514395,0.0163206867070924,0.61888981008316,-0.128620987917164,-16.8789594752002,1.53041226582358,-0.339471434993736,-0.304532521945637,-0.195170301018493,0.738019222701602,-0.0443605150574676,-0.421041078497819,0.145612672283989,-0.0983468865716786,-0.016271935558053,0.427296854660127,-0.0936126778496712,1.38869014755875,0.117919897202061,-0.476588961118554,0.420081337017353,-0.165955429265888,0.616594681217499,-0.337331946434743,-0.229075553290844,0.574032762729894,0.540919006537484
"19369",1.1290440906519,0.808151002074678,0.666545935234542,-1.4676290573961,0.172787759459842,0.337284865018359,0.270193260662594,0.430169184890656,-0.49625454040603,-0.638212413749391,0.40050804601775,0.295157528009109,-0.975255562214196,-17.1459719227027,1.55602098434473,-0.103190411840429,-0.318919915560617,-0.0250763901092242,0.497722607449557,-0.113595741012404,-0.65504381613451,-0.328125376548415,-0.364042075688452,0.00143005849359182,0.232161109667682,0.354575284670782,-0.0769968803494566,-0.124591307951889,0.0188331993408405,-0.100807150273811,-0.0596419587654732,0.311706455963278,-0.0841232862988658,0.114638687659851,0.792905464386995,0.340944101952997
"20254",0.0255371291211332,-0.197355630570956,-0.805402277639002,-2.06778500172211,-0.349619046489057,-0.31725056388703,-0.325817608697393,-0.289421393960523,-1.27842135267414,-1.46196226204904,-0.375965629279284,-0.0610990185480828,-1.15876789084551,-17.370579075429,1.64927153729429,-0.482038099104999,-0.5553466156041,-0.0379123755510028,0.454029117409696,-0.334405995257084,-0.905005872840906,-0.0812927847129526,-0.214881932469937,-0.269155217490356,0.515296806432872,-0.249536923330781,-0.307308576060138,0.809842496229815,0.677901419477587,-0.266546684446142,0.40473060612163,0.420868560047044,0.100531567527104,-0.184560642721555,0.936201103118725,0.684022112351327
"16495",0.815388790102359,0.628484337427468,0.684179414946525,-1.35452606873317,-0.067059564591109,0.0289447558520324,0.282209522331554,0.139194240731384,-1.10033894613529,-1.07915802885392,0.199946411579808,0.123422671322644,-0.290396510927939,-18.4123509976063,1.67808792851898,0.410724310299153,-0.0630532332881199,-0.0690792041111901,0.689396168729936,0.083436957679032,-0.317060733298797,0.0810307309064958,-0.284239070121686,-0.106671515118695,-0.39176920180972,-0.420762681624251,-0.0910537508834577,0.173356884840307,0.207992147169185,0.228740124131019,-0.520755248618768,0.328477582734965,0.0819119428719627,-0.249192139190195,0.524139261162658,0.299666324614929
"24026",1.25222042809262,0.971063838734231,0.223361415045963,-1.7665718705751,0.0864948130638724,0.34783188784211,0.373760464661052,-0.0767716828597878,-0.804977776329052,-0.875472415820304,0.422611252789414,0.387260489695002,-1.06455615617204,-17.419482771191,1.59662618896447,0.284947125180209,-0.39523335961852,-0.212641419073674,0.421529502180224,-0.331496234268887,-0.163645775801222,-0.138334563790343,-0.0752652664378429,-0.183475548067966,0.0342630020785138,0.171950666882364,0.0743288541492648,0.155673134709378,0.178012553256074,0.645158631908214,0.431952349278294,0.278640193321904,-0.0352093330358789,-0.17058914235122,0.803015210890035,0.315954825690513
