"","y_rep.1","y_rep.2","y_rep.3","y_rep.4","y_rep.5","y_rep.6","y_rep.7","y_rep.8","y_rep.9","y_rep.10","y_rep.11","y_rep.12","y_rep.13","y_rep.14","y_rep.15","y_rep.16","y_rep.17","y_rep.18","y_rep.19","y_rep.20","y_rep.21","y_rep.22","y_rep.23","y_rep.24","y_rep.25","y_rep.26","y_rep.27","y_rep.28","y_rep.29","y_rep.30","y_rep.31","y_rep.32","y_rep.33","y_rep.34","y_rep.35","y_rep.36","y_rep.37","y_rep.38","y_rep.39","y_rep.40","y_rep.41","y_rep.42","y_rep.43","y_rep.44","y_rep.45","y_rep.46","y_rep.47","y_rep.48","y_rep.49","y_rep.50","y_rep.51","y_rep.52","y_rep.53","y_rep.54","y_rep.55","y_rep.56","y_rep.57","y_rep.58","y_rep.59","y_rep.60","y_rep.61","y_rep.62","y_rep.63","y_rep.64","y_rep.65","y_rep.66","y_rep.67"
"11668",-1.24160417665086,0.296125218064021,-4.32677427529595,-0.000886342505853391,-1.58019430455786,-5.54251179859311,0.453681418433427,0.806032762852997,-3.46383787191231,-5.32915909556691,-1.16740278977955,1.39408615757804,-2.24635774768745,-2.17025491297619,-0.258239428255218,-0.815236492979891,-1.15068364985661,-2.37795366946723,-0.0820159420674042,-2.18523096082156,-3.0172197620274,-2.17807488907289,-5.03285359199857,-0.925801406297758,-2.2560015187908,-2.5190711630167,-0.78882174182848,0.452449158150948,-1.03913131295206,-2.85234868763436,-1.26703718553362,-3.06490168231416,-2.65903387230142,-1.95747157177657,-0.153176318447413,2.43325977608641,0.161406768272905,-0.40951143196721,-3.94448346479299,-1.77251810971088,-4.03941151017775,0.293630891422104,0.535741707202337,-4.93984534888824,-2.2436667687772,-2.80681656864041,-2.69806235212923,-1.75437071822234,-0.44012483753891,-1.02980203782766,-5.53353950707147,-1.17247933213578,-1.71237480390593,-3.66011670272696,2.12503284308481,-1.69084244647387,-1.15263744568648,-2.58608129802175,-2.98584528566682,-0.212121502447853,1.6362156101935,-0.745644552956077,-0.48929930182369,-2.17990789205862,-2.35073103675634,-0.313545700091164,-2.40580106619438
"23361",-0.273272290310259,-1.83371773293075,-4.81173415380563,-1.35153732685543,-1.48562592278587,-4.87214219001759,-4.88087052772592,-3.08785978931086,-1.01126716768615,-2.02381130329469,-5.08016568995248,-1.08339451050078,-2.00621945723397,1.27995362568097,-0.971866502461308,-1.23602296872566,-3.22771612169295,-3.43288661492355,2.1984045469237,0.0208889246407052,-1.16364973372802,-1.67855997075597,0.510478461993436,-1.23630821099589,-1.03687295505092,0.431947315532889,-8.34705880363063,0.497432572023724,-3.05065225559047,-1.99900206998389,-4.78863876842008,-0.777698224179224,-3.46194057215681,-0.875239920180363,-0.292598112500332,-3.23056004726583,-0.890621000096772,-1.01147614613007,-4.63875580138372,-4.16193824561738,-1.65090925624245,1.04671248314721,-1.14055675861275,-3.09529157890363,-0.546913462906816,1.72143080389075,-2.54933657740125,-0.592053462810789,-0.871804510711566,-0.286981751442773,-2.70662376607519,-1.32914439292278,-0.731418707695111,-0.122426347465644,-3.1918809116814,-0.784815122340825,-2.75709799719293,-2.55065739322175,-0.41248915566789,-2.15574276805763,-2.74442781944396,-3.17664001515115,-0.502835417952879,1.3675829767388,0.807139554648653,-0.346639673237104,-2.32148914835861
"3336",-1.06738900913956,-3.85070167179495,-3.3073799616278,-3.83262211154744,-3.18872682331488,-1.58310736330484,-3.05655444763816,-0.994246785663093,-7.28974044495152,-3.10314601349795,-1.97543988266303,-0.0935308030163084,-2.11746086671224,-3.02192450797159,-2.16298371655105,-0.311907116918076,-3.44868856095894,-0.500294952240055,-1.80915867932633,-2.78979648157102,-0.739893704174252,-1.1256100211601,2.2912055922192,-2.53174894336936,-3.99355206904859,-2.28054031104677,-1.17623413121774,-2.83051141122367,-3.4523817304594,-0.503204845183455,-3.15601676319368,-0.667259154058729,-2.02287730736338,0.750172003002374,-4.96133236964091,-1.17066106106072,-2.2988004714835,-2.09278917062065,-1.80288544980129,-1.65613988793206,-3.85122019221234,-1.29308187717387,-1.45843997035152,-1.96250295994459,-2.46111725470185,-1.7912929505296,-2.30493105533559,0.741592836730276,-2.38995856825093,-2.96147050054457,-1.7708184847512,-0.324889359208715,-3.84287505625488,2.71278166082466,-1.12371934258394,0.557192702956735,-2.46576207913588,-0.328098086460553,-4.98380101310189,-4.93364593489289,-0.613162097412674,-4.15944230900995,-3.92389554214712,-2.77591039849991,-3.5730701146744,-1.41564411568042,0.60423390560341
"18102",-2.41820896686813,-4.92033752900812,-3.9767981609606,0.201226162759802,-0.483950072104584,-4.08942690902314,1.1862227510489,2.31008843660145,0.890791411993367,-2.40747774097877,-1.59276401190687,-1.91000598198657,-2.1587657363769,-3.16407142419055,-1.49647764131753,-0.11546096149502,-1.4229633988785,0.796158488415621,-1.8591907207604,-1.17362873864661,2.3973294140228,-0.561863532080955,-0.162629616083098,-1.85445695428446,1.6304689399648,-1.70665979148034,-2.38020860068138,-2.6560051020141,0.716963160785898,-2.4848639961799,-2.98673619020533,-1.45527822934464,-0.678564919677331,-0.840822786829611,-3.04502464546241,-5.21369503350771,-0.128823177883245,-3.30914162525037,-1.38935029502191,-1.81668477606171,-0.95710387589891,-2.69876847731972,-2.71918347934668,-5.62778430615632,-2.2979662124885,1.02959541237551,0.316758752227747,-0.854475828641209,-1.8606267083607,0.894337941801572,-0.779385308109208,-3.97875357078394,-1.68591942531234,-2.13756929738353,-1.94099551450509,-1.99557290707826,-2.54471121423409,-1.03830830121634,-0.943723626788865,-0.103063269426587,-2.3852903253211,2.43782898957045,-1.19645301348,-1.70319496714689,-1.02974983031356,-0.79193704035756,1.12350065601841
"14148",0.276128156056665,-3.24561654228051,-2.40328576537531,-0.93445595504153,-2.36550513812548,-2.38983920325992,-0.432075425055554,1.44902396781026,-2.6299855697889,-2.10496655006999,-1.45388340449776,-1.63857677109537,1.09459702588591,-1.1480941163636,-2.60951599414929,-2.89825448332116,2.67516996588662,0.157682266195506,0.99324007309854,-0.103629300961468,-2.57145328931965,-0.537479668163749,-4.97598699677273,-3.71021133359902,0.154152650425361,-4.77460913476593,-2.43309644833042,-0.643057193285316,-3.81077379218219,-3.07253491325513,-3.39416115578554,-1.456864347883,-0.620496398826822,-1.29256347517101,-2.11392281724937,-4.49572934936042,-0.561895628739511,-0.00358241452534203,-0.309066951784888,-2.31109022198862,-3.70326959828251,-2.7624702507054,-2.93921317774545,0.128778693612817,1.22619394037098,-0.433306877196952,0.175574888945408,-2.33365063789132,0.546428796284663,-1.32762160449443,-1.44432416294472,-2.37000968460064,-2.24574559829953,-4.88948854955439,-1.61997697175398,-4.53308971281096,-1.09152473773393,-2.06910340666393,-3.05663878129418,1.3279598007912,-0.701102867352747,-1.17654874564752,-3.37880951153448,-1.15329583270875,-1.89421275343511,-1.7503147083784,-4.6368698036761
"9600",-0.819562544790248,-1.54287968706138,-3.17310551143701,-0.136584877172195,-0.0781297448982632,-3.49952803293308,-0.355477960576145,-0.981332825808777,-1.42106210635275,-0.783466788945786,-2.29074607588498,-1.06332860968776,1.39378902149693,-3.41754648836512,1.33735545556851,-0.943494922933941,-5.60607735871379,-3.3779545713487,0.931395014018557,0.418510718615639,-0.503719179542485,-3.06187433558812,-1.93060380247187,-2.07247357125063,-1.27494313156857,-3.50045872473556,0.494795504544037,1.07066295872574,-0.480851838777478,-0.369962113648648,-0.666582493181204,1.79079909500922,3.73406272977074,-3.82165846673538,-1.09920822855711,0.107283169317351,-2.87357059120535,-0.877374559813868,-4.02537400524643,-2.63434527778363,-1.47609758958102,-1.28549174996132,-2.44944656201897,-1.94482679577931,1.07427351826363,-2.90505864556695,-5.66292962776544,-3.93231154108459,-2.63103025155252,-1.02432834139255,-0.3396287150175,-1.2216382311783,-2.12894462417539,0.812252939169235,-0.980306420851275,-1.44560064045635,-0.925989732592962,-1.64253869757234,1.02122255712686,-0.600041424368849,-0.717290838210788,-0.400063338653237,-1.49730055808344,-1.26252660947331,-1.23000088505096,-2.66437678336123,-2.30900408253338
"14693",-1.40879559783597,-1.64951376291547,-1.68293270862587,-6.50773587420406,-0.186735221759705,-1.52744177428065,-2.00523042035004,-0.594197523188312,2.91693511996798,1.20218261563998,4.23931700270482,0.273421027871835,-4.16349545744644,-0.102446785213313,-2.72580115547587,-2.44088798817355,-3.34985927761819,-0.884377954638285,-0.823184571865673,-3.99268332082072,0.926976412784642,-0.981540514067728,-2.49512240133513,-2.04254963995069,-1.02277905653099,-2.43698570992032,-1.39527915800631,-0.657478761256986,-1.44658857956118,-2.30924476666893,-2.15076763018682,0.896422403602301,1.51911073201561,-0.85866328820635,0.48703991398318,-2.23155196709021,-2.1899284437697,-0.369505070405195,-2.61319046108417,1.67271504530155,-1.51289255121303,-1.43144440873529,-0.0334777764642738,-1.50951512832056,0.425116813902562,-3.53161244551982,-2.66364069566007,-3.39646412690976,-3.22749116499381,-3.18460834582698,-0.74133735706579,-1.46078126925258,-1.11684142380054,-0.749618472385523,0.163597860075387,-1.84943076976623,0.534911047988918,-3.3662701304637,-3.30270360161126,-1.29325759739368,-3.63268717395262,-0.263672690394059,0.933635378282851,-3.57758347944561,-2.40887528678696,-1.64085860925218,-3.75708894691726
"21192",-1.8033416439971,-5.66195268662721,-2.49518668781067,-0.265590399041177,0.297195368332417,-0.204476588598539,-2.91307723012106,-0.0114356521986927,0.0158646310350349,-0.484786349388023,-1.75586381213964,2.77900830782965,0.556457366191438,0.00152690539031959,-2.45181361926743,-2.95588323963978,-0.559607202058165,-0.924237544435918,-4.11622683776911,-1.12237025089482,-0.886760952701195,-0.932985856570621,-2.07545514947611,-1.98310947262922,-1.29963685582364,-4.17733460315492,-4.39738709963117,-2.4620996601856,-0.168328616399192,1.17761122340237,-3.73043725315084,-1.7857914745839,0.588828723440607,-2.18142589569583,-1.90924338740914,-2.16942030248289,-0.416248763774262,-0.768254502324911,-0.898909756751949,-2.63052373582618,-0.513453371686969,-5.05231873354635,0.708071350373092,-1.61837776825763,-3.05331726190301,-5.02029949390994,-0.828491623811722,1.4990078664025,0.606762291172908,-3.48530369638328,-0.327843078240364,1.68356813845285,-2.37786474595296,0.292226363892998,-4.0709504722996,-2.09284534676371,-3.29163228700561,0.0604291049541155,-1.63714684493969,-1.68317294075896,1.70552878408709,-3.13094716152781,-0.0634851646076866,-4.95916420991776,-2.69061819444312,-3.68687649146242,0.623526075082568
"24392",-5.18138273138117,-1.37326811255976,-2.74618741188657,-2.35765381719717,-7.46199890783603,-3.2937136676942,-1.32685608409608,-0.378179193426694,-2.72956830122459,-0.695565829117822,-5.89567527052159,-3.11915489764066,-5.57631935151048,-4.11242734811225,-1.72636215960444,1.38403537488998,-1.6912168964702,-1.99386498359683,-3.88226131530214,-2.18803336897283,-4.72950886226313,-2.01402166948503,-2.67770311427764,2.66214887962022,0.333764621043346,-0.483947716386478,-0.78423758736082,-0.576596183377619,-1.21285366138346,-2.90382547685739,-1.48248254278637,-1.2922887258119,-1.54290490586838,-1.89263701764,0.628107832070328,-2.79143105651133,-3.06362107784849,-0.111593564499452,-0.632419434562884,-0.578022023030723,-6.8787004517212,-0.798176038967146,-2.5834653425908,-2.80665563876465,-4.27682961117291,-1.10563774208405,-3.27095748699013,0.782029290326394,-1.46135172828667,-0.929350468048582,-2.13840811614655,-6.15119588177644,-2.38151741572994,1.27755174779176,-0.175563337641193,-0.552366574192146,-1.09701147605357,0.764425059654566,-5.03278137509923,-4.17935632521058,1.50205598615332,-3.34262791644214,-3.82325000048834,-6.4779642718458,-1.79945323531191,-4.83796111792517,-2.65103983191502
"17638",7.50671174532138e-05,-2.43380368924856,0.714016247314665,-5.31232105714657,-1.38824453252849,-2.01666512831052,-2.49348506141514,-3.49969544797134,0.857588115044309,-0.0829962177447107,-0.463662824693303,0.0905097864392489,0.0812619204608295,-2.72485976455313,-1.42414870023651,-1.80891942441415,-2.30340615370933,-2.02408387526768,-0.29597277122496,-3.00867292885136,-1.90240466142255,-1.15345859007423,2.54678549895131,-4.72686887080517,0.707942156067324,-3.71326887064374,-0.82131858939217,-3.10369017989361,-2.65941414453594,-0.558891334172788,-3.24474302240995,-0.541062648039195,-0.190741469952044,-0.15289699049224,1.29187116845752,-1.93538761227642,-1.79113690356266,-1.81985790623607,-5.07048777086614,-0.927891384808003,-2.97468173986973,0.0595841262559504,-2.99985739590487,-0.136149889007056,-1.26228201555293,-3.89550676698958,0.367348567384249,-1.33673497536183,-1.34692635573331,-1.02540703121981,-2.12660500632952,1.03855043003473,-0.505540719612829,0.876568662224574,-0.0423626028436573,-1.98742616012841,-2.82261534027951,-1.50243116913795,-0.159892503666885,-1.57678233191704,-0.397359874825303,0.0337179069511654,-0.795016724278532,-0.539751676701543,-1.30861807206603,-2.54607394380293,1.71144633575095
