"","x"
"1",0.350911343495988
"2",13.6206929386271
"3",19.941239180491
"4",0.504672583894021
"5",1.42197870443839
"6",0.544507568381025
"7",0.920533569035848
"8",3.40000657587583
"9",20.4152280878656
"10",16.4783601367121
"11",5.46129180241461
"12",3.66152723899289
"13",5.98919833672759
"14",9.30585762024315
"15",15.1753017919095
"16",6.72628989079069
"17",14.7426091594183
"18",1.06578730697498
"19",12.0543713354737
"20",3.31463083208779
"21",17.1609800213979
"22",9.72638129649359
"23",7.60482253846555
"24",7.07363816752021
"25",1.01192147927927
"26",1.54111372328732
"27",6.91079827020467
"28",17.0715873090415
"29",2.89276377041266
"30",10.3679755300314
"31",7.7294606403308
"32",0.703659265485945
"33",1.78688565572571
"34",6.12969615008692
"35",11.2321498288703
"36",3.67173035686918
"37",19.7383503927034
"38",14.064362439341
"39",15.0368397430705
"40",3.9639984076171
"41",9.99907415697093
"42",3.21225793560187
"43",15.3952024452005
"44",20.5083022126036
"45",5.57141967655388
"46",0.58709619239291
"47",6.00285829068337
"48",7.54920530398676
"49",6.25186308856228
"50",4.16279871459684
"51",6.55917083692546
"52",1.22409421507375
"53",0.219338582665493
"54",6.91183813996406
"55",0.826162400756405
"56",16.4319596981701
"57",0.58047938987848
"58",24.4151680695704
"59",7.40282899100641
"60",0.0572760009605139
"61",13.7205813685368
"62",2.13666673283017
"63",7.54925544609249
"64",2.60958553562637
"65",4.51282017678333
"66",5.48773011627225
"67",5.4655855362962
"68",15.7924569602599
"69",6.11689183762163
"70",4.26460613705049
"71",4.76347514894458
"72",6.97409787588655
"73",6.13737370466177
"74",9.49743256020603
"75",6.32295569639283
"76",0.215142089626942
"77",5.48981367024524
"78",6.24385221681459
"79",7.31490099214455
"80",11.7204357583639
"81",0.633098684349169
"82",5.9043387971805
"83",12.1537692519164
"84",5.89893243019215
"85",5.37612108894858
"86",2.28876376112453
"87",17.1750538679121
"88",2.54703753402805
"89",0.241855362706355
"90",3.99029268142014
"91",10.8964391684939
"92",22.909586673391
"93",0.118591748058756
"94",2.38519025587992
"95",8.43430486361866
"96",2.0107706280493
"97",7.3272727905454
"98",1.97600062971657
"99",8.15880302943411
"100",10.5932950957918
"101",6.19018611252175
"102",10.350553053351
"103",11.4812478334389
"104",8.89448969646539
"105",14.5120200303692
"106",6.96130161470178
"107",6.03370817298774
"108",6.87331839798372
"109",6.66800859235239
"110",2.43212292399831
"111",4.44943894478372
"112",7.62364481179217
"113",2.8867153189111
"114",0.936540454155242
"115",11.2328881068054
"116",7.92889830798122
"117",4.51259044094831
"118",8.6884312762769
"119",2.1725247625999
"120",9.56684368383579
"121",1.73667281554219
"122",8.94932977483385
"123",6.76459381403242
"124",1.02352826127932
"125",9.34310021044867
"126",7.0234619564834
"127",10.5659322174025
"128",5.64980494615546
"129",17.9029426513471
"130",6.29584174831842
"131",13.6732089461523
"132",2.67856270646539
"133",9.81230833478183
"134",4.10113790479793
"135",10.122492067123
"136",15.194140860592
"137",11.1499799665228
"138",8.89391557301374
"139",5.63923860609149
"140",3.7217515265382
"141",1.70544294967899
"142",1.40743024199053
"143",9.12198918843526
"144",4.65681187069877
"145",15.8931219753848
"146",2.0964833137721
"147",13.458501697328
"148",16.8662073273953
"149",3.77510774989242
"150",19.359496580676
"151",11.0691915709696
"152",3.71603204269986
"153",5.53255956937485
"154",0.841808676822688
"155",6.65196792377263
"156",5.91241013104833
"157",2.44669527365723
