"g1.alpha","g2.alpha","precens.surv","fruit.disp.informed","fruit.disp.flat","seed.num","kid.mean","kid.sd","f.alpha","f.beta","f.sigma.plot","g.alpha","g.beta","g.eps","g.sigma.plot","pf.alpha","pf.beta","pf.sigma.plot","s.alpha","s.beta","s.sigma.plot","sigma.year","sigma.yr.1.","sigma.yr.2.","sigma.yr.3.","sigma.yr.4.","y.beta.1.","y.beta.2.","y.beta.3.","y.beta.4."
-5.04517096289111,-5.56631295441358,-1.64464911361821,-2.91745230815999,-2.98857048517395,125.138179681769,-3.37978379835962,0.817672280682788,-5.7128772178782,0.667912275031141,0.152881176206851,0.792641792054315,0.906881627206431,0.85076374682424,0.0368950225792052,-20.9127109940651,1.89956516696993,0.433902514968007,1.40002703017165,0.344793212770664,0.15459549394303,0.3148768724666,1.05066533319491,0.228292507045753,1.39886233991126,0.0412200863344506,1,-1,1,1
-4.99324111525365,-5.40694757706765,-1.38644803088256,-3.21958041208831,-3.19855277312587,124.489832383809,-3.25801559022173,0.623869096576624,-5.23516967427859,0.618933237983402,0.300073423320551,0.691711712689283,0.921241780605353,0.854421195143955,0.0437999654607439,-20.0719657380221,1.85624579649732,0.414374828533921,0.764094532922718,0.366665496631621,0.0590074931357436,0.306399517959686,0.86538646663941,0.485879294229893,2.25741731762161,0.445891288959353,1,-1,-1,1
-5.03734783541842,-5.63772518391421,-1.73194322967031,-3.16880672629427,-3.27299519870358,125.037476666212,-3.32708096240707,0.654163238348196,-6.54359603220013,0.732528519951039,0.187109198535011,0.926158197151167,0.90407848612931,0.830217438120053,0.10456263612747,-20.9111245486714,1.90002825192276,0.320017068953501,0.174683727486713,0.317646185527105,0.151205610536783,0.236379086664728,2.20458607951437,0.461447810821455,1.30944282422399,0.0139430762398947,-1,-1,1,1
-5.19480779417756,-5.49712214793962,-1.89061760241807,-3.09408152742935,-2.9872216468199,124.214222290397,-3.02371849638923,0.846269212558003,-7.00224812840785,0.74544883167658,0.374980850444045,0.949133340928882,0.900985699789194,0.86236268928559,0.0395276261079867,-19.8794939960535,1.75322245510925,0.607833104293417,0.201805988545697,0.353626188371307,0.141026560165582,0.391529736134657,0.537295250304088,0.109704153045658,1.68393533737457,0.4121356918838,1,-1,-1,1
-4.95579451906431,-5.50032737629991,-1.26032233838376,-3.25189847626948,-3.27565068667831,123.422398024158,-3.18345369521025,0.479996176830085,-6.50344917193979,0.703308116787082,0.328088526574524,0.971966542396343,0.906917543177421,0.843080806771415,0.056265574512811,-19.9481713776243,1.77838371236944,0.605497799739189,1.12282708700221,0.315430033952899,0.0704103003635984,0.24324622233864,1.50182681487033,0.0227679610895346,1.33255810270104,0.405969578787742,-1,-1,1,1
-5.25767109152765,-5.39262448875897,-1.3810214310864,-3.1427614757904,-2.64063378995299,123.778790228503,-3.04858290153204,0.688762528197819,-5.59122851957316,0.648466059188173,0.321792901198767,1.05946764412978,0.908966786633959,0.863985861225179,0.047677648470957,-21.422943006584,1.93505693012316,0.407564749993547,0.627263450849884,0.371374940051261,0.0817419906458339,0.240741140622804,0.895234431098419,0.188337201567152,2.31011342071128,0.231718878775031,-1,-1,1,1
-5.1797239560558,-5.51710704495531,-1.1107566850487,-2.97983965456699,-3.12841010704332,124.050214829553,-3.21280788282213,0.508965192587037,-5.96855848523972,0.663045087302073,0.321058875960843,0.755340379230102,0.914483240139043,0.855929281558833,0.0244185104665941,-20.7495333725204,1.80370196242434,0.293850977411781,-0.061612852253358,0.382965377007459,0.240946210217122,0.0202426548212289,1.16959375955384,0.419542178139263,2.06801144981775,0.37123815450978,1,-1,-1,1
-5.07414762875729,-5.621686815503,-1.96787303332045,-3.33769803099509,-3.1637320154759,124.449595509915,-3.10449049712708,0.757766151136711,-7.0327425050867,0.774046335412762,0.388666335297364,0.906823932152714,0.911910277187595,0.85983563118351,0.0631938051620584,-19.7108718078536,1.71950267426278,0.641945311543047,1.16262084041982,0.334478974872085,0.160972796439672,0.15665153832128,1.48378239409467,0.18759765418159,2.21445703565545,0.422419195623898,-1,-1,1,1
-5.1314971078489,-5.47013171792117,-1.2735676822568,-2.96631261429149,-2.87029953884194,124.675164872919,-2.79006672597761,0.713537527153448,-6.93099448178452,0.737244179618152,0.247964899002327,0.971954982009409,0.908215989329415,0.843036453326116,0.139813321502263,-17.6228320972769,1.73208737916669,0.464122533924562,1.72425478443046,0.328168768590787,0.104059619218867,0.243815994773672,1.17229970405351,0.0266139961875386,2.23385932235319,0.364744429268979,1,-1,1,1
-4.9736468405826,-5.39987676189934,-2.38857806333319,-3.40360329732589,-3.16714150410207,125.868971109724,-3.07221583956695,0.766508386640838,-5.88085227509044,0.633465261843136,0.280568473216723,0.808257008131877,0.912523544198906,0.850792398456676,0.0764392538157868,-20.851019589282,1.78538744031289,0.336512621676829,0.322886454922068,0.378634273279463,0.153948495890594,0.2823000233865,0.624883989250964,0.0438912895637793,2.00754583615126,0.495382668263602,1,-1,1,1
-5.19365579768551,-5.40452243902037,-1.09761522014037,-3.04914171896728,-2.79125654895734,126.840278058531,-3.23756379260724,0.853992561320519,-5.6464127867861,0.636987048368258,0.135573689675112,0.942814363712053,0.913541887487832,0.831109578448178,0.169557631223841,-19.0642784468401,1.77141100291547,0.432877024867496,0.16505650668375,0.359917063964516,0.259579647985141,0.262838422831015,1.38409520291321,0.19254008636738,1.28466586355695,0.137518319970905,1,-1,1,1
-5.27531221473779,-5.48595935608375,-1.75444728362133,-2.78884522473499,-2.89326831878825,126.078046230695,-3.413231762382,0.6213309757407,-6.19098602943621,0.701769796959593,0.213131189410624,0.499009346874211,0.911941858859834,0.857283673942588,0.0745561444617748,-18.7725234079655,1.75161800186444,0.446779541105686,-0.157676983081594,0.364959813627256,0.0599550448803695,0.472059340545418,1.26006469939781,0.185536488186973,2.21622805285346,0.486639043459635,-1,-1,1,1
-5.09452275440097,-5.37008713627744,-1.58393653179871,-3.03489198072997,-2.9155260260798,125.034390543935,-3.29767604049323,0.842892763431474,-5.50801734751225,0.641603957916407,0.189074696335782,0.884509443730852,0.92073428513265,0.840689221134057,0.0291726233105279,-20.6403494753826,1.90002359979945,0.466637063255053,1.06789225736367,0.36873440964572,0.000165405329250697,0.197144820129275,1.32537547006292,0.455567899291092,1.28966876807686,0.369409439318351,-1,-1,-1,1
-4.95856143190076,-5.42827516830614,-1.88576354658588,-2.65680661881978,-2.98248894014593,124.53711372238,-3.49142813881461,0.87141005207766,-6.16124754276311,0.672235249344436,0.20046359412242,1.17438625551061,0.914427438608582,0.84144040438916,0.0427168529710008,-21.2707174294981,1.91828482205084,0.435067188493672,0.4314158769272,0.333871212807737,0.109498630991976,0.45719696812464,0.657491134631626,0.329504434843959,1.92958619966805,0.107484921978164,1,-1,1,1
-4.95295197191631,-5.39791376338806,-1.18376619523882,-3.01633470045424,-3.04504171426249,126.816104959955,-3.19828308436104,0.705622644588339,-5.89508615061785,0.648363307147788,0.308414105893924,0.978321336844017,0.925450713288738,0.850835748120519,0.0913475767816875,-18.0533827883409,1.55973898154097,0.35503667254042,0.320370976700682,0.329010879538932,0.0907995569784611,0.289500995183574,0.36748566812414,0.0988831273599664,1.60104020556901,0.304506407417626,1,-1,1,1
-5.0649798931537,-5.61414460395304,-1.99678178433858,-3.13936151890823,-3.46920838519706,127.914425560378,-3.08800022311484,0.794872508524643,-6.18311079028804,0.686444967178238,0.259735673593236,0.885320411899215,0.910604863924455,0.855536974996976,0.036653987414836,-17.9857692353838,1.68106329107773,0.294454841732149,-0.0136548460843925,0.335189456164056,0.0622757557738403,0.386376445374537,0.988246699141573,0.136017808479583,2.44128434334715,0.184522480625535,1,-1,-1,1
-5.24941066609153,-5.45770764173824,-1.69917503347706,-3.3604361997621,-2.77313662027842,124.534310666656,-3.4261554882468,0.789342687803448,-5.80203538920918,0.672942547006312,0.187087076129572,0.702976073418577,0.916703011845523,0.854702503320497,0.0391835991695736,-20.1104003629013,1.82592825748796,0.0726039369483066,0.0381121757381346,0.35370150626445,0.203351992930247,0.241602131913246,1.01943826636666,0.180293957782326,1.4784851285652,0.170549611531176,-1,-1,1,1
-5.22584158216521,-5.31722325327324,-1.46331963517773,-3.11248634990911,-3.02116829039633,125.557416130567,-3.45090395905918,0.771175175648814,-5.83707744491086,0.665620240183368,0.235142547696695,0.852957685557441,0.905298200086391,0.848043731805248,0.109538251684315,-20.6976825143536,1.84548708531264,0.377536641187543,0.460279779948414,0.408532300534488,0.140844712000249,0.123764959961791,0.631977155909299,0.192716231126564,1.91582176589162,0.418856236207319,-1,1,1,1
-5.20174324457283,-5.56069479609412,-1.79843714196136,-3.07567835668873,-2.94930309440732,126.227859206248,-3.16887899396925,0.954269975223979,-5.65306637402513,0.65925074608867,0.340950008660365,0.791298120728719,0.918968073193193,0.860677613168403,0.0549697445149501,-19.8216298423443,1.83523818993916,0.416037751501189,0.313663723869492,0.377042215642004,0.296903925821993,0.0237177929161541,1.17427571645563,0.31768183815943,2.25279394711804,0.811360149063372,1,1,-1,1
-5.03864148489775,-5.41305592076744,-2.41450845418484,-3.12791540935953,-2.94645667684547,126.29030084049,-3.14077185645234,0.593748087672677,-5.97118650111482,0.677182735352173,0.19974527216333,1.15273775338309,0.903903142246564,0.839925988459266,0.0393628244709601,-22.8605904074267,2.07367051627813,0.213164493551053,0.412973069391229,0.324213188586376,0.252542196021051,0.323220355319699,0.919158268249984,0.247729337640119,1.87951845183825,0.312983317933658,1,-1,1,1
-5.02395302952866,-5.62348017598499,-1.5245428478761,-2.80665238263249,-3.37949090196644,125.186357070477,-3.24317775750124,0.655314511345321,-6.74976954091204,0.763745187568151,0.226102014722603,0.687541716764466,0.913801436024601,0.828071786644208,0.0743071163300896,-20.6675592093264,1.92199736396742,0.269759997354188,0.570468020087384,0.395546237818267,0.0189229849392651,0.429298521535708,0.833560950929944,0.461617554950694,1.08398448410159,0.116049719275439,1,-1,1,1
-5.06264808250912,-5.33885426839198,-1.69339764101086,-3.00070272810875,-3.2494817507742,126.056207305293,-3.00587614380618,0.864275520165528,-5.37792284662603,0.64129668562548,0.285670044832546,0.726600325840952,0.911035533099782,0.839637768292749,0.0788956128600783,-20.474902738422,1.87088060042437,0.465853860554332,-0.331871858759793,0.396392443563617,0.253184133501713,0.354502209540409,0.96745733958728,0.0117037537273743,1.33685547917932,0.146302156780573,1,-1,1,1
-4.98677492839582,-5.78349607890679,-1.46348489058029,-3.15094422698452,-2.94999253471109,126.73955092612,-3.2102254400293,0.750916354084286,-5.8059604416901,0.685518004401996,0.13553288405671,0.996206313632668,0.91308164485618,0.851158039773354,0.0545189084637768,-20.6054385786948,1.85494041209522,0.371581381968041,0.268589993267293,0.386813797846408,0.0264048120072994,0.304454669430169,0.854699888722849,0.250956831792653,1.3789029001701,0.997208215122791,-1,1,1,1
-4.94090244235806,-5.56522862337934,-2.12600413666289,-3.06645634770674,-3.42717787415604,126.660180517331,-2.98685707688235,0.842019116933935,-5.11064024874891,0.601861872490819,0.27570400043411,0.677988284047879,0.908958085318492,0.835447646476565,0.0541882377966729,-19.936275816895,1.80465755720351,0.631527186273416,1.17577202199307,0.351404020130471,0.388350736336283,0.12032004271418,0.716638315242195,0.384678979852094,1.3052036000549,0.367607222066746,-1,1,-1,1
-4.95090648907311,-5.49079891244947,-1.50849024041809,-2.92480356778818,-3.15042538793296,124.0946151632,-3.35924159199168,0.70673450612633,-5.17640636087954,0.62591283578538,0.295677651747946,0.55005763769187,0.921426086936415,0.84252251664702,0.0568860083128043,-20.9359801124361,1.96721838867851,0.382488720750682,0.406145556352545,0.357609813613173,0.173575283981329,0.327934687542085,0.885665053454882,0.224449198134043,2.04446716314173,0.14410757741441,1,-1,1,1
-5.00975125829055,-5.63442508322978,-1.35532663230682,-3.22654242616672,-3.10731947271708,125.984305329973,-3.37613254735961,0.742904802506745,-6.1649393133465,0.685970728468683,0.29095373066839,0.900811871967541,0.90961160471599,0.83902728744598,0.0587089140162683,-18.6972972562753,1.78103892267996,0.485707302042839,1.90873612540346,0.309131484354219,0.259096263660133,0.15361644622018,1.64514577573749,0.172725316811036,1.41915611378561,0.318534628903253,1,-1,1,1
-5.08540180933512,-5.68676939539482,-1.49599824396357,-3.04255112907167,-3.26372302030334,123.700701201653,-3.41187476251893,0.737165561973091,-5.82394973596721,0.647982615703641,0.246331924168167,1.02284276139805,0.920683614044839,0.83245079497913,0.0704963603065556,-20.7598795030447,1.79813085930333,0.580303676985697,0.144224251478222,0.382584602092095,0.378099600790635,0.386534959008044,0.884202070452921,0.243627339423913,2.39499799970688,0.00858997086750749,-1,-1,1,1
-5.18022666633737,-5.25701870246232,-1.31024672017658,-3.03493855305642,-2.87820557081351,127.517222557403,-3.57858269561453,0.774313744770055,-6.33929705619934,0.738474785256211,0.271304771008468,0.859772146618909,0.900196397614762,0.838012635929547,0.0879491809334127,-20.4698005259652,1.84236495647326,0.543143176077438,0.0934246506997924,0.381268005636742,0.37133711614732,0.255449924229556,1.07526192712789,0.0467903383393328,1.82090140154436,0.657346898764371,-1,-1,-1,1
-5.3112964050605,-5.59291824702934,-1.61555049551618,-3.10831395150033,-2.72353491764075,125.312796970662,-2.99433953343933,0.793174595381096,-5.82842918839077,0.661056200775183,0.314543508075558,0.844087496041586,0.908275246008726,0.839673400860415,0.0686839905761686,-19.9172358460003,1.78595373992575,0.417690081393264,0.803924664531451,0.32961281260798,0.0420403220511478,0.0441431562538259,0.90702056462105,0.223863003856851,1.54181871146641,0.243085781188628,-1,1,-1,1
-5.19256206061011,-5.45747883752255,-1.46679921185861,-3.308616360442,-2.92214659918628,125.751987533995,-3.5637104546908,1.41256306370772,-4.81368257409046,0.573967409692957,0.306530775737523,0.75547493934562,0.915843831438796,0.846558274361375,0.078185497876606,-20.3222348740934,1.81803388633519,0.367961916376106,1.12182746198659,0.342474119148388,0.0969704636125934,0.217844217270504,1.00502220067544,0.127145998124002,1.15299651227182,0.525918595437115,1,-1,1,1
-5.21465558516245,-5.48711426682331,-1.49728080003877,-3.21645279752404,-2.75187237229363,126.99826612581,-3.09704328712533,0.918170331231989,-5.31047151128424,0.619358873229296,0.276897877307875,0.941175665117413,0.912015344438049,0.828831526711129,0.0634036317305834,-16.9935023754227,1.78891831614823,0.489329861357915,0.713957174081497,0.338576241323364,0.605073378734324,0.277951505303656,0.714282683851694,0.223299067351857,2.85396654924535,0.269028818916002,-1,-1,-1,1
-5.14273605369517,-5.6102018491652,-1.86092343841436,-3.54318257250302,-3.34481810633912,125.151627485393,-3.33003218967145,0.718667331167969,-5.57644951734644,0.647956791461251,0.315626143902606,0.703905636637811,0.918963514535849,0.85505339084155,0.0792283703919359,-21.0730783682273,1.78986492331494,0.320179676825624,0.484852507875411,0.391106522427552,0.159658951652707,0.320622904082091,1.22457081051235,0.199011970946495,1.39775749942955,0.0673622260264475,1,-1,1,1
-5.30266202896831,-5.44649920468098,-1.61556244701032,-3.23668530512999,-3.08090437857868,124.859953387852,-3.24867422947937,1.07040153761556,-6.47990678196035,0.6620609060646,0.274331833099436,1.00244897775163,0.920370469749839,0.835205755225719,0.0665790487478174,-22.0011467078089,1.89576429414539,0.322084654709017,0.359205381028198,0.402901175400135,0.0473663522429001,0.378190096301806,0.564745520655744,0.21071894476254,1.61104312586687,0.428017364588913,1,-1,1,1
-5.03464636580335,-5.37924686930128,-1.66118375511463,-2.96413767183091,-2.93464178388264,124.019489724605,-3.29834578780142,0.904072012773517,-6.61370102652308,0.733029864586564,0.19752398167981,0.894366713411843,0.896733186752136,0.841961498147309,0.0350941911002131,-20.7134757757884,1.85392398427099,0.533808900615528,0.669579250815909,0.36449773976485,0.0892977875092841,0.164342477439321,0.953036837780135,0.260198097956638,1.51913408833348,0.234473757689298,1,-1,1,1
-5.14899513401568,-5.36048956528735,-1.32936064240103,-3.05672815551665,-3.3922239699179,123.740093915256,-3.57716516732178,0.992822543658633,-6.72795853135335,0.719606671935212,0.231884280014509,1.05005407989701,0.917008072066303,0.864840508829381,0.0560888279800778,-19.0226482317837,1.7072667188073,0.274926753759005,0.324255466223628,0.369000522109039,0.0268512847295342,0.391011550337041,0.974061851226198,0.264471482478698,2.02091691825479,0.0414223014114563,1,-1,1,1
-5.06919773571459,-5.33903674086472,-2.1103219645423,-2.86007159816251,-3.08041177160773,123.724895024314,-3.19925987753413,0.773218071832913,-6.24683021368827,0.702849894688264,0.374537229399472,1.04883231789625,0.914174627480406,0.849552599411198,0.0559630042374301,-18.7307412009793,1.76366214106488,0.39438149556311,-0.529262330384685,0.440374166462099,0.443142447492025,0.121987844062752,1.2891360309456,0.277774492251449,1.84033564158512,0.202283107962601,1,-1,1,1
-5.14216814181874,-5.42803106876678,-1.50790226961479,-3.05301365360733,-3.17792314065988,124.789107799585,-3.07927885563437,0.680510104298613,-5.59693641116255,0.648516958849869,0.159954672616184,0.99898918989208,0.915764753097119,0.842564093211384,0.0882448657094533,-22.3486499621407,1.94801350286072,0.3190329487013,1.08276941392898,0.376005993067186,0.00851045406447061,0.0955111154548705,2.74598940257264,0.287526452418195,1.21436163630565,0.270653609517315,-1,-1,1,1
-5.10271186248096,-5.46795936916716,-2.2440777414112,-2.86921526832368,-2.87556187014725,126.862156164412,-3.27943956096429,0.663112131424204,-5.20110605728785,0.642912653187475,0.298004946639458,1.09798666405993,0.908744732743613,0.849390803481432,0.0451004195830235,-20.3828725562164,1.87038100018721,0.596473974551617,0.0369120455418005,0.400765782031426,0.090928123024555,0.223054142705519,0.921359652461483,0.19408257419597,1.78529517227645,0.409223815641734,-1,1,-1,1
-5.22917389660942,-5.38052387635521,-1.10248246404224,-3.33463243689932,-2.82490912840358,126.060354390078,-2.8151495843587,0.910078678422088,-6.64478922992056,0.729295329279861,0.273990761470431,0.833125093961613,0.920572102415691,0.861138612524439,0.0233367599707703,-17.9556626650205,1.70782854614304,0.479015515382578,0.449673086593328,0.376791333171549,0.329281006811282,0.249419619867453,1.11715161079482,0.147126351287409,2.32216850847814,0.219236849229307,1,-1,1,1
-5.18291221329142,-5.46114165178354,-1.90229959718109,-3.26182467128225,-2.79977996223263,124.37285748412,-3.08365985423328,0.753692046668019,-5.64300548064588,0.642215470870709,0.247483986246941,0.807431240475602,0.909010594042597,0.850271026687735,0.0692197449534044,-21.473142608103,1.81989791663256,0.294391597476209,0.967432845150542,0.3811891830813,0.131955673226863,0.286979026128158,1.53053255854057,0.0367160329061167,1.65740130027944,0.496197348202017,1,-1,1,1
-5.00045155332058,-5.57470246569279,-1.95448074535666,-3.22214364898692,-3.27150627613226,124.517638696232,-3.25012546952424,0.556853769629719,-6.38593987133328,0.721885676439976,0.469077778284125,0.6332519650245,0.905517376689865,0.852851014000119,0.0567217391265881,-19.1145535680714,1.71198732713894,0.339339515108968,0.344335084312906,0.37540231982695,0.595589110547142,0.37377699292326,0.678538614103804,0.0292606708766731,1.52087806394845,0.557769646374012,-1,-1,1,1
-5.16210412265385,-5.23659702798183,-2.3223061921515,-3.1333079348007,-3.07848161610526,123.413944770669,-3.19656071935789,0.807730031537731,-5.57945815526791,0.639664244730647,0.242861161022516,0.801769007754085,0.912419278038966,0.848680262008605,0.094679280641732,-19.1858749087608,1.79415280085126,0.37872776538424,0.774607501978067,0.33349461858402,0.593807953995204,0.0173912350953984,0.501844489992077,0.195676793412516,2.37670172853414,0.220209630262058,1,-1,-1,1
-5.06490276171944,-5.67178261243413,-1.6651494523476,-2.8020444603264,-3.15539727570925,124.404367872052,-3.13975352425042,0.683209551018685,-6.18316970529173,0.686344916507547,0.146397099774247,0.922513534290057,0.917968671266679,0.842704649593476,0.0591322024584661,-21.086479518911,1.90303073406398,0.460247925504511,0.305771306857518,0.378292072883551,0.106909730806385,0.258173026401286,1.05740514123183,0.263084032783831,1.38366120895543,0.120257801239937,1,-1,1,1
-5.09433811486151,-5.29429801665566,-1.60479891052245,-2.88166868027417,-3.24682933382339,123.982239044121,-3.05323586810442,0.588623165939713,-7.09327844993964,0.764862193639568,0.151927511976543,0.958514696198789,0.907663553424915,0.848767542658886,0.0356446423040831,-18.9336928530884,1.69976073614755,0.722718331022029,0.809823160735038,0.305220262428556,0.234993583842055,0.111929287528672,0.868439272604973,0.155960511008577,1.52177947120399,0.255467669166751,1,-1,1,1
