"","beta1.1.1","beta1.2.1","beta1.1.2","beta1.2.2","beta1.1.3","beta1.2.3","beta1.1.4","beta1.2.4","alpha.1","alpha.2","alpha.3","alpha.4"
"1",-0.110383373835301,-0.826351979077652,0.616802599949468,-1.1045901579848,0.719791346305952,1.15034402636295,-0.0323459537888722,1.692205440225,0,1.78827237446699,-1.42324391777045,1.5196713115166
"2",-0.110383373835301,-0.826351979077652,0.616802599949468,-1.1045901579848,0.719791346305952,1.15034402636295,-0.0323459537888722,1.692205440225,0,1.78827237446699,-1.42324391777045,1.5196713115166
"3",-0.110383373835301,-0.826351979077652,0.616802599949468,-1.1045901579848,0.719791346305952,1.15034402636295,-0.0323459537888722,1.692205440225,0,1.78827237446699,-1.42324391777045,1.5196713115166
"4",-0.110383373835301,-0.826351979077652,0.616802599949468,-1.1045901579848,0.719791346305952,1.15034402636295,-0.0323459537888722,1.692205440225,0,1.78827237446699,-1.42324391777045,1.5196713115166
"5",-0.110383373835301,-0.826351979077652,0.616802599949468,-1.1045901579848,0.719791346305952,1.15034402636295,-0.0323459537888722,1.692205440225,0,1.78827237446699,-1.42324391777045,1.5196713115166
"6",-0.355903669355112,-1.33727059601884,1.6484380665184,-1.4183160957624,-1.2109625793284,2.04750334927308,1.23706274746562,0.985824013704089,0,1.10884075232153,1.95361838169144,-1.05083677765939
"7",-0.355903669355112,-1.33727059601884,1.6484380665184,-1.4183160957624,-1.2109625793284,2.04750334927308,1.23706274746562,0.985824013704089,0,1.10884075232153,1.95361838169144,-1.05083677765939
"8",-0.355903669355112,-1.33727059601884,1.6484380665184,-1.4183160957624,-1.2109625793284,2.04750334927308,1.23706274746562,0.985824013704089,0,1.10884075232153,1.95361838169144,-1.05083677765939
"9",-0.355903669355112,-1.33727059601884,1.6484380665184,-1.4183160957624,-1.2109625793284,2.04750334927308,1.23706274746562,0.985824013704089,0,1.10884075232153,1.95361838169144,-1.05083677765939
"10",-0.355903669355112,-1.33727059601884,1.6484380665184,-1.4183160957624,-1.2109625793284,2.04750334927308,1.23706274746562,0.985824013704089,0,1.10884075232153,1.95361838169144,-1.05083677765939
"11",0.310528407533938,-1.67285343263501,-0.53659829235057,-1.82856916430631,-0.0915375600642784,-1.13290349957986,-0.143485624054321,-1.39441914666399,0,-0.526905171996476,0.457226091463661,-0.293199019184468
"12",0.310528407533938,-1.67285343263501,-0.53659829235057,-1.82856916430631,-0.0915375600642784,-1.13290349957986,-0.143485624054321,-1.39441914666399,0,-0.526905171996476,0.457226091463661,-0.293199019184468
"13",0.310528407533938,-1.67285343263501,-0.53659829235057,-1.82856916430631,-0.0915375600642784,-1.13290349957986,-0.143485624054321,-1.39441914666399,0,-0.526905171996476,0.457226091463661,-0.293199019184468
"14",0.310528407533938,-1.67285343263501,-0.53659829235057,-1.82856916430631,-0.0915375600642784,-1.13290349957986,-0.143485624054321,-1.39441914666399,0,-0.526905171996476,0.457226091463661,-0.293199019184468
"15",0.310528407533938,-1.67285343263501,-0.53659829235057,-1.82856916430631,-0.0915375600642784,-1.13290349957986,-0.143485624054321,-1.39441914666399,0,-0.526905171996476,0.457226091463661,-0.293199019184468
