"","beta1.1.1","beta1.2.1","beta1.1.2","beta1.2.2","beta1.1.3","beta1.2.3","beta1.1.4","beta1.2.4","alpha.1","alpha.2","alpha.3","alpha.4"
"1",0.174969987889102,-2.14182024882636,0.383754882825787,-1.09236918285988,-0.221924494374616,-0.812078031825345,1.1187682678848,-1.14992303083126,0,-0.282444353069026,1.54029155075868,1.79227993260112
"2",0.174969987889102,-2.14182024882636,0.383754882825787,-1.09236918285988,-0.221924494374616,-0.812078031825345,1.1187682678848,-1.14992303083126,0,-0.282444353069026,1.54029155075868,1.79227993260112
"3",0.174969987889102,-2.14182024882636,0.383754882825787,-1.09236918285988,-0.221924494374616,-0.812078031825345,1.1187682678848,-1.14992303083126,0,-0.282444353069026,1.54029155075868,1.79227993260112
"4",0.174969987889102,-2.14182024882636,0.383754882825787,-1.09236918285988,-0.221924494374616,-0.812078031825345,1.1187682678848,-1.14992303083126,0,-0.282444353069026,1.54029155075868,1.79227993260112
"5",0.174969987889102,-2.14182024882636,0.383754882825787,-1.09236918285988,-0.221924494374616,-0.812078031825345,1.1187682678848,-1.14992303083126,0,-0.282444353069026,1.54029155075868,1.79227993260112
"6",1.05613329830294,0.38802455629276,1.57098960323599,-1.76208538006855,1.249399000419,0.517124421267476,-1.7260023936974,0.102406733216452,0,1.67800103570226,1.55365148587464,0.875086535035371
"7",1.05613329830294,0.38802455629276,1.57098960323599,-1.76208538006855,1.249399000419,0.517124421267476,-1.7260023936974,0.102406733216452,0,1.67800103570226,1.55365148587464,0.875086535035371
"8",1.05613329830294,0.38802455629276,1.57098960323599,-1.76208538006855,1.249399000419,0.517124421267476,-1.7260023936974,0.102406733216452,0,1.67800103570226,1.55365148587464,0.875086535035371
"9",1.05613329830294,0.38802455629276,1.57098960323599,-1.76208538006855,1.249399000419,0.517124421267476,-1.7260023936974,0.102406733216452,0,1.67800103570226,1.55365148587464,0.875086535035371
"10",1.05613329830294,0.38802455629276,1.57098960323599,-1.76208538006855,1.249399000419,0.517124421267476,-1.7260023936974,0.102406733216452,0,1.67800103570226,1.55365148587464,0.875086535035371
"11",-1.40599503824143,0.298386344454812,-1.40701985433686,0.938142761154786,0.685254061563774,-0.889268763570029,0.925288708038072,1.10060182078535,0,-0.390569747531779,-0.508869464935693,0.391548495868377
"12",-1.40599503824143,0.298386344454812,-1.40701985433686,0.938142761154786,0.685254061563774,-0.889268763570029,0.925288708038072,1.10060182078535,0,-0.390569747531779,-0.508869464935693,0.391548495868377
"13",-1.40599503824143,0.298386344454812,-1.40701985433686,0.938142761154786,0.685254061563774,-0.889268763570029,0.925288708038072,1.10060182078535,0,-0.390569747531779,-0.508869464935693,0.391548495868377
"14",-1.40599503824143,0.298386344454812,-1.40701985433686,0.938142761154786,0.685254061563774,-0.889268763570029,0.925288708038072,1.10060182078535,0,-0.390569747531779,-0.508869464935693,0.391548495868377
"15",-1.40599503824143,0.298386344454812,-1.40701985433686,0.938142761154786,0.685254061563774,-0.889268763570029,0.925288708038072,1.10060182078535,0,-0.390569747531779,-0.508869464935693,0.391548495868377
