"","beta.1.1","beta.1.2","beta.1.3","beta.1.4"
"1",0.0294458311768768,0.191723870358031,-0.0224388236906806,-0.247191674723405
"2",-0.258761365410199,-0.0915447848009999,-0.303263074405699,-0.546224631008259
"3",-1.32578312857867,-1.156650131653,-1.36841733881667,-1.5915043740792
"4",7.61677133932261,7.78061715110667,7.5608101897748,7.32632968297885
"5",0.470137348149299,0.635449084376008,0.419008992105274,0.184845874798097
"6",-2.074427905161,-1.90416770704554,-2.11841731387863,-2.35140219254035
"7",-0.535029114100873,-0.359985336080408,-0.574140058823702,-0.8149004640143
"8",-1.28887251234136,-1.1208469152459,-1.34072166620843,-1.57620490012756
"9",-2.29253374827473,-2.13465738329309,-2.34950725615529,-2.57560800188811
"10",2.3229952494659,2.47775622158506,2.25106041585294,2.04253078640986
"11",2.03014202494961,2.20018890142394,1.98984727058987,1.738550625317
"12",-1.1669269931563,-1.00244307593562,-1.22126617748629,-1.45164148800542
"13",-2.18158026837312,-2.01621056125024,-2.23458863231243,-2.46719837300843
"14",7.62892691897707,7.80115128352294,7.58282098011861,7.35128251535561
"15",-0.24369388713968,-0.0907214930375649,-0.301135986757361,-0.547049510921355
"16",-3.35253003317304,-3.19191753479326,-3.41315324698808,-3.62652643359373
"17",-2.42876868643775,-2.26751397267921,-2.48990776926558,-2.73112113070106
"18",2.5206967058299,2.68238023641749,2.46541096950201,2.21360114525154
"19",1.54135003855369,1.70340036254024,1.48000118658958,1.23996503669792
"20",-0.560450548855778,-0.391749008869321,-0.616041632489369,-0.839493483205025
"21",5.04713114151336,5.21327125222034,5.00480652020648,4.75322207828159
"22",-2.07127463528185,-1.90640583474567,-2.13354931093984,-2.37540473786776
"23",-0.314841620238984,-0.152045330394295,-0.366189278568171,-0.584125751034281
"24",0.833553832437019,1.00027718100591,0.788217157299941,0.5638555408216
"25",-2.41477876689536,-2.2493514037301,-2.47430332859645,-2.69298760152383
"26",3.00048569588327,3.17174367711659,2.95450955166752,2.71308923631907
"27",-1.2512328663141,-1.0929723285547,-1.31065231211443,-1.52015206344894
"28",1.19429111608943,1.3582785266582,1.14459512768131,0.908004616647622
"29",2.81596839335824,2.98426891178721,2.75259874424977,2.54632387999294
"30",-0.388859219877263,-0.213057006594781,-0.434306493915536,-0.671576014186074
"31",-1.99944807758832,-1.83776371842897,-2.04450878376406,-2.28887019363707
"32",-0.811942582625691,-0.652431729097385,-0.86567727865757,-1.11151504303608
"33",0.242164951609556,0.408349875251121,0.198829486931065,-0.0397014324847074
"34",-0.614684487091003,-0.454358738088285,-0.675552716718727,-0.909444645779856
"35",-0.44804151541057,-0.282920262507356,-0.505905417730998,-0.724961418003505
"36",1.53974452322447,1.69519948428916,1.47993128266913,1.23482747720796
"37",0.301452838208152,0.459139534162416,0.249302660195897,0.0174726878545695
"38",2.24865472968474,2.41729884991058,2.1907817329007,1.95791902230457
"39",2.38509252656207,2.54667799309361,2.33427847729216,2.0900060464634
"40",-1.00832800866542,-0.844368013996783,-1.06224372641532,-1.26342791219721
"41",2.41353740578261,2.57434020906494,2.36030671939187,2.12839800482558
"42",0.393115355787104,0.552327017080784,0.323373649049274,0.0956760528292414
"43",-0.26342145259327,-0.10125875050414,-0.317901139006976,-0.546285196375255
"44",0.0587646060464547,0.224262932673204,0.00229185333126562,-0.234360635925176
"45",-1.86342151050768,-1.69116429412492,-1.90048569479432,-2.12559302818103
"46",5.1981951987924,5.35590502115391,5.13719560951983,4.90912866203461
"47",3.37270068665548,3.53169386023532,3.31477098488308,3.07631399691362
