"","vacvac","vaccrem","cremvac","cremcrem"
"94",0.932861561312962,0.0671384386870381,0.295966491019778,0.704033508980222
"95",0.93151871899296,0.0684812810070397,0.297769481195301,0.702230518804699
"96",0.930151029399743,0.0698489706002573,0.299578781245929,0.700421218754071
"97",0.928758113721797,0.0712418862782031,0.301394356505659,0.698605643494341
"98",0.927339590640034,0.0726604093599664,0.303216171597816,0.696783828402184
"99",0.925895076455814,0.0741049235441863,0.305044190435009,0.694955809564991
"100",0.924424185226245,0.0755758147737551,0.306878376219241,0.693121623780759
"101",0.922926528906934,0.0770734710930662,0.308718691442176,0.691281308557824
"102",0.921401717502378,0.0785982824976221,0.310565097885545,0.689434902114455
"103",0.919849359224178,0.080150640775822,0.312417556621723,0.687582443378277
"104",0.91826906065725,0.0817309393427504,0.314276028014447,0.685723971985553
"105",0.91666042693421,0.0833395730657896,0.316140471719704,0.683859528280296
"106",0.915023061918113,0.0849769380818871,0.318010846686764,0.681989153313236
"107",0.913356568393691,0.0866434316063088,0.319887111159383,0.680112888840617
"108",0.911660548267283,0.0883394517327174,0.321769222677162,0.678230777322838
"109",0.909934602775582,0.0900653972244182,0.323657138077063,0.676342861922937
"110",0.908178332703375,0.0918216672966253,0.325550813495098,0.674449186504902
"111",0.906391338610398,0.0936086613896016,0.32745020436817,0.67254979563183
"112",0.904573221067458,0.0954267789325423,0.329355265436086,0.670644734563914
"113",0.902723580901928,0.0972764190980718,0.331265950743727,0.668734049256273
"114",0.900842019452759,0.0991579805472408,0.333182213643394,0.666817786356606
"115",0.898928138835086,0.101071861164914,0.33510400679731,0.66489599320269
"116",0.896981542214542,0.103018457785458,0.337031282180296,0.662968717819704
"117",0.895001834091364,0.104998165908636,0.338963991082612,0.661036008917388
"118",0.892988620594344,0.107011379405656,0.340902084112962,0.659097915887038
"119",0.890941509784703,0.109058490215297,0.342845511201676,0.657154488798324
"120",0.888860111969913,0.111139888030087,0.344794221604051,0.655205778395949
"121",0.886744040027507,0.113255959972493,0.346748163903871,0.653251836096129
"122",0.884592909738873,0.115407090261127,0.348707286017087,0.651292713982913
"123",0.882406340133031,0.117593659866969,0.350671535195671,0.649328464804329
"124",0.880183953840373,0.119816046159627,0.352640858031642,0.647359141968358
"125",0.877925377456298,0.122074622543702,0.354615200461254,0.645384799538746
"126",0.875630241914701,0.124369758085299,0.356594507769363,0.643405492230637
"127",0.873298182871207,0.126701817128794,0.358578724593955,0.641421275406045
"128",0.870928841096047,0.129071158903953,0.360567794930847,0.639432205069153
"129",0.868521862876444,0.131478137123556,0.362561662138561,0.637438337861439
"130",0.866076900428335,0.133923099571665,0.364560268943355,0.635439731056645
"131",0.86359361231726,0.13640638768274,0.366563557444437,0.633436442555563
"132",0.861071663888193,0.138928336111807,0.368571469119336,0.631428530880664
"133",0.858510727704081,0.141489272295919,0.370583944829443,0.629416055170557
"134",0.855910483992816,0.144089516007184,0.372600924825722,0.627399075174278
"135",0.853270621102356,0.146729378897645,0.374622348754583,0.625377651245417
"136",0.850590835963639,0.149409164036361,0.376648155663923,0.623351844336077
"137",0.847870834560967,0.152129165439033,0.37867828400933,0.62132171599067
"138",0.84511033240943,0.15488966759057,0.380712671660447,0.619287328339553
"139",0.842309055038977,0.157690944961023,0.382751255907508,0.617248744092492
"140",0.839466738484656,0.160533261515344,0.384793973468028,0.615206026531972
"141",0.836583129782544,0.163416870217456,0.386840760493651,0.613159239506349
"142",0.833657987470831,0.166342012529169,0.388891552577166,0.611108447422834
"143",0.830691082095506,0.169308917904494,0.390946284759676,0.609053715240324
"144",0.827682196720047,0.172317803279953,0.393004891537919,0.606995108462081
"145",0.824631127438483,0.175368872561517,0.395067306871754,0.604932693128246
"146",0.821537683891164,0.178462316108836,0.397133464191793,0.602866535808207
"147",0.818401689782531,0.181598310217469,0.399203296407188,0.600796703592812
"148",0.815222983400166,0.184777016599834,0.401276735913567,0.598723264086433
"149",0.812001418134329,0.187998581865671,0.403353714601122,0.596646285398878
"150",0.808736862997195,0.191263137002805,0.405434163862837,0.594565836137163
"151",0.805429203140932,0.194570796859068,0.407518014602871,0.592481985397129
"152",0.802078340373773,0.197921659626227,0.409605197245075,0.590394802754925
"153",0.798684193673142,0.201315806326858,0.411695641741655,0.588304358258345
