"","none","cremvac","liomvac","othervac","liomcremvac","liomvacother","othercremvac","all"
"1",0.933840153543859,0.96469782033668,0.978947684047756,0.968049201208131,0.970086302629767,0.976972689545572,0.96673414192596,0.972147402834708
"2",0.930510517515933,0.971163950365673,0.953481258773543,0.971471968656344,0.966259682459154,0.96283616735892,0.974195115483636,0.956573509757831
"3",0.93785700216557,0.961582202487074,0.948722452020553,0.953696684304915,0.954930182507364,0.960384909651655,0.956235410048774,0.960272403569664
"4",0.920381851114556,0.97222301137161,0.957398663785845,0.958942266408874,0.974914774075177,0.96622950161525,0.973818227969999,0.965035939226523
"5",0.93709256182443,0.957971203211417,0.958296312989498,0.961348203681455,0.962867458441491,0.964470953957068,0.972077221471419,0.970732464747447
"6",0.944872453700679,0.939793099265129,0.962822674197553,0.960697876830753,0.974155212330599,0.969036434876834,0.948241986681967,0.960335941990849
"7",0.924432950348542,0.952564675895774,0.9453209290058,0.954826453081793,0.967585648389473,0.957155155548647,0.965944459586718,0.950053801594419
"8",0.937532260949691,0.961935518259185,0.969095262322952,0.968080372651118,0.965604133462848,0.965997059178108,0.969136663231929,0.960425120740976
"9",0.939321210624651,0.956306455507938,0.960678414920786,0.969339619421072,0.971630806823743,0.960908084750388,0.962362057540094,0.970045431069899
"10",0.941304666417033,0.962839826899647,0.956800989463756,0.969978638330403,0.965853967963976,0.968391083961765,0.968486452340195,0.956032870633343
"11",0.933368022366695,0.962034973258969,0.961171551293076,0.972660511591637,0.979861824138913,0.971945902675853,0.9673687657049,0.975691465213742
"12",0.922130545103514,0.95071575179624,0.967991883326827,0.977064868107477,0.978685203219731,0.974838536024151,0.967974401436194,0.958922623775844
"13",0.953975505487194,0.962300573690128,0.981139068557243,0.976865698225506,0.974324999111275,0.982366649473691,0.965037038464973,0.964328272745849
"14",0.940753808546611,0.954459100088889,0.96743977073509,0.968214940937451,0.964803069914762,0.972317666404384,0.963618966267448,0.960029270362955
"15",0.915297635031017,0.96105159541649,0.967343555142393,0.965217608362724,0.962824681637767,0.972870235115578,0.964056281112212,0.957826999441355
"16",0.926552677177686,0.968521211316001,0.95772330037119,0.96994229383996,0.969605612383424,0.974755139051091,0.961990219189012,0.975769870952539
"17",0.929879807174127,0.949907386050337,0.966104816532948,0.970850809576246,0.963018872511373,0.968437640262841,0.964828162548102,0.965720128774057
"18",0.931157017451441,0.970184946588742,0.972444698845013,0.95892030749834,0.971148300560667,0.97780790033477,0.97516500074431,0.964279108177777
"19",0.917875705149877,0.964553563943353,0.965853340665053,0.971053904894685,0.968585030674697,0.974481321158023,0.961651336532392,0.973286954688154
"20",0.920224646120212,0.954371985249843,0.963854721128215,0.960805583898483,0.95539056369399,0.958060711118309,0.948466978424737,0.956551729636308
"21",0.940218928022067,0.95446347842855,0.964975634145694,0.97891043811547,0.95762685920692,0.970121315264034,0.966963023694759,0.970109441103916
"22",0.925319338905303,0.972360256221721,0.961953430425644,0.956438805911759,0.961864293319817,0.968335644818231,0.951188418437853,0.96160504482491
"23",0.946616685685979,0.975170154228016,0.980094401430992,0.962515293410211,0.964231831084925,0.977059025820088,0.971771136666896,0.973014238934173
"24",0.92005926835556,0.972292570972203,0.961975758409984,0.96941538509242,0.971499856643751,0.965041240879627,0.960619654475157,0.972887875407086
"25",0.945588622606109,0.964763020571914,0.964022746666858,0.970727944998176,0.964971566047858,0.968329220828365,0.964525387333699,0.97254579016043
"26",0.919941363153977,0.959014254557256,0.964138271705602,0.977811216277205,0.96726887616474,0.967865499333006,0.962522771295,0.962308782867527
"27",0.903883207344597,0.97026577766587,0.942126874018947,0.958285169165192,0.964131506459641,0.966209048701463,0.955247348491096,0.95873336580951
"28",0.92955723099602,0.951252930000459,0.961300094299628,0.9638085534276,0.966213414909124,0.947290631613894,0.95103441424628,0.953125125511705
"29",0.937933373576599,0.968169005492928,0.968874876093512,0.970952044211801,0.972002363973667,0.97609579035731,0.963324630205142,0.968591959401571
"30",0.908636888173977,0.95069813399091,0.958152181118277,0.961872093099233,0.951983353243219,0.961205255280444,0.949990810900468,0.968832088809922
"31",0.935754769531236,0.966552158074277,0.962856529626308,0.970875106441708,0.964211917018877,0.965618392468671,0.963079262048932,0.96616018655484
"32",0.944510318411282,0.963116975404378,0.976072702534038,0.96017878304586,0.956634395109528,0.953218027195368,0.967731033282873,0.974713259656184
"33",0.909873087160033,0.950894283644491,0.965490785989895,0.970116292807787,0.9541546349574,0.961133291555426,0.95328637115595,0.961050529915868
"34",0.933661692476018,0.950803622409624,0.960259704635264,0.975666576293355,0.966690894337693,0.961235256923556,0.968061002833392,0.97068419824604
"35",0.940352336662174,0.965461146306876,0.966224388974198,0.976859326055594,0.961567980191671,0.981549531764461,0.97137208976183,0.978220688037848
"36",0.870816911457236,0.955793213277301,0.93709993339537,0.940537528272197,0.961205430467603,0.954607488931899,0.942853373931856,0.945660694777911
"37",0.94019131658639,0.969325623303738,0.96618688526737,0.959354586234659,0.965817328891542,0.965393761805352,0.965440425189262,0.965692624042917
"38",0.919780613347097,0.958594455059522,0.960029341443176,0.975948642287401,0.960192560379297,0.962036091137545,0.969477062592146,0.965981542423198
"39",0.94706994625009,0.966810727283265,0.970158678540144,0.977587897750798,0.964878484912375,0.969440240371372,0.972827256155969,0.9669164707824
"40",0.920024504015065,0.952659337571328,0.954861934964347,0.950679594983753,0.956392569088418,0.953818840344537,0.956643234907989,0.956730539944428
"41",0.926395529178224,0.964293761468525,0.965846286374592,0.971618679209813,0.965989669381006,0.967280232141202,0.966525220493232,0.969251311588172
"42",0.901613806925856,0.956459965462548,0.958060979881274,0.963457656408891,0.967688617845472,0.981415135735462,0.959154042000743,0.957344604204217
"43",0.945982067637387,0.970478826048384,0.963844397949638,0.979690426469797,0.967141558056323,0.973475951607327,0.973325001323401,0.972748381375852
"44",0.938247320661433,0.964371332504599,0.972487882098425,0.962988672762428,0.960538102491801,0.967340024930887,0.968153635581494,0.965268780468277
"45",0.917115002109675,0.951033936293074,0.964535168881737,0.967373209473285,0.971379890243201,0.970597213819474,0.964407264174912,0.961360682166425
"46",0.938398313392299,0.950764336092168,0.967801349246007,0.966617983156151,0.959663367184306,0.968032220172872,0.95753293002001,0.95480250738794
"47",0.909165079778295,0.944328491383754,0.96039825438357,0.96750166433174,0.96644394671364,0.959212760453115,0.948996789665387,0.965282013273235
