"","vacliom","vacvac","liomliom","liomvac"
"1",0.00823816709256662,0.991761832907433,0.0289723675673919,0.971027632432608
"2",0.00848593315697176,0.991514066843028,0.0298249697208603,0.97017503027914
"3",0.00874108520502434,0.991258914794976,0.0307018690397547,0.969298130960245
"4",0.00900383940791016,0.99099616059209,0.0316037106667949,0.968396289333205
"5",0.00927441801926798,0.990725581980732,0.0325311540606339,0.967468845939366
"6",0.00955304953136402,0.990446950468636,0.03348487314229,0.96651512685771
"7",0.00983996883434244,0.990160031165658,0.0344655564313796,0.96553444356862
"8",0.0101354173785505,0.989864582621449,0.0354739071711985,0.964526092828802
"9",0.0104396433399313,0.989560356660069,0.0365106434416494,0.963489356558351
"10",0.0107529017884732,0.989247098211527,0.0375764982589656,0.962423501741034
"11",0.0110754548596952,0.988924545140305,0.0386722196611315,0.961327780338868
"12",0.0114075719291457,0.988592428070854,0.0397985707778473,0.960201429222153
"13",0.0117495297898825,0.988250470210117,0.040956329883835,0.959043670116165
"14",0.0121016128328931,0.987898387167107,0.0421462904342303,0.95785370956577
"15",0.0124641132304093,0.987535886769591,0.0433692610807505,0.956630738919249
"16",0.0128373311220606,0.987162668877939,0.0446260656672762,0.955373934332724
"17",0.0132215748037994,0.986778425196201,0.045917543203431,0.954082456796569
"18",0.0136171609195237,0.986382839080476,0.0472445478146891,0.952755452185311
"19",0.0140244146553132,0.985975585344687,0.0486079486674869,0.951392051332513
"20",0.0144436699361788,0.985556330063821,0.0500086298677644,0.949991370132236
"21",0.01487526962522,0.98512473037478,0.0514474903313057,0.948552509668694
"22",0.0153195657250667,0.984680434274933,0.0529254436242023,0.947074556375798
"23",0.0157769195814715,0.984223080418528,0.0544434177717084,0.945556582228292
"24",0.0162477020889034,0.983752297911097,0.0560023550337133,0.943997644966287
"25",0.0167322938979776,0.983267706102022,0.0576032116450089,0.942396788354991
"26",0.0172310856245425,0.982768914375458,0.0592469575184882,0.940753042481512
"27",0.0177444780602258,0.982255521939774,0.06093457590937,0.93906542409063
"28",0.0182728823842246,0.981727117615775,0.0626670630385101,0.93733293696149
"29",0.0188167203761052,0.981183279623895,0.0644454276728272,0.935554572327173
"30",0.0193764246293592,0.980623575370641,0.0662706906608428,0.933729309339157
"31",0.0199524387654396,0.98004756123456,0.0681438844213159,0.931856115578684
"32",0.0205452176479807,0.979454782352019,0.0700660523829322,0.929933947617068
"33",0.0211552275968808,0.978844772403119,0.0720382483730037,0.927961751626996
"34",0.0217829466019021,0.978217053398098,0.0740615359531277,0.925938464046872
"35",0.022428864535418,0.977571135464582,0.0761369876997621,0.923863012300238
"36",0.0230934833639092,0.976906516636091,0.0782656844276897,0.92173431557231
"37",0.0237773173577835,0.976222682642216,0.0804487143543637,0.919551285645636
"38",0.0244808932990634,0.975519106700937,0.0826871722031678,0.917312827796832
"39",0.0252047506864551,0.974795249313545,0.0849821582436629,0.915017841756337
"40",0.0259494419372815,0.974050558062719,0.087334777266955,0.912665222733045
"41",0.0267155325857258,0.973284467414274,0.0897461374943871,0.910253862505613
"42",0.0275036014768004,0.9724963985232,0.0922173494178419,0.907782650582158
"43",0.028314240955417,0.971685759044583,0.0947495245700433,0.905250475429957
"44",0.0291480570498964,0.970851942950104,0.0973437742233544,0.902656225776646
"45",0.0300056696492207,0.969994330350779,0.100001208015706,0.899998791984294
"46",0.0308877126732831,0.969112287326717,0.102722932502432,0.897277067497568
"47",0.0317948342353583,0.968205165764642,0.105510049632956,0.894489950367044
"48",0.0327276967959622,0.967272303204038,0.108363655151465,0.891636344848535
"49",0.0336869773072365,0.966313022692763,0.111284836920884,0.888715163079116
"50",0.0346733673469372,0.965326632653063,0.114274673169735,0.885725326830265
"51",0.0356875732410673,0.964312426758933,0.117334230661659,0.882665769338341
"52",0.036730316174142,0.963269683825858,0.120464562787673,0.879535437212327
"53",0.0378023322860237,0.962197667713976,0.123666707581527,0.876333292418473
"54",0.038904372754219,0.961095627245781,0.126941685658805,0.873058314341195
"55",0.0400372038604727,0.959962796139527,0.13029049808078,0.86970950191922
"56",0.0412016070404467,0.958798392959553,0.133714124144359,0.866285875855641
"57",0.0423983789152155,0.957601621084785,0.137213519099841,0.862786480900159
"58",0.0436283313032585,0.956371668696742,0.140789611798608,0.859210388201392
"59",0.0448922912115762,0.955107708788424,0.144443302273278,0.855556697726722
"60",0.046191100804501,0.953808899195499,0.148175459253288,0.851824540746712
"61",0.0475256173487243,0.952474382651276,0.151986917619341,0.848013082380659
"62",0.048896713133003,0.951103286866997,0.155878475800606,0.844121524199394
"63",0.0503052753609604,0.94969472463904,0.159850893119067,0.840149106880933
"64",0.0517522060153414,0.948247793984659,0.163904887085911,0.836095112914089
"65",0.053238421692033,0.946761578307967,0.168041130655366,0.831958869344634
"66",0.0547648534021124,0.945235146597888,0.172260249441933,0.827739750558067
"67",0.0563324463401345,0.943667553659866,0.176562818907472,0.823437181092528
"68",0.0579421596168304,0.94205784038317,0.180949361525167,0.819050638474833
"69",0.0595949659543432,0.940405034045657,0.18542034392792,0.81457965607208
"70",0.0612918513420879,0.938708148657912,0.189976174049261,0.810023825950739
"71",0.0630338146512909,0.936966185348709,0.194617198265407,0.805382801734593
"72",0.0648218672062274,0.935178132793773,0.199343698547618,0.800656301452382
"73",0.0666570323101555,0.933342967689844,0.204155889634502,0.795844110365498
"74",0.0685403447239196,0.93145965527608,0.209053916234426,0.790946083765574
"75",0.0704728500951842,0.929527149904816,0.214037850268642,0.785962149731358
