"","vacliom","vacvac","liomliom","liomvac"
"76",0.0724556043362497,0.92754439566375,0.219107688166178,0.780892311833822
"77",0.0744896729484015,0.925510327051599,0.22426334822196,0.77573665177804
"78",0.0765761302907513,0.923423869709249,0.229504668029973,0.770495331970027
"79",0.078716058791547,0.921283941208453,0.23483140200361,0.76516859799639
"80",0.0809105480999507,0.919089451900049,0.24024321899562,0.75975678100438
"81",0.0831606941763246,0.916839305823675,0.24573970003027,0.75426029996973
"82",0.0854675983191115,0.914532401680889,0.251320336160518,0.748679663839482
"83",0.0878323661264535,0.912167633873546,0.256984526463045,0.743015473536955
"84",0.090256106390772,0.909743893609228,0.262731576184051,0.737268423815949
"85",0.0927399299246135,0.907260070075387,0.268560695048627,0.731439304951373
"86",0.0952849483161704,0.90471505168383,0.274470995746408,0.725529004253592
"87",0.0978922726130034,0.902107727386997,0.280461492605966,0.719538507394034
"88",0.100563011932626,0.899436988067373,0.286531100470124,0.713468899529876
"89",0.103298271998764,0.896701728001236,0.292678633783944,0.707321366216056
"90",0.106099153602263,0.893900846397737,0.298902805906684,0.701097194093316
"91",0.108966750985831,0.891033249014169,0.30520222865842,0.69479777134158
"92",0.111902150151978,0.888097849848022,0.311575412111371,0.688424587888629
"93",0.114906427093756,0.885093572906243,0.318020764635178,0.681979235364822
"94",0.117980645948177,0.882019354051823,0.32453659320457,0.67546340679543
"95",0.121125857072399,0.878874142927601,0.331121103976847,0.668878896023153
"96",0.124343095043132,0.875656904956868,0.337772403145643,0.662227596854358
"97",0.127633376579967,0.872366623420033,0.344488498076254,0.655511501923746
"98",0.130997698393703,0.869002301606297,0.351267298726676,0.648732701273324
"99",0.134437034961097,0.865562965038903,0.358106619357198,0.641893380642802
"100",0.137952336227834,0.862047663772166,0.365004180530092,0.634995819469908
"101",0.141544525241923,0.858455474758077,0.371957611399542,0.628042388600458
"102",0.145214495720131,0.854785504279869,0.378964452290536,0.621035547709464
"103",0.148963109550533,0.851036890449467,0.386022157563971,0.613977842436029
"104",0.152791194234689,0.847208805765311,0.393128098763727,0.606871901236273
"105",0.156699540273456,0.843300459726544,0.400279568039954,0.599720431960046
"106",0.16068889850092,0.83931110149908,0.407473781841308,0.592526218158692
"107",0.164759977371454,0.835240022628546,0.414707884867345,0.585292115132655
"108",0.168913440205424,0.831086559794576,0.421978954270829,0.57802104572917
"109",0.17314990239958,0.82685009760042,0.429284004098217,0.570715995901783
"110",0.177469928608738,0.822530071391262,0.436619989955189,0.563380010044811
"111",0.18187402990585,0.81812597009415,0.443983813882766,0.556016186117234
"112",0.186362660928161,0.813637339071839,0.45137232942822,0.54862767057178
"113",0.190936217017622,0.809063782982378,0.458782346893827,0.541217653106173
"114",0.195595031364329,0.804404968635671,0.4662106387454,0.5337893612546
"115",0.20033937216222,0.799660627837781,0.473653945161492,0.526346054838508
"116",0.2051694397868,0.7948305602132,0.481108979703335,0.518891020296664
"117",0.210085364005149,0.789914635994851,0.488572435084744,0.511427564915256
"118",0.215087201228903,0.784912798771097,0.496040989020612,0.503959010979387
"119",0.22017493182137,0.779825068178631,0.503511310132112,0.496488689867887
"120",0.225348457470295,0.774651542529705,0.510980063886328,0.489019936113672
"121",0.230607598638186,0.769392401361814,0.518443918547847,0.481556081452153
"122",0.235952092102379,0.764047907897621,0.52589955111975,0.47410044888025
"123",0.241381588597324,0.758618411402676,0.533343653251496,0.466656346748504
"124",0.246895650571738,0.753104349428262,0.540772937091446,0.459227062908554
"125",0.252493750073441,0.747506249926559,0.548184141062082,0.451815858937918
"126",0.258175266774743,0.741824733225257,0.555574035536524,0.444425964463476
"127",0.26393948615127,0.73606051384873,0.56293942839555,0.43706057160445
"128",0.269785597827026,0.730214402172974,0.570277170445097,0.429722829554903
"129",0.275712694098359,0.724287305901641,0.577584160675114,0.422415839324887
"130",0.281719768649227,0.718280231350773,0.584857351341621,0.415142648658379
"131",0.287805715469873,0.712194284530127,0.592093752854954,0.407906247145045
"132",0.29396932799057,0.70603067200943,0.599290438458343,0.400709561541657
"133",0.300209298441616,0.699790701558384,0.606444548682263,0.393555451317737
"134",0.306524217450141,0.693475782549859,0.613553295561363,0.386446704438637
"135",0.312912573883613,0.687087426116387,0.620613966602141,0.379386033397859
"136",0.319372754949133,0.680627245050867,0.627623928491037,0.372376071508963
"137",0.325903046556735,0.674096953443265,0.634580630534056,0.365419369465944
"138",0.332501633953953,0.667498366046047,0.641481607820574,0.358518392179426
"139",0.339166602637849,0.660833397362151,0.648324484105477,0.351675515894523
"140",0.345895939549578,0.654104060450422,0.655106974405298,0.344893025594702
"141",0.352687534555367,0.647312465444633,0.661826887305517,0.338173112694483
"142",0.359539182216469,0.640460817783531,0.668482126977653,0.331517873022347
"143",0.36644858384937,0.63355141615063,0.675070694906216,0.324929305093784
"144",0.373413349876085,0.626586650123915,0.681590691326969,0.318409308673031
"145",0.380431002462966,0.619568997537034,0.688040316379278,0.311959683620722
"146",0.387498978444964,0.612501021555036,0.694417870976608,0.305582129023392
"147",0.394614632530778,0.605385367469222,0.700721757400401,0.299278242599599
"148",0.401775240782843,0.598224759217157,0.706950479623703,0.293049520376297
"149",0.408978004364545,0.591021995635455,0.713102643371948,0.286897356628052
"150",0.416220053545591,0.583779946454409,0.719176955929247,0.280823044070753
"151",0.423498451954955,0.576501548045045,0.725172225699402,0.274827774300598
"152",0.430810201069392,0.569189798930608,0.73108736153163,0.26891263846837
"153",0.438152244924087,0.561847755075913,0.736921371821665,0.263078628178335
"154",0.445521475030701,0.554478524969299,0.742673363399484,0.257326636600516
"155",0.452914735486779,0.547085264513221,0.748342540215413,0.251657459784587
"156",0.460328828259325,0.539671171740675,0.753928201836731,0.246071798163269
"157",0.467760518624247,0.532239481375753,0.759429741767264,0.240570258232736
"158",0.475206540742399,0.524793459257601,0.764846645602612,0.235153354397388
"159",0.48266360335208,0.51733639664792,0.770178489033864,0.229821510966136
"160",0.490128395557101,0.509871604442899,0.775424935712661,0.224575064287339
"161",0.497597592688914,0.502402407311087,0.780585734990499,0.219414265009501
"162",0.50506786222083,0.49493213777917,0.785660719545035,0.214339280454965
"163",0.512535869712012,0.487464130287988,0.790649802906062,0.209350197093938
"164",0.519998284758708,0.480001715241292,0.795552976893543,0.204447023106457
"165",0.527451786930198,0.472548213069802,0.800370308979899,0.199629691020101
"166",0.534893071666971,0.465106928333029,0.805101939588361,0.194898060411639
"167",0.54231885611893,0.45768114388107,0.809748079338883,0.190251920661117
"168",0.549725884901795,0.450274115098205,0.81430900625269,0.18569099374731
"169",0.557110935750409,0.442889064249591,0.818785062926097,0.181214937073903
"170",0.564470825048309,0.435529174951691,0.823176653683782,0.176823346316218
"171",0.571802413213713,0.428197586786287,0.827484241721201,0.172515758278799
"172",0.579102609922998,0.420897390077002,0.831708346245318,0.168291653754682
"173",0.586368379153739,0.413631620846261,0.835849539622317,0.164150460377683
"174",0.593596744030527,0.406403255969473,0.839908444540414,0.160091555459586
"175",0.600784791457978,0.399215208542022,0.843885731195359,0.156114268804641
"176",0.607929676526662,0.392070323473338,0.84778211450567,0.15221788549433
"177",0.615028626679016,0.384971373320984,0.851598351364103,0.148401648635897
"178",0.62207894562373,0.37792105437627,0.855335237931336,0.144664762068664
"179",0.629078016988583,0.370921983011417,0.8589936069773,0.1410063930227
"180",0.636023307703145,0.363976692296855,0.86257432527508,0.13742567472492
"181",0.642912371104329,0.357087628895671,0.866078291051818,0.133921708948182
"182",0.649742849759233,0.350257150240767,0.869506431500533,0.130493568499467
"183",0.656512478001279,0.343487521998721,0.872859700356313,0.127140299643687
"184",0.663219084177108,0.336780915822892,0.876139075539885,0.123860924460115
"185",0.669860592603154,0.330139407396846,0.879345556871107,0.120654443128893
"186",0.676435025232282,0.323564974767718,0.882480163854537,0.117519836145464
"187",0.682940503032198,0.317059496967802,0.885543933538815,0.114456066461185
"188",0.689375247078691,0.310624752921309,0.888537918451226,0.111462081548774
"189",0.695737579368018,0.304262420631982,0.891463184608461,0.108536815391539
"190",0.702025923353909,0.297974076646091,0.894320809604254,0.105679190395746
"191",0.708238804215777,0.291761195784223,0.897111880774271,0.102888119225729
"192",0.714374848865757,0.285625151134243,0.899837493438331,0.100162506561669
"193",0.720432785703095,0.279567214296905,0.902498749219775,0.0975012507802251
"194",0.726411444125283,0.273588555874717,0.905096754441557,0.094903245558443
"195",0.732309753806084,0.267690246193916,0.907632618598398,0.0923673814016022
"196",0.738126743751217,0.261873256248783,0.910107452904144,0.0898925470958557
