"","beta.1.1","beta.2.1","beta.3.1","beta.4.1","beta.5.1","beta.1.2","beta.2.2","beta.3.2","beta.4.2","beta.5.2","beta.1.3","beta.2.3","beta.3.3","beta.4.3","beta.5.3","beta.1.4","beta.2.4","beta.3.4","beta.4.4","beta.5.4"
"1",6.36887935237737,1.85558973416259,-1.76009223019652,-0.985645650736267,-2.32758961910542,2.06796677271311,-1.56985426147878,-6.65894595784192,-5.54577130883142,-2.00858364183607,2.28523837458904,-2.46423675383214,-4.61098780580335,-4.97938374109753,-1.93995998346514,0.413808605387803,-4.18774529898024,-7.92085734956701,-7.03882841530991,-1.90235754087915
"2",4.07807252506621,-2.21002323139582,6.49998690178905,3.58031775686709,-1.03126976759939,0.57946308410283,-4.76864345375734,2.60358950557288,0.135948375667372,-0.821447136812835,0.536819845272563,-5.35334151221976,4.28042197657033,-0.170857211449241,-0.734954984191827,-0.348677527512571,-7.15008753909263,1.84139867280235,-1.53222243329813,-0.777305552125941
"3",1.69762370297101,2.89949019697184,0.864971480141744,7.25903969700735,1.0407220002655,-2.3336757169222,-0.01285818521117,-4.10685127483942,2.89337684646325,1.324341619453,-1.79087834621471,-0.760046506339842,-1.25134534060653,2.84190074989095,1.34566482037047,-3.3139139493305,-1.18270049517089,-4.51840107075222,1.73127400674063,1.34040453471442
"4",0.461063533739574,-0.594449846806948,1.4752172718206,3.51270503223699,5.2761530560107,-2.89724642105518,-2.72629023067073,-2.70455611442357,-0.585268393024685,5.50392432748613,-3.03781728206867,-4.48133751668324,-0.99294801299535,-0.81579418306168,5.607457918629,-4.5213335154764,-5.83796270216443,-2.98727619005289,-1.41701461772037,5.54218110020359
"5",6.42054512359701,4.29233796127557,-0.0126389904967211,0.322382747431735,1.52839877436158,3.3875396227526,3.0234265006448,-3.9976161076784,-3.31703870891193,1.7073749903952,2.74156120019212,0.287316962411951,-2.51890221617224,-4.43441053714978,1.86690620999033,0.121959958027746,-1.81613813980202,-6.41461262472223,-5.90917498385709,1.91909385429463
"6",6.24002883825211,0.245012219881406,2.73082970181254,-0.696425201912543,-0.481924818938504,3.24911631357361,-1.16167856822517,-1.00291327697353,-3.26247393061531,-0.315316624410306,2.58496062078476,-3.87508750463061,0.104527729272277,-5.97497195711021,-0.144272837136418,1.60848375024116,-3.75189105808215,-1.58412424355676,-4.74135586313606,-0.244495521932524
"7",1.2302305705671,4.94257583841642,3.60482251119683,5.2235633501436,0.455891052046872,-2.38138338714887,2.03423796068324,-0.503142602606365,1.29589436276707,0.692172764849511,-2.62579483173038,0.39951869753806,0.853429474169889,-0.0476744442100305,0.813513833164628,-3.96364677904379,0.47126525909995,-0.830013921674727,0.320694304232106,0.713551336588102
"8",1.32267814942588,3.08268914292406,1.55155915524584,-1.69040113427338,1.10949533365742,-1.82500981198496,1.35338859562966,-2.4935579191201,-4.81481306128507,1.29136287431288,-2.25885545277521,-1.18012215370507,-0.882776142973075,-5.13543271484576,1.43136674167072,-3.02978006021936,-0.966725857597431,-3.60237603875506,-7.0664277409816,1.35468881697437
"9",4.98172977160034,3.35127322747228,3.42216912752659,3.15884983046358,0.652372412488997,1.50053066828774,1.36568338493206,-0.414790652189868,0.615727559376093,0.86486750939653,1.55149699313144,-0.525642747306122,1.45920565675342,-1.24735607417341,0.943849075260583,-0.471847287951465,-2.06043826370515,-1.48235992556899,-1.65302133041008,0.96412281544227
"10",-1.38768988966159,5.06116393739838,5.4035915226503,4.69713309055652,1.06656139768915,-5.30147938177887,2.65213956274896,0.87281682095904,0.19932756090711,1.31775522536214,-5.06213399820115,0.707831040658905,3.09038290887157,0.739710273268481,1.36892880628629,-6.49035728736738,-0.182128310855108,0.576489198277516,-0.280348868083938,1.36062076864595
"11",-0.351025929592718,2.22851456852069,-4.39549187392776,0.722884572905116,3.94172690400301,-3.65462370753142,-0.238014290926188,-8.38469676966891,-3.19148357518069,4.16133827262894,-4.32272535761338,-1.86975091475103,-6.85941518136327,-3.68037008442643,4.28939844554268,-6.093843887682,-2.80365744324516,-9.93545361434261,-6.40603660831502,4.30520046111262
"12",1.31103258564265,6.79710875011133,0.816508929591403,0.402015671960598,-2.05468865707789,-1.2491875258311,5.36562444106929,-2.80390152514102,-2.64807912534202,-1.89312932589448,-2.19603210615707,2.80305850415635,-1.19110845255111,-2.75864801169636,-1.76196145921399,-3.23755803346258,1.90059986120179,-4.19927885292582,-3.77562400877037,-1.79428825915062
"13",-0.128071335902733,0.58880206209571,7.58286591426051,4.82161911151786,-0.884822150178171,-4.0551989900836,-2.08681580689675,3.29703921301482,0.124469536234302,-0.625287855326279,-3.95967163503597,-3.10267059583968,5.08318895024571,0.0161605630503497,-0.536358452248518,-3.61478123012651,-3.70753366940533,3.79800484520644,-0.684492736217729,-0.746135131957503
"14",4.74197721676899,6.36412705524706,1.54923051537799,1.48396855082593,-3.49638422541946,1.40307621008332,4.10960342080595,-2.19193378606364,-2.94846886433837,-3.2724591469455,1.36817844669406,2.53212028311827,-0.41715475704638,-2.06413336758419,-3.21289913730694,-0.800216192387395,1.01270506046854,-4.09160031158721,-4.39074368888424,-3.14568135551265
"15",8.02459238610683,3.90342772105218,3.08616931608049,0.882653918880266,-0.892012033073811,3.89660372915572,1.35835938904456,-2.06821899815739,-4.47492084095571,-0.593672034719661,3.99783939628995,0.238321656735493,0.230426162293202,-3.97829091362425,-0.530279484539958,2.60773751505944,-1.75880376942639,-2.73972719945326,-5.10668790293161,-0.540114226189898
