"","otherother","otherliom","liomother","liomliom"
"140",0.2295937948035,0.7704062051965,0.0425326677620506,0.957467332237949
"141",0.230218305357217,0.769781694642783,0.0426765454264944,0.957323454573506
"142",0.230844005621071,0.769155994378929,0.0428208880272007,0.957179111972799
"143",0.231470895094334,0.768529104905666,0.0429656969191394,0.957034303080861
"144",0.23209897325955,0.76790102674045,0.0431109734602284,0.956889026539772
"145",0.232728239582479,0.767271760417521,0.0432567190113333,0.956743280988667
"146",0.233358693512048,0.766641306487952,0.0434029349362661,0.956597065063734
"147",0.233990334480297,0.766009665519703,0.0435496226017849,0.956450377398215
"148",0.234623161902329,0.765376838097671,0.043696783377593,0.956303216622407
"149",0.235257175176259,0.764742824823741,0.0438444186363376,0.956155581363662
"150",0.235892373683159,0.764107626316841,0.0439925297536093,0.956007470246391
"151",0.236528756787015,0.763471243212985,0.0441411181079409,0.955858881892059
"152",0.237166323834669,0.762833676165331,0.044290185080806,0.955709814919194
"153",0.237805074155773,0.762194925844227,0.0444397320566185,0.955560267943382
"154",0.238445007062739,0.761554992937261,0.0445897604227306,0.955410239577269
"155",0.23908612185069,0.76091387814931,0.044740271569432,0.955259728430568
"156",0.239728417797411,0.760271582202589,0.0448912668899485,0.955108733110052
"157",0.2403718941633,0.7596281058367,0.0450427477804402,0.95495725221956
"158",0.24101655019132,0.75898344980868,0.0451947156400005,0.954805284359999
"159",0.241662385106952,0.758337614893048,0.0453471718706542,0.954652828129346
"160",0.242309398118147,0.757690601881853,0.0455001178773559,0.954499882122644
"161",0.242957588415279,0.757042411584722,0.0456535550679882,0.954346444932012
"162",0.243606955171098,0.756393044828902,0.0458074848533604,0.95419251514664
"163",0.244257497540685,0.755742502459315,0.045961908647206,0.954038091352794
"164",0.244909214661406,0.755090785338594,0.0461168278661811,0.953883172133819
"165",0.245562105652865,0.754437894347134,0.0462722439298626,0.953727756070137
"166",0.246216169616861,0.753783830383139,0.0464281582607457,0.953571841739254
"167",0.246871405637342,0.753128594362658,0.0465845722842419,0.953415427715758
"168",0.247527812780359,0.75247218721964,0.0467414874286772,0.953258512571323
"169",0.248185390094029,0.751814609905971,0.0468989051252892,0.953101094874711
"170",0.248844136608482,0.751155863391518,0.0470568268082252,0.952943173191775
"171",0.249504051335827,0.750495948664173,0.0472152539145393,0.952784746085461
"172",0.250165133270102,0.749834866729898,0.0473741878841906,0.952625812115809
"173",0.250827381387238,0.749172618612762,0.0475336301600399,0.95246636983996
"174",0.251490794645013,0.748509205354987,0.0476935821878475,0.952306417812153
"175",0.252155371983012,0.747844628016988,0.0478540454162701,0.95214595458373
"176",0.252821112322588,0.747178887677412,0.0480150212968585,0.951984978703141
"177",0.253488014566819,0.746511985433181,0.048176511284054,0.951823488715946
"178",0.254156077600469,0.745843922399531,0.0483385168351861,0.951661483164814
"179",0.254825300289949,0.745174699710051,0.0485010394104693,0.951498960589531
"180",0.255495681483279,0.744504318516721,0.0486640804729994,0.951335919527001
"181",0.256167220010045,0.743832779989955,0.0488276414887512,0.951172358511249
"182",0.256839914681366,0.743160085318634,0.0489917239265745,0.951008276073425
"183",0.257513764289855,0.742486235710145,0.049156329258191,0.950843670741809
"184",0.258188767609579,0.741811232390421,0.0493214589581909,0.950678541041809
"185",0.258864923396026,0.741135076603974,0.0494871145040294,0.950512885495971
"186",0.259542230386068,0.740457769613932,0.0496532973760227,0.950346702623977
"187",0.260220687297922,0.739779312702078,0.0498200090573448,0.950179990942655
"188",0.26090029283112,0.73909970716888,0.0499872510340235,0.950012748965977
"189",0.261581045666469,0.738418954333531,0.0501550247949364,0.949844975205064
"190",0.262262944466022,0.737737055533978,0.0503233318318072,0.949676668168193
"191",0.26294598787304,0.73705401212696,0.0504921736392015,0.949507826360798
"192",0.263630174511961,0.736369825488039,0.0506615517145228,0.949338448285477
"193",0.264315502988365,0.735684497011635,0.0508314675580081,0.949168532441992
"194",0.265001971888946,0.734998028111054,0.0510019226727237,0.948998077327276
"195",0.265689579781476,0.734310420218524,0.051172918564561,0.948827081435439
"196",0.266378325214775,0.733621674785225,0.0513444567422318,0.948655543257768
