"","Plot","TagID","Transplant","Year_t","Height_t","Width_t","Perp_t","NS_t","Goodbuds_t","TotFlowerbuds_t","ABFlowerbuds_t","Antcount_t","Antsp_t","Year_t1","Recruit","Newplant","Survival_t1","Height_t1","Width_t1","Perp_t1","NS_t1","Goodbuds_t1","TotFlowerbuds_t1","ABFlowerbuds_t1","Antcount_t1","Antsp_t1","NP_adult","NP_juv","MA","comments","X","antcount_t","antcount_t1","volume_t","volume_t1","ant_t","ant_t1","logsize_t","logsize_t1","flower1_YN","occ_t","occ_t1"
"2641","4","98",NA,2012,21,14,11,4,0,NA,NA,4,"CREM",2013,0,0,1,28,15,12,6,0,0,0,0,"vacant","",NA,NA,"","",4,0,859.029241215959,1335.96227593906,"crem","vacant",6.75580296240133,7.19740711712537,FALSE,"occ","vac"
"2642","4","99",NA,2012,9,8,6,4,0,NA,NA,0,"vacant",2013,0,0,1,14,9,9,6,0,0,0,0,"vacant","",NA,NA,"","",0,0,115.453530019425,296.880505764235,"vacant","vacant",4.74886811150825,5.6933297203491,FALSE,"vac","vac"
"2643","4","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,0,1,NA,14,6,4,1,0,0,0,0,"vacant","",NA,NA,"","",NA,0,NA,91.6297857297023,NA,"vacant",NA,4.51775639054486,FALSE,NA,"vac"
"2644","4","101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,0,1,NA,8,2,1,0,0,0,0,0,"vacant","",NA,NA,"","",NA,0,NA,4.71238898038469,NA,"vacant",NA,1.55019499395756,FALSE,NA,"vac"
"2645","4","102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,0,1,NA,4,3,1,1,0,0,0,1,"CREM","",NA,NA,"","",NA,1,NA,4.18879020478639,NA,"crem",NA,1.43241195830118,FALSE,NA,"occ"
"2646","4","103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,0,1,NA,3,1,1,1,0,0,0,0,"vacant","",NA,NA,"","",NA,0,NA,0.785398163397448,NA,"vacant",NA,-0.24156447527049,FALSE,NA,"vac"
"2647","4","104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,0,1,NA,10,10,9,2,0,0,0,0,"vacant","",NA,NA,"","",NA,0,NA,236.273947488732,NA,"vacant",NA,5.46499192626844,FALSE,NA,"vac"
"2648","4","105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,0,1,NA,21,16,7,4,0,0,0,0,"vacant","",NA,NA,"","",NA,0,NA,727.082349765188,NA,"vacant",NA,6.58903974452323,FALSE,NA,"vac"
"2649","4","105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,0,1,NA,21,16,7,4,0,0,0,0,"vacant","",NA,NA,"","",NA,0,NA,727.082349765188,NA,"vacant",NA,6.58903974452323,FALSE,NA,"vac"
"2650","4","106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,0,1,NA,21,4,3,4,0,0,0,0,"vacant","",NA,NA,"","",NA,0,NA,67.3478925113312,NA,"vacant",NA,4.20987161077556,FALSE,NA,"vac"
"2651","4","107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,0,1,NA,11,7,5,3,0,0,0,0,"vacant","",NA,NA,"","",NA,0,NA,103.672557568463,NA,"vacant",NA,4.64123744731588,FALSE,NA,"vac"
"2652","4","34X",0,2012,38,40,25,10,0,NA,NA,12,"LIOM",2013,0,0,1,41,39,28,12,0,0,0,15,"liom","",NA,NA,"","",12,15,10507.9729277884,12045.9788812614,"liom","liom",9.25988957445917,9.39648618042775,FALSE,"occ","occ"
"2653","4","34Y",0,2012,68,66,53,14,5,NA,NA,39,"LIOM",2013,0,0,1,80,62,55,25,13,13,0,47,"liom","",NA,NA,"","",39,47,63024.7992206038,71675.4363916511,"liom","liom",11.0512835663407,11.1799033792109,TRUE,"occ","occ"
"2654","4","59X",0,2012,49,36,33,10,0,NA,NA,11,"LIOM",2013,0,0,1,56,44,33,15,0,0,0,28,"liom","",NA,NA,"","",11,28,15268.7293450689,21730.9199836562,"liom","liom",9.63356218224665,9.98649140938403,FALSE,"occ","occ"
"2655","4","59Z2",0,2012,4.5,3,2.5,1,NA,NA,NA,5,"CREM",2013,0,0,1,4,3,1,1,0,0,0,1,"crem","",NA,NA,"","",5,1,8.9093604160398,4.18879020478639,"crem","crem",2.18710245619463,1.43241195830118,FALSE,"occ","occ"
"2656","4","TR10",1,2012,29,30,10,2,0,NA,NA,8,"LIOM",2013,0,0,1,32,26,24,10,0,0,0,12,"liom","",NA,NA,"","",8,12,3036.87289847013,5235.98775598299,"liom","liom",8.01858361315586,8.56331078859753,FALSE,"occ","occ"
"2657","4","TR11",1,2012,32,27,10,4,0,NA,NA,0,"vacant",2013,0,0,1,30,39,12,7,0,0,0,14,"liom","",NA,NA,"","",0,14,2867.22689517628,5107.05155749191,"vacant","liom",7.96110060302968,8.53837752205232,FALSE,"vac","occ"
"2658","4","TR13",1,2012,43,34,26,13,0,NA,NA,2,"UNK",2013,0,0,1,45,38,29,6,0,0,0,5,"liom","",NA,NA,"","",2,5,10131.6363078271,13221.1963330918,"other","liom",9.22341811507927,9.48957660349376,FALSE,"occ","occ"
"2659","4","TR14",1,2012,45,34,17,4,0,NA,NA,4,"LIOM",2013,0,0,1,56,36,25,6,0,0,0,17,"liom","",NA,NA,"","",4,17,7660.57733623786,13638.1773080089,"liom","liom",8.94384263016048,9.52062829402328,FALSE,"occ","occ"
"2660","4","TR2",1,2012,38,29,28,4,0,NA,NA,10,"LIOM",2013,0,0,1,44,34,30,14,0,0,0,25,"liom","",NA,NA,"","",10,25,8080.56900411465,11795.6332166785,"liom","liom",8.99721757033699,9.37548467557911,FALSE,"occ","occ"
"2661","4","TR3",1,2012,38,34,31,16,0,NA,NA,30,"CREM",2013,0,0,1,48,46,44,24,0,0,0,27,"liom","",NA,NA,"","",30,27,10507.9729277884,25446.9004940773,"crem","liom",9.25988957445917,10.1443492265099,FALSE,"occ","occ"
"2662","4","TR4",1,2012,58,39,32,16,0,NA,NA,34,"LIOM",2013,0,0,1,60,56,33,22,0,0,0,27,"liom","",NA,NA,"","",34,27,19136.0953514849,31105.6942613559,"liom","liom",9.85933163957056,10.3451461766279,FALSE,"occ","occ"
"2663","4","TR5",1,2012,23,18,15,6,0,NA,NA,3,"LIOM",2013,0,0,1,16,23,19,8,0,0,0,6,"liom","",NA,NA,"","",3,6,1639.32231655132,1847.2564803108,"liom","liom",7.40203821380362,7.52145683374803,FALSE,"occ","occ"
"2664","4","TR6",1,2012,27,30,20,6,0,NA,NA,0,"vacant",2013,0,0,1,28,33,27,10,0,0,0,12,"liom","",NA,NA,"","",0,12,4417.86466911065,6597.34457253857,"vacant","liom",8.39341175180213,8.79442250956092,FALSE,"vac","occ"
"2665","4","TR7",1,2012,38,35,14,3,0,NA,NA,3,"LIOM",2013,0,0,1,25,28,20,12,0,0,0,15,"liom","",NA,NA,"","",3,15,5971.5131360047,3769.91118430775,"liom","liom",8.69475563088915,8.23480672162549,FALSE,"occ","occ"
"2666","4","TR9",1,2012,32,21,17,4,0,NA,NA,7,"LIOM",2013,0,0,1,39,29,21,6,0,0,0,13,"liom","",NA,NA,"","",7,13,3024.30652785577,6381.36007760427,"liom","liom",8.01443709719401,8.76113653192745,FALSE,"occ","occ"
"2667","5","1",0,2012,89,82,64,16,11,NA,NA,23,"FOR",2013,0,0,1,96,83,55,2,4,12,8,0,"vacant","",NA,NA,"","",23,0,124166.475444768,119656.980989928,"other","vacant",11.7293784880903,11.6923844367238,TRUE,"occ","vac"
"2668","5","2",0,2012,37,32,29,12,0,NA,NA,0,"vacant",2013,0,0,1,35,34,32,20,0,0,0,10,"crem","",NA,NA,"","",0,10,9010.93857850587,9978.48366596458,"vacant","crem",9.10619451593236,9.20818642048377,FALSE,"vac","occ"
"2669","5","3",0,2012,45,32,33,9,0,NA,NA,0,"vacant",2013,0,0,1,39,40,34,10,0,0,0,2,"crem","",NA,NA,"","",0,2,12443.6521513283,13977.7311139844,"vacant","crem",9.4289659045031,9.5452207074795,FALSE,"vac","occ"
"2670","5","4",0,2012,64,74,53,18,0,NA,NA,7,"CREM",2013,0,0,1,77,76,45,11,2,5,3,17,"crem","",NA,NA,"","",7,17,67560.9972129997,73785.3431077714,"crem","crem",11.1207861312184,11.2089153879887,TRUE,"occ","occ"
"2671","5","5",0,2012,85,49,26,0,0,NA,NA,0,"vacant",2013,0,0,1,73,48,22,0,0,0,0,0,"vacant","",NA,NA,"","",0,0,31293.2080728671,23411.4102539389,"vacant","vacant",10.3511563585044,10.0609788001886,FALSE,"vac","vac"
"2672","5","6",0,2012,83,41,31,10,2,NA,NA,6,"CREM",2013,0,0,1,86,49,27,14,2,2,0,0,"vacant","",NA,NA,"","",6,0,28161.2365467789,32511.2951744496,"crem","vacant",10.2457017207702,10.3893428517677,TRUE,"occ","vac"
"2673","5","7",0,2012,73,49,28,15,9,NA,NA,4,"CREM",2013,0,0,1,81,72,52,44,0,0,0,0,"vacant","",NA,NA,"","",4,0,28327.8064072661,81514.9045826944,"crem","vacant",10.2515991597973,11.308541160824,FALSE,"occ","vac"
"2674","5","8",0,2012,36,22,11,9,0,NA,NA,0,"vacant",2013,0,0,1,36,23,13,6,0,0,0,24,"crem","",NA,NA,"","",0,24,2565.89579981946,3053.62805928928,"vacant","crem",7.85006293633058,8.02408569030984,FALSE,"vac","occ"
"2675","5","9",0,2012,84,57,43,6,0,NA,NA,0,"vacant",2013,0,0,1,77,49.5,28,8,0,0,0,0,"vacant","",NA,NA,"","",0,0,54977.8714378214,30269.3270296463,"vacant","vacant",10.914686045761,10.3178901695138,FALSE,"vac","vac"
"2676","5","10",0,2012,93,46,55,25,0,NA,NA,0,"vacant",2013,0,0,1,89,48,28,0,0,0,0,0,"vacant","",NA,NA,"","",0,0,62091.8116523346,33645.4101223955,"vacant","vacant",11.0363694017773,10.4236319252463,FALSE,"vac","vac"
"2677","5","11",0,2012,129,65,44,6,26,NA,NA,0,"vacant",2013,0,0,1,128,83,42,6,0,5,5,14,"aph","",NA,NA,"","",0,14,100311.642477745,130899.693899575,"vacant","other",11.5160370437615,11.7821866134657,TRUE,"vac","occ"
"2678","5","12",0,2012,33,15,6,2,0,NA,NA,0,"vacant",2013,0,0,1,28,11,2,2,0,0,0,0,"vacant","",NA,NA,"","",0,0,952.491622660255,309.708675766394,"vacant","vacant",6.85908131185484,5.73563210003979,FALSE,"vac","vac"
"2679","5","13",0,2012,27,13,10,6,0,NA,NA,0,"vacant",2013,0,0,1,13,12,4,0,0,0,0,0,"vacant","",NA,NA,"","",0,0,934.820163983813,217.817090648892,"vacant","vacant",6.84035417280414,5.38365567688261,FALSE,"vac","vac"
"2680","5","14",0,2012,72,29,27,2,7,NA,NA,16,"CREM",2013,0,0,1,57,32,21,0,0,1,1,0,"vacant","",NA,NA,"","",16,0,14778.0518424864,10479.3713446713,"crem","vacant",9.60089837542786,9.2571639698803,TRUE,"occ","vac"
"2681","5","15",0,2012,115,110,44,23,9,NA,NA,0,"vacant",2013,0,0,1,156,124,34,28,6,15,9,0,"vacant","",NA,NA,"","",0,0,178503.985580033,254886.836763701,"vacant","vacant",12.092366208132,12.448574948245,TRUE,"vac","vac"
"2682","5","16",0,2012,39.5,35,27,12,0,NA,NA,7,"CREM",2013,0,0,1,37,28,13,2,0,0,0,0,"vacant","",NA,NA,"","",7,0,9937.77386116181,4070.78413073592,"crem","vacant",9.20409831693877,8.31159092099435,FALSE,"occ","vac"
"2683","5","17",0,2012,37,18,14,3,0,NA,NA,0,"vacant",2013,0,0,1,18,20,17,0,0,0,0,0,"vacant","",NA,NA,"","",0,0,2479.76380123354,1612.81512853666,"vacant","vacant",7.81591859318519,7.38573645812612,FALSE,"vac","vac"
"2684","5","18",0,2012,94,84,67,40,2,NA,NA,5,"FOR",2013,0,0,1,96,83,61,41,1,1,0,0,"vacant","",NA,NA,"","",5,0,140278.264268398,130288.130529676,"other","vacant",11.8513833308414,11.7775036655613,TRUE,"occ","vac"
"2685","5","19",0,2012,33,24,20,3,0,NA,NA,0,"vacant",2013,0,0,1,34,22,16,10,0,0,0,0,"vacant","",NA,NA,"","",0,0,4181.45982192801,3213.32568584676,"vacant","vacant",8.33841570424451,8.07506171901044,FALSE,"vac","vac"
"2686","5","20",0,2012,77,75,54,15,2,NA,NA,13,"CREM",2013,0,0,1,68,73,67,24,0,0,0,11,"crem","",NA,NA,"","",13,11,83864.6195380387,87231.5560146766,"crem","crem",11.3369591055185,11.3763214253362,FALSE,"occ","occ"
"2687","5","21",0,2012,84,56,47,25,0,NA,NA,0,"vacant",2013,0,0,1,78,39,38,25,0,0,0,0,"vacant","",NA,NA,"","",0,0,58326.0238083847,30268.0671200926,"vacant","vacant",10.9738036502441,10.3178485453385,FALSE,"vac","vac"
"2688","5","22",0,2012,30,26,26,8,0,NA,NA,1,"CREM",2013,0,0,1,26,29,16,8,0,0,0,0,"vacant","",NA,NA,"","",1,0,5309.29158456675,3445.9344419063,"crem","vacant",8.57721369376652,8.14495039250363,FALSE,"occ","vac"
"2689","5","23",0,2012,32,38,20,5,0,NA,NA,21,"CREM",2013,0,0,1,37,31,27,5,0,0,0,37,"crem","",NA,NA,"","",21,37,7045.54512445071,8146.41155014613,"crem","crem",8.86015079883407,9.00533280867857,FALSE,"occ","occ"
"2690","5","24",0,2012,33,36,23,5,0,NA,NA,7,"CREM",2013,0,0,1,30,43,21,12,0,0,0,6,"liom","",NA,NA,"","",7,6,7518.42026866292,8042.47719318987,"crem","liom",8.92511132421943,8.99249242332301,FALSE,"occ","occ"
"2691","5","27",0,2012,74,75,48,13,0,NA,NA,0,"vacant",2013,0,0,1,77,63,56,22,0,0,0,1,"for","",NA,NA,"","",0,1,73274.1143532466,71366.3167645073,"vacant","other",11.2019626788905,11.1755812830183,FALSE,"vac","occ"
"2692","5","28",0,2012,74,66,49,12,29,NA,NA,0,"vacant",2013,0,0,1,83,68,47,13,3,13,10,5,"liom","",NA,NA,"","",0,5,64052.4927174094,71842.6607506078,"vacant","liom",11.0674582248722,11.1822337394646,TRUE,"vac","occ"
"2693","5","29",0,2012,100,86,77,23,7,NA,NA,0,"vacant",2013,0,0,1,93,84,72,26,6,6,0,8,"liom","",NA,NA,"","",0,8,173893.69836089,148129.235209412,"vacant","liom",12.0661994625431,11.9058403825938,TRUE,"vac","occ"
"2694","5","31",0,2012,101,56,45,19,5,NA,NA,0,"vacant",2013,0,0,1,93,62,31,4,0,0,0,0,"vacant","",NA,NA,"","",0,0,67433.0427622128,52645.0425429901,"vacant","vacant",11.1188904254653,10.8713273544013,FALSE,"vac","vac"
"2695","5","32",0,2012,103,52,37,11,3,NA,NA,2,"CREM",2013,0,0,1,98,64,40,4,1,1,0,0,"vacant","",NA,NA,"","",2,0,53398.1084819944,69374.7433716722,"crem","vacant",10.8855306026354,11.1472781518948,TRUE,"occ","vac"
"2696","5","33",0,2012,22,25,19,5,0,NA,NA,0,"vacant",2013,0,0,1,25,28,13,0,0,0,0,0,"vacant","",NA,NA,"","",0,0,2787.63988128534,2750.52981806481,"vacant","vacant",7.93295059613635,7.91954883321833,FALSE,"vac","vac"
"2697","5","34",0,2012,98,66,59,5,0,NA,NA,12,"CREM",2013,0,0,1,98,67,50,0,0,0,0,5,"crem","",NA,NA,"","",12,5,100220.078141862,87802.4095797726,"crem","crem",11.5151238282167,11.3828442232076,FALSE,"occ","occ"
"2698","5","35",0,2012,86,56,34,6,1,NA,NA,0,"vacant",2013,0,0,1,80,56,44,3,0,2,2,1,"unk","",NA,NA,"","",0,1,45592.3633852219,52359.8775598299,"vacant","other",10.7274955118555,10.8658958815916,TRUE,"vac","occ"
"2699","5","36",0,2012,22,21,12,9,0,NA,NA,0,"vacant",2013,0,0,1,25,23,18,4,0,0,0,1,"liom","",NA,NA,"","",0,1,1568.04743322301,2750.52981806481,"vacant","liom",7.35758645123279,7.91954883321833,FALSE,"vac","occ"
"2700","5","37",0,2012,21,10,6.5,2,0,NA,NA,0,"vacant",2013,0,0,1,33,15,7,5,0,0,0,4,"crem","",NA,NA,"","",0,4,374.193137473672,1045.364955482,"vacant","crem",5.924772074478,6.95212134312462,FALSE,"vac","occ"
"2701","5","38",0,2012,133,117,75,16,11,NA,NA,0,"vacant",2013,0,0,1,116,93,69,4,0,1,1,0,"vacant","",NA,NA,"","",0,0,320894.840008276,199249.230868625,"vacant","vacant",12.6788687472188,12.2023117365126,TRUE,"vac","vac"
"2702","5","39",0,2012,26,23,4,0,0,NA,NA,0,"vacant",2013,0,0,1,20,14,5,0,0,0,0,0,"vacant","",NA,NA,"","",0,0,1240.53639908627,472.547894977465,"vacant","vacant",7.12329914497165,6.15813910682838,FALSE,"vac","vac"
"2703","5","40",0,2012,8,3.5,1,2,0,NA,NA,0,"vacant",2013,0,0,1,8,4,2,0,0,0,0,0,"vacant","",NA,NA,"","",0,0,10.6028752058656,18.8495559215388,"vacant","vacant",2.36112521017389,2.93648935507746,FALSE,"vac","vac"
"2704","5","41",0,2012,165,101,85,18,27,NA,NA,8,"FOR",2013,0,0,1,140,124,90,4,0,0,0,0,"vacant","",NA,NA,"","",8,0,373609.979337349,419627.766727745,"other","vacant",12.8309676962685,12.9471233275945,FALSE,"occ","vac"
"2705","5","42",0,2012,69,67,44,22,0,NA,NA,3,"CREM",2013,0,0,1,53,66,42,15,0,0,0,2,"liom","",NA,NA,"","",3,2,55642.1219345148,40460.5717855829,"crem","liom",10.9266957821634,10.6080832427421,FALSE,"occ","occ"
"2706","5","43",0,2012,106,81,68,38,1,NA,NA,0,"vacant",2013,0,0,1,105,70,61,18,0,0,0,3,"liom","",NA,NA,"","",0,3,154023.517526016,117934.406468057,"vacant","liom",11.9448605809445,11.6778838715013,FALSE,"vac","occ"
"2707","5","44",0,2012,15,15,5,2,0,NA,NA,0,"vacant",2013,0,0,1,11,20,10,1,0,0,0,0,"vacant","",NA,NA,"","",0,0,392.699081698724,647.953484802895,"vacant","vacant",5.9730436231517,6.47381891106419,FALSE,"vac","vac"
"2708","5","46",0,2012,NA,NA,NA,NA,NA,NA,NA,0,"vacant",2013,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","",0,NA,NA,NA,"vacant",NA,NA,NA,NA,"vac",NA
"2709","5","47",0,2012,12,18,6,1,0,NA,NA,0,"vacant",2013,0,0,1,11,13,7,8,0,0,0,0,"vacant","",NA,NA,"","",0,0,452.38934211693,287.979326579064,"vacant","vacant",6.1145431854254,5.66288869484786,FALSE,"vac","vac"
"2710","5","49",0,2012,15,15,9,8,0,NA,NA,0,"vacant",2013,0,0,1,12,16,8,1,0,0,0,0,"vacant","",NA,NA,"","",0,0,565.486677646163,452.38934211693,"vacant","vacant",6.33768673673961,6.1145431854254,FALSE,"vac","vac"
"2711","5","50",0,2012,18,3.5,3,2,0,NA,NA,0,"vacant",2013,0,0,1,22,18,2,2,0,0,0,0,"vacant","",NA,NA,"","",0,0,49.7746086053133,575.958653158129,"vacant","vacant",3.90750498664086,6.35603587540781,FALSE,"vac","vac"
"2712","5","51",0,2012,10,6.5,2.5,1,0,NA,NA,0,"vacant",2013,0,0,1,13,9,7,3,0,0,0,0,"vacant","",NA,NA,"","",0,0,53.0143760293277,217.817090648892,"vacant","vacant",3.97056312260799,5.38365567688261,FALSE,"vac","vac"
"2713","5","52",0,2012,15,12,3,1,0,NA,NA,0,"vacant",2013,0,0,1,23,15,8,3,0,0,0,4,"crem","",NA,NA,"","",0,4,220.893233455532,796.328287838063,"vacant","crem",5.39767947824814,6.68001152272896,FALSE,"vac","occ"
"2714","5","53",0,2012,7,7,3,3,0,NA,NA,0,"vacant",2013,0,0,1,11,9,5,5,0,0,0,0,"vacant","",NA,NA,"","",0,0,45.8148928648511,141.109870023742,"vacant","vacant",3.82460920998491,4.9495388069704,FALSE,"vac","vac"
"2715","5","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,0,1,NA,7,8,7,3,0,0,0,0,"vacant","",NA,NA,"","",NA,0,NA,103.083508945915,NA,"vacant",NA,4.63553942620124,FALSE,NA,"vac"
"2716","5","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,0,1,NA,10,4,4,2,0,0,0,0,"vacant","",NA,NA,"","",NA,0,NA,41.8879020478639,NA,"vacant",NA,3.73499705129523,FALSE,NA,"vac"
"2717","5","56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,0,1,NA,12,8,2,3,0,0,0,0,"vacant","",NA,NA,"","",NA,0,NA,78.5398163397448,NA,"vacant",NA,4.3636057107176,FALSE,NA,"vac"
"2718","6","1",0,2012,133,116,86,32,27,NA,NA,23,"CREM",2013,0,0,1,95,96,60,35,18,24,6,41,"liom","",NA,NA,"","",23,41,355191.868806903,151314.810160152,"crem","liom",12.7804133979657,11.9271177810411,TRUE,"occ","occ"
"2719","6","2",0,2012,42,37,21,6,0,NA,NA,0,"vacant",2013,0,0,1,42,34,19,6,0,4,4,17,"liom","",NA,NA,"","",0,17,9247.27797584156,7721.64204344201,"vacant","liom",9.13208451431772,8.95178232032912,TRUE,"vac","occ"
"2720","6","3",0,2012,76,83,75,41,1,NA,NA,4,"CREM",2013,0,0,1,68,85,71,13,0,0,0,16,"crem","",NA,NA,"","",4,16,124175.638423341,108309.548325162,"crem","crem",11.7294522812818,11.5927485946167,FALSE,"occ","occ"
"2721","6","4",0,2012,92,113,86,52,13,NA,NA,0,"vacant",2013,0,0,1,91,94,85,87,17,22,5,40,"liom","",NA,NA,"","",0,40,238452.903793385,190834.14769675,"vacant","liom",12.3819271014395,12.1591599931399,TRUE,"vac","occ"
"2722","6","5",0,2012,26,19,10,4,0,NA,NA,1,"LIOM",2013,0,0,1,37,24,14,6,0,0,0,10,"liom","",NA,NA,"","",1,10,1431.12635340405,3496.85442283324,"liom","liom",7.26621707293594,8.15961910703851,FALSE,"occ","occ"
"2723","6","6",0,2012,48,14,21,4,0,NA,NA,5,"LIOM",2013,0,0,1,48,16,14,1,1,1,0,4,"liom","",NA,NA,"","",5,4,3848.4510006475,2827.43338823081,"liom","liom",8.25542600882823,7.94712464917371,TRUE,"occ","occ"
"2724","6","7",0,2012,54,55,35,14,0,NA,NA,6,"LIOM",2013,0,0,1,55,52,26,19,0,0,0,4,"liom","",NA,NA,"","",6,4,28627.763055837,21900.8277863378,"liom","liom",10.2621322621663,9.99427971355316,FALSE,"occ","occ"
"2725","6","9",0,2012,51,54,42,16,0,NA,NA,5,"LIOM",2013,0,0,1,47,55,39,14,0,0,0,24,"liom","",NA,NA,"","",5,24,30762.4752639513,27180.7978394711,"liom","liom",10.3340508906015,10.2102660411916,FALSE,"occ","occ"
"2726","6","11",0,2012,36,27,14,6,0,NA,NA,2,"LIOM",2013,0,0,1,39,26,16,7,0,0,0,22,"liom","",NA,NA,"","",2,22,3960.76293801333,4502.68767075757,"liom","liom",8.28419194680624,8.41242975763789,FALSE,"occ","occ"
"2727","6","12",0,2012,84,46,28,7,0,NA,NA,3,"LIOM",2013,0,0,1,82,62,22,12,0,0,0,9,"liom","",NA,NA,"","",3,9,30105.882399351,37868.7578463714,"liom","liom",10.3124758601932,10.5418817198924,FALSE,"occ","occ"
"2728","6","13",0,2012,94,124,57,33,12,NA,NA,16,"LIOM",2013,0,0,1,89,100,54,16,21,30,9,47,"liom","",NA,NA,"","",16,47,201555.028976666,138146.562753243,"liom","liom",12.2138177197432,11.8360704495009,TRUE,"occ","occ"
"2729","6","14",0,2012,17,13,6,3,0,NA,NA,0,"vacant",2013,0,0,1,14,16,4,2,0,0,0,0,"vacant","",NA,NA,"","",0,0,401.665710730845,366.519142918809,"vacant","vacant",5.99562017733061,5.90405075166475,FALSE,"vac","vac"
"2730","6","15",0,2012,68,34,16,9,4,NA,NA,0,"vacant",2013,0,0,1,62,22,11,0,0,0,0,0,"vacant","",NA,NA,"","",0,0,11126.4739814638,4419.04276635574,"vacant","vacant",9.31708259097391,8.39367838291956,FALSE,"vac","vac"
"2731","6","17",0,2012,82,42,41,8,2,NA,NA,0,"vacant",2013,0,0,1,84,22,35,0,9,11,2,17,"liom","",NA,NA,"","",0,17,36972.487642241,17862.3104301482,"vacant","liom",10.517929337799,9.79044820945392,TRUE,"vac","occ"
"2732","6","18",0,2012,57,31,23,5,0,NA,NA,0,"vacant",2013,0,0,1,57,41,37,8,0,0,0,8,"liom","",NA,NA,"","",0,8,10878.5499612181,22697.2215240229,"vacant","liom",9.29454823590461,10.0299977961552,FALSE,"vac","occ"
"2733","6","20",0,2012,39,22,6,9,0,NA,NA,6,"LIOM",2013,0,0,1,33,33,23,13,0,0,0,8,"liom","",NA,NA,"","",6,8,2001.1945203367,6773.27376113959,"liom","liom",7.60149954142156,8.82073981787829,FALSE,"occ","occ"
"2734","6","21",0,2012,111,109,66,58,3,NA,NA,7,"LIOM",2013,0,0,1,118,121,72,61,2,4,2,33,"liom","",NA,NA,"","",7,33,222488.573474933,287677.07918585,"liom","liom",12.3126310241009,12.5695938772169,TRUE,"occ","occ"
"2735","6","22",0,2012,NA,NA,NA,NA,NA,NA,NA,NA,"",2013,0,0,1,66,45,19,3,0,0,0,0,"vacant","",NA,NA,"","",NA,0,NA,17693.4498250177,NA,"vacant",NA,9.78094978368728,FALSE,NA,"vac"
"2736","6","23",0,2012,44,32,21,8,0,NA,NA,3,"CREM",2013,0,0,1,59,27,27,5,0,0,0,5,"crem","",NA,NA,"","",3,5,8089.33928360592,11260.2534686292,"crem","crem",8.99830233596401,9.32903441197578,FALSE,"occ","occ"
"2737","6","24",0,2012,112,97,73,36,20,NA,NA,5,"CREM",2013,0,0,1,94,83,80,31,10,19,9,9,"crem","",NA,NA,"","",5,9,211848.064607072,163460.076459237,"crem","crem",12.2636246203371,12.004324058825,TRUE,"occ","occ"
"2738","6","28",0,2012,78,74,38,2,11,NA,NA,0,"vacant",2013,0,0,1,52,79,38,20,0,3,3,0,"vacant","",NA,NA,"","",0,0,64038.2246507743,46589.0336545732,"vacant","vacant",11.0672354442213,10.7491204631184,TRUE,"vac","vac"
"2739","6","29",0,2012,144,179,101,63,64,NA,NA,3,"CREM",2013,0,0,1,148,135,93,14,2,3,1,3,"crem","",NA,NA,"","",3,3,738902.592124319,503547.036887986,"crem","crem",13.512921380856,13.1294324066145,TRUE,"occ","occ"
"2740","6","30",0,2012,32,32,23,13,0,NA,NA,2,"LIOM",2013,0,0,1,35,32,23,10,0,0,0,5,"liom","",NA,NA,"","",2,5,6335.54518473942,6929.50254580874,"liom","liom",8.75393114820618,8.84354330689586,FALSE,"occ","occ"
"2741","6","31",0,2012,153,102,95,55,72,NA,NA,1,"dropoff",2013,0,0,1,158,156,92,25,9,16,7,0,"vacant","",NA,NA,"","",1,0,388626.595871967,636017.527114356,"other","vacant",12.8703742538099,13.3629814002984,TRUE,"occ","vac"
"2742","6","32",0,2012,60,52,34,12,0,NA,NA,0,"vacant",2013,0,0,1,61,46,42,16,0,0,0,1,"crem","",NA,NA,"","",0,1,29044.0240824376,30917.4605015283,"vacant","crem",10.2765680296706,10.3390763680712,FALSE,"vac","occ"
"2743","6","34",0,2012,58,44,30,20,0,NA,NA,1,"UNK",2013,0,0,1,64,45,42,0,0,0,0,0,"vacant","",NA,NA,"","",1,0,20787.3949900281,31704.9530600282,"other","vacant",9.94210207189627,10.3642281956103,FALSE,"occ","vac"
"2744","6","35",0,2012,158,108,106,65,59,NA,NA,9,"LIOM",2013,0,0,1,141,115,82,24,17,27,10,33,"liom","",NA,NA,"","",9,33,473579.908164169,358146.078548676,"liom","liom",13.0680759380122,12.7886962227957,TRUE,"occ","occ"
