"","beta.1.1","beta.2.1","beta.3.1","beta.4.1","beta.5.1","beta.1.2","beta.2.2","beta.3.2","beta.4.2","beta.5.2","beta.1.3","beta.2.3","beta.3.3","beta.4.3","beta.5.3","beta.1.4","beta.2.4","beta.3.4","beta.4.4","beta.5.4","beta_raw.1.1","beta_raw.2.1","beta_raw.3.1","beta_raw.4.1","beta_raw.5.1","beta_raw.1.2","beta_raw.2.2","beta_raw.3.2","beta_raw.4.2","beta_raw.5.2","beta_raw.1.3","beta_raw.2.3","beta_raw.3.3","beta_raw.4.3","beta_raw.5.3"
"1",3.53201934767656,3.68190721705646,3.68598485794582,2.2072126399968,-0.302802745644331,-1.57467842761663,-0.828606011918571,-0.839826267852731,-2.7976927894126,-0.0174394917355801,0.124759467428715,-0.0777992420448094,1.44896164033805,-1.96050053048464,-0.115229808349084,0,0,0,0,0,3.53201934767656,3.68190721705646,3.68598485794582,2.2072126399968,-0.302802745644331,-1.57467842761663,-0.828606011918571,-0.839826267852731,-2.7976927894126,-0.0174394917355801,0.124759467428715,-0.0777992420448094,1.44896164033805,-1.96050053048464,-0.115229808349084
"2",3.69172489518466,3.72166946115752,3.78595796300532,2.48764977782583,-0.32335684443415,-1.79494233419203,-1.12356565561944,-1.33444732821728,-3.30387405154209,0.0159390604908935,-0.0736833914611418,-0.172414588357246,1.01082759610153,-2.0905506483263,-0.0947424996017301,0,0,0,0,0,3.69172489518466,3.72166946115752,3.78595796300532,2.48764977782583,-0.32335684443415,-1.79494233419203,-1.12356565561944,-1.33444732821728,-3.30387405154209,0.0159390604908935,-0.0736833914611418,-0.172414588357246,1.01082759610153,-2.0905506483263,-0.0947424996017301
"3",3.4470523791827,3.60021005203537,3.69091643395547,2.11912968531953,-0.30133165380206,-1.62217359835749,-1.3345536461774,-0.912847337829461,-3.32049538831656,0.00529372508092883,-0.27709856934988,-0.503905591131826,1.30042221824327,-2.24384475890844,-0.0845609144015146,0,0,0,0,0,3.4470523791827,3.60021005203537,3.69091643395547,2.11912968531953,-0.30133165380206,-1.62217359835749,-1.3345536461774,-0.912847337829461,-3.32049538831656,0.00529372508092883,-0.27709856934988,-0.503905591131826,1.30042221824327,-2.24384475890844,-0.0845609144015146
"4",3.43541435912423,3.61644693914563,3.74348223172817,2.10128110034503,-0.294368481203987,-1.53708737606499,-0.9181198675642,-0.560642449862201,-2.75319151409879,-0.0232858637909885,0.162813294530263,0.0861666975477541,1.66096614531499,-1.8914680101895,-0.119029295214808,0,0,0,0,0,3.43541435912423,3.61644693914563,3.74348223172817,2.10128110034503,-0.294368481203987,-1.53708737606499,-0.9181198675642,-0.560642449862201,-2.75319151409879,-0.0232858637909885,0.162813294530263,0.0861666975477541,1.66096614531499,-1.8914680101895,-0.119029295214808
"5",3.61500387788911,3.75656242754395,3.82793360249654,2.39622299050971,-0.318226614102736,-1.7790453685367,-1.56993699078375,-0.870117684334073,-3.11695725325788,0.0072050294521332,-0.14341178102728,-0.250688947598025,1.38737973210529,-1.92214476340407,-0.0971451895902165,0,0,0,0,0,3.61500387788911,3.75656242754395,3.82793360249654,2.39622299050971,-0.318226614102736,-1.7790453685367,-1.56993699078375,-0.870117684334073,-3.11695725325788,0.0072050294521332,-0.14341178102728,-0.250688947598025,1.38737973210529,-1.92214476340407,-0.0971451895902165
"6",3.29906474448272,3.26698192042772,3.57271351139788,1.88363920095029,-0.280950551397901,-1.79124350383624,-1.33326647596911,-0.756209882818802,-3.10172914299299,0.00106675660368496,-0.601400193917397,-0.996829750373955,1.0147300105097,-2.75115106715061,-0.0468140340977645,0,0,0,0,0,3.29906474448272,3.26698192042772,3.57271351139788,1.88363920095029,-0.280950551397901,-1.79124350383624,-1.33326647596911,-0.756209882818802,-3.10172914299299,0.00106675660368496,-0.601400193917397,-0.996829750373955,1.0147300105097,-2.75115106715061,-0.0468140340977645
"7",3.10526259529313,3.39741695324166,3.39871298619888,1.79678946556827,-0.261509407984727,-2.17093205012567,-1.4293197278933,-1.49573118493896,-3.54924171039847,0.0620122822759294,-0.436740867114608,-0.465530245113769,1.16415977114129,-2.36250077501714,-0.0609977171151942,0,0,0,0,0,3.10526259529313,3.39741695324166,3.39871298619888,1.79678946556827,-0.261509407984727,-2.17093205012567,-1.4293197278933,-1.49573118493896,-3.54924171039847,0.0620122822759294,-0.436740867114608,-0.465530245113769,1.16415977114129,-2.36250077501714,-0.0609977171151942
"8",3.48354900035319,3.48992520648167,3.49430964288878,2.09178671289084,-0.293170639132162,-1.86544115159432,-1.78590766424389,-1.16963803162099,-3.31376364989002,0.0268548030502055,-0.470446936334409,-0.62857403727723,0.902688780563775,-2.48948788240556,-0.0561970490412082,0,0,0,0,0,3.48354900035319,3.48992520648167,3.49430964288878,2.09178671289084,-0.293170639132162,-1.86544115159432,-1.78590766424389,-1.16963803162099,-3.31376364989002,0.0268548030502055,-0.470446936334409,-0.62857403727723,0.902688780563775,-2.48948788240556,-0.0561970490412082
"9",3.33188625893571,3.37906615607783,3.4354488840697,2.00120017841429,-0.280974546318024,-2.49954971043103,-1.98791836608161,-1.88637430153412,-3.98591631592983,0.0850662621824119,-0.438335821939922,-0.7695918365048,0.956158004378505,-2.66810363005123,-0.0518074272489498,0,0,0,0,0,3.33188625893571,3.37906615607783,3.4354488840697,2.00120017841429,-0.280974546318024,-2.49954971043103,-1.98791836608161,-1.88637430153412,-3.98591631592983,0.0850662621824119,-0.438335821939922,-0.7695918365048,0.956158004378505,-2.66810363005123,-0.0518074272489498
"10",3.62288276753909,3.63215741777724,3.8737860079307,2.33752535674559,-0.317878522439332,-1.89434425230592,-1.15135190877097,-0.911962264747154,-3.19260880136932,0.0182328695412853,-0.170744646758133,-0.103772727811547,1.46492710411607,-2.15552813477921,-0.091390679314081,0,0,0,0,0,3.62288276753909,3.63215741777724,3.8737860079307,2.33752535674559,-0.317878522439332,-1.89434425230592,-1.15135190877097,-0.911962264747154,-3.19260880136932,0.0182328695412853,-0.170744646758133,-0.103772727811547,1.46492710411607,-2.15552813477921,-0.091390679314081
"11",3.52799069269893,3.70775032602295,3.8362766201604,2.24959326433909,-0.308750080308983,-1.73108775698531,-1.37562658487154,-0.727083527080631,-3.11349272328872,0.00191590797387915,-0.310614476566862,-0.603003453246294,1.20903609618056,-2.35968525520708,-0.0692286238483169,0,0,0,0,0,3.52799069269893,3.70775032602295,3.8362766201604,2.24959326433909,-0.308750080308983,-1.73108775698531,-1.37562658487154,-0.727083527080631,-3.11349272328872,0.00191590797387915,-0.310614476566862,-0.603003453246294,1.20903609618056,-2.35968525520708,-0.0692286238483169
"12",3.34068905361669,3.33637622274503,3.44129169020492,1.90179621285958,-0.27833694817164,-1.95447351050474,-1.59951793953722,-1.23656046442973,-3.49497563806118,0.0328249536752963,-0.154572880555643,-0.60367537225687,1.1885358720156,-2.1060317057452,-0.0918164471972312,0,0,0,0,0,3.34068905361669,3.33637622274503,3.44129169020492,1.90179621285958,-0.27833694817164,-1.95447351050474,-1.59951793953722,-1.23656046442973,-3.49497563806118,0.0328249536752963,-0.154572880555643,-0.60367537225687,1.1885358720156,-2.1060317057452,-0.0918164471972312
