"","none","cremvac","liomvac","othervac","liomcremvac","liomvacother","othercremvac","all"
"5",0.937241812442349,0.936807272399876,0.975796167503073,0.932880089605041,0.955918824234268,0.974843277035574,0.950740738642935,0.989928162561475
"6",0.982189750397072,0.981064164046594,0.988021392681877,0.987664711425541,0.988042068252215,0.988898056619971,0.984878242711122,0.990710034456055
"7",0.988118706392685,0.982292502770319,0.991880318291807,0.990974825748982,0.990752935520832,0.994030858241453,0.988748265055981,0.990238191948743
"8",0.991937182332615,0.993224840504239,0.995782866492598,0.992935945008757,0.995717733638601,0.996229234318585,0.994402775452364,0.996821128562392
"9",0.987131840321622,0.993626106524964,0.995955807204786,0.987423912940029,0.995946095690217,0.995109028723536,0.992059201313752,0.995123863125943
"10",0.985482121340622,0.990835705051703,0.994084139778339,0.987895160063698,0.99264090478018,0.989169376581045,0.99380515337581,0.99511916961779
"11",0.952132924571149,0.963390907521984,0.945091565468603,0.959460600816992,0.954173296967056,0.954423532745735,0.956616349731538,0.953661914945367
"12",0.957379485495922,0.97172242268505,0.973819350180509,0.980457484277968,0.978108841581512,0.978589972303488,0.982036443283864,0.975318712113717
"13",0.951871023472006,0.976365496688563,0.970656300551611,0.938738592989816,0.99121762473719,0.977784559722871,0.949146608896891,0.97991414443401
"14",0.99478201221177,0.977875910947327,0.998108640814315,0.987289535389101,0.995337170793991,0.997469745865024,0.988891730595235,0.99073296400771
"15",0.993412365035587,0.997644775384635,1.00195040253306,0.98604015399011,1.00623992928691,1.00219269518316,0.989694888044763,0.999569176104389
"16",0.961761259956293,0.972241626704974,0.973468317211674,0.974245516957214,0.963528953583538,0.96667492248363,0.961384283701508,0.986844613427187
"17",0.945227775500018,0.962232162121298,0.982340650152445,0.959819187547619,0.982766049273872,0.97441179713646,0.971751262922438,0.960252285229784
"18",0.96279865549087,0.973634275022345,0.972015461357563,0.948309678728737,0.981633403959726,0.984000969572154,0.972174743108739,0.973374772017672
"19",0.945918739014383,0.934708155948686,0.961849560184208,0.97379176555825,0.948011647093061,0.975219289302014,0.928659256989521,0.949258719655683
"20",0.965080536214078,0.965354939458086,0.979006800119724,0.980234662663781,0.995923149581264,0.995841111153065,0.962682215632168,0.966724764300948
"21",0.988758745512325,0.993360002686335,0.996307844566167,0.99170926786041,0.995863159947076,0.996565106227844,0.993880724237443,0.995983923801201
"22",0.986660708803739,0.993156818641767,0.995122987530265,0.990503115806951,0.994573625579009,0.997114990107475,0.993020986056358,0.992878659490615
"23",0.954547712306241,0.957675425404098,0.98012214839239,0.944352861711904,0.96975644212835,0.985170322889873,0.958073085804323,0.980606151888559
"24",0.935015699256341,0.959108674333596,0.980249781903642,0.950933739635631,0.953772944683135,0.979886302228572,0.968067812488606,0.981090775051897
"25",0.94157932786471,0.948007045082423,0.977115056613401,0.946568793388588,0.965117366671818,0.989874001991044,0.973123111506329,0.985015963418429
"26",0.906696038832888,0.948648042095765,0.97079483275515,0.956496743237433,0.987585977505262,0.952420996994338,0.950063422190948,0.976856877850674
"27",0.980569182419085,0.991451954964586,0.989450659346085,0.986385997801378,0.992066707773106,0.994887577633414,0.991548822558095,0.991993971298679
"28",0.983891010134609,0.985604865122888,0.989127400785164,0.98833010383142,0.987158850106561,0.993688550027525,0.991128177437902,0.991689486482868
"29",0.979008233327571,0.985127373549478,0.985824245301745,0.984419320531286,0.990706223126254,0.991353340070202,0.989029216342908,0.986311302165115
"30",0.986192312904712,0.986613987744357,0.995222414626993,0.991447259216163,0.99520675608799,0.994407576018613,0.991104462666984,0.994868913995703
"31",0.988326114640406,0.988824601581646,0.99449743298683,0.988559199846737,0.994121734925925,0.997509277130131,0.993809338538405,0.995818745376557
"32",0.980272006771296,0.954934380202662,0.961633190003033,0.96279855529227,0.969224775070232,0.977180254003326,0.979552317626358,0.986555821627089
"33",0.992289389177769,0.998019726317899,0.99832149202721,0.994937157880448,0.999251264615491,0.998949603951631,0.996493892879645,0.999736248455647
"34",0.957280704799466,0.969810636689981,0.97516014528448,0.959304393978319,0.98843716453735,0.967079251449502,0.98060669254127,0.981392420036644
"35",0.989145027385487,0.994893267684015,0.992520953557051,0.987543387372468,0.995643061234894,0.993728182686043,0.992845741724082,0.994042421897192
"36",0.990203973970116,0.991993472442204,0.991366825850562,0.992018443438377,0.994371254810948,0.991210121360679,0.993485830321328,0.993761815838665
"37",0.98449088445732,0.992726389253979,0.996722169643278,0.987840739565142,0.995862306576643,0.99475416362946,0.989990903736871,0.994361747666836
"38",0.984176838244617,0.990099340453092,0.997270735463176,0.986800095617963,1.00025213462074,0.998410351413091,0.991931919268285,0.998922694322841
"39",0.983530755706843,0.993533668497319,0.997581394951795,0.990049907934787,0.997611639974276,0.995971701456621,0.993615966000732,0.996439770124401
"40",0.982735490372122,0.986469321022749,0.991537619162866,0.986721971115629,0.992722787796635,0.989533223470558,0.989647173997027,0.98782308155993
"41",0.988190859435365,0.995548322351851,1.00405317766542,0.983633698010325,1.00115054938722,1.00400833374316,0.998045848726628,0.997640640240709
"42",0.990516841204957,0.993500685034229,0.99645861778047,0.992532370047828,0.996365477055787,0.996069292992626,0.993175724466045,0.995885775439207
"43",0.991782526614376,0.994764321003276,0.995945424671263,0.993866645787508,0.996138161854075,0.995868730172066,0.99633336736684,1.00003564274844
"44",0.987760108278489,0.988715281724883,1.00769780042442,0.997655676755728,1.00535300785903,1.00354093984586,0.995162770204426,1.00035336940438
"45",0.98162616527174,0.975373248191253,0.985772757885984,0.990091689925437,0.98085555922913,0.98551825893805,0.984112669194661,0.98182243420126
"46",0.926503964329327,0.963806244008528,0.951599761355534,0.987139684411518,0.974988275128846,0.972637688282404,0.962199038540141,0.986921243840432
"47",0.983104479994328,0.96821327104092,0.98017814241709,0.978302479436981,0.972486157237377,0.974646383686179,0.973418040746439,0.972207886946808
"48",0.949446993540582,0.952355924823475,0.961369780484443,0.982352936336757,0.973106511674759,0.969170436979145,0.953649483074404,0.980261981444352
"49",0.992363807725746,0.993006415983417,0.991399903168556,0.993810123653554,0.99419032811394,0.993368218082493,0.995711636546649,0.994466374668243
"50",0.987707024070154,0.990282114830707,0.992241745317023,0.989396025798795,0.991947364806621,0.989937573655396,0.991284039154674,0.985384493560946
